drg_segment,total_passengers_2022,total_passengers_2015,wifi_service,city_attraction_area,city_category_in_attraction_area_2020,department,region,sum_municipal_population_2021,non_scholarized_15_years_old_or_more_2020,main_residences_2020,housing_2020,jobs_at_workplace_2020,hotels_2024_sum,camping_sites_2024_sum,other_tourist_accommodations_2024_sum,latitude,longitude,passenger_growth_rate,attraction_density,city_size_category,Dubious,total_non_passengers_2022,total_non_passengers_2015,non_passenger_growth_rate,distance_to_paris,population_category,high_population
C,1053.0,1376.0,0,179,20,23,75,48286,38586,23456,33522,20044,12,11,1,46.1367425,1.7339815,-0.23473837209302326,0.000497038479062254,Small,No,0.0,0.0,0.0,306.871636402934,"(0, 300000]",Low
C,23542.0,15542.0,0,019,20,37,24,522597,377061,244387,276078,214496,152,37,11,47.6042003,0.4783289,0.514734268433921,0.00038270407216267984,Large,Yes,0.0,0.0,0.0,196.4117535036827,"(300000, 600000]",High
B,193780.0,158355.0,0,563,11,58,27,6590,5433,3254,4539,2830,4,1,0,47.179914,3.023883,0.2237062296738341,0.0007587253414264037,Tiny,Yes,48445.0,39588.0,0.22372941295342022,194.46005613585712,"(0, 300000]",Low
B,1375848.0,1239005.0,0,084,11,71,27,138633,103871,61978,71571,57701,54,13,2,46.302572,4.824887,0.11044588197787741,0.0004977169937893575,Medium,No,322730.0,290630.0,0.11044971269311496,340.85260545579683,"(0, 300000]",Low
B,352144.0,420282.0,0,160,11,52,44,54875,43312,26486,31225,24070,14,6,0,48.10976,5.1346,-0.162124478326457,0.00036446469248291574,Medium,No,150919.0,180121.0,-0.16212434974267298,222.9249318911493,"(0, 300000]",Low
C,81446.0,50090.0,0,579,11,39,27,6247,4995,3026,3763,2970,5,1,0,46.912509,5.7648273,0.6259932122180076,0.0009604610212902193,Tiny,Yes,0.0,0.0,0.0,335.62072248000607,"(0, 300000]",Low
B,361868.0,364008.0,0,035,20,80,32,353124,249601,159221,179067,136577,43,22,5,49.9116183,2.4996846,-0.005878991670512736,0.00019823064985670757,Large,No,90467.0,91002.0,-0.005878991670512736,116.81535882116084,"(300000, 600000]",High
B,128776.0,201565.0,0,005,20,31,76,1490640,1036295,684922,760724,668535,169,26,54,43.479213,1.399645,-0.361119241931883,0.0001670423442279826,Huge,No,32194.0,50391.0,-0.3611160723145006,603.342781270466,"(1200000, 1500000]",High
C,38094.0,27755.0,0,278,11,48,76,25491,18698,11812,17130,11409,23,18,3,44.522322,3.5019875,0.3725094577553594,0.001726099407634067,Small,Yes,0.0,0.0,0.0,491.20580748848033,"(0, 300000]",Low
C,3284.0,6444.0,0,028,20,21,27,414799,296478,196357,219324,179356,113,16,9,47.1937936,5.1346952,-0.4903786468032278,0.0003326912552826791,Large,No,0.0,0.0,0.0,279.24081809118104,"(300000, 600000]",High
C,12704.0,12025.0,0,005,11,31,76,1490640,1036295,684922,760724,668535,169,26,54,43.6024594,1.3528032,0.05646569646569646,0.0001670423442279826,Huge,No,0.0,0.0,0.0,590.176986986716,"(1200000, 1500000]",High
B,151899.0,170131.0,0,029,20,68,44,408968,304955,179702,202903,153319,71,13,8,47.8088208,7.1069795,-0.10716447913666527,0.0002249564758122885,Large,No,37974.0,42533.0,-0.10718736040251099,371.8598448217027,"(300000, 600000]",High
B,298712.0,173383.0,0,036,20,51,44,355889,249051,165083,186119,146028,73,5,6,49.361202,4.173887,0.7228448002399313,0.0002360286493822512,Large,Yes,74678.0,43345.0,0.7228746106817395,144.80401173918517,"(300000, 600000]",High
A,465035.0,426558.0,1,182,11,41,24,46778,36398,21707,26254,17365,7,4,2,47.821937,1.021143,0.09020344243924625,0.0002779084184873231,Small,No,116259.0,106640.0,0.0902006751687922,151.32270303949394,"(0, 300000]",Low
B,425426.0,368948.0,0,141,11,26,84,65544,49157,29281,33307,25872,10,5,1,45.048857,5.0498,0.1530784826045947,0.00024411082631514708,Medium,No,106356.0,92237.0,0.1530730617864848,471.85617589293616,"(0, 300000]",Low
C,39660.0,36131.0,0,084,20,71,27,138633,103871,61978,71571,57701,54,13,2,46.2130321,4.7728891,0.09767235891616617,0.0004977169937893575,Medium,No,0.0,0.0,0.0,347.2341057617552,"(0, 300000]",Low
C,28473.0,52267.0,0,059,20,59,32,197809,143986,83017,92638,67382,10,6,0,50.2685315,3.158706,-0.4552394436259973,8.08861073055321e-05,Medium,No,0.0,0.0,0.0,166.85500597542077,"(0, 300000]",Low
C,14634.0,18617.0,0,035,20,80,32,353124,249601,159221,179067,136577,43,22,5,49.8118528,2.435931,-0.21394424450770802,0.00019823064985670757,Large,No,0.0,0.0,0.0,105.36238268133182,"(300000, 600000]",High
C,3741.0,5164.0,0,123,20,15,84,77440,61023,37124,48460,32319,40,30,2,44.9641658,2.1929167,-0.27556158017041055,0.0009297520661157025,Medium,No,0.0,0.0,0.0,434.0691553767095,"(0, 300000]",Low
C,38124.0,39264.0,0,127,20,67,44,77893,59725,33731,37329,36260,16,1,0,48.8862164,7.8092705,-0.029034229828850854,0.00021824810958622726,Medium,No,0.0,0.0,0.0,400.38147013357536,"(0, 300000]",Low
B,389139.0,310239.0,0,215,11,61,28,35656,27735,16571,19726,13113,8,2,0,48.738545,-0.025291,0.2543200564725905,0.00028045770697778774,Small,Yes,97285.0,77560.0,0.25431923671995876,173.32296309870966,"(0, 300000]",Low
C,26775.0,23136.0,0,000,30,67,44,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,48.9676973,8.1826817,0.15728734439834025,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,427.4634973966456,"(4200000, 4500000]",High
C,68340.0,53456.0,0,003,12,13,93,1888788,1372344,849590,969271,758303,303,52,76,43.2846765,5.5155698,0.2784346004190362,0.00022818865854717417,Huge,Yes,0.0,0.0,0.0,667.3074334513847,"(1800000, 2100000]",High
C,13406.0,9877.0,0,000,30,81,76,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,44.067189,1.900229,0.35729472511896326,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,534.7048609281001,"(4200000, 4500000]",High
B,219126.0,164120.0,0,GEN,20,74,84,444368,316285,190841,229355,112826,98,19,18,46.142044,6.0855358,0.3351572020472825,0.0003038022539876859,Large,Yes,54782.0,41030.0,0.33516938825249815,413.69438975998236,"(300000, 600000]",High
B,89561.0,122855.0,0,203,11,41,24,41823,33114,19281,23988,14620,10,4,2,47.3669948,1.7403794,-0.27100240120467217,0.0003825646175549339,Small,No,22391.0,30714.0,-0.2709839161294524,172.466233124194,"(0, 300000]",Low
C,65312.0,89786.0,0,013,20,35,53,771320,522114,341999,377043,347697,96,16,18,47.9132599,-1.3898439,-0.2725814714988974,0.00016854223927812063,Large,No,0.0,0.0,0.0,294.6115557010777,"(600000, 900000]",High
C,6326.0,1978.0,0,149,20,29,53,61936,47713,29335,37735,23857,13,12,4,48.5078255,-3.8825543,2.198179979777553,0.00046822526478946006,Medium,Yes,0.0,0.0,0.0,457.90416936047325,"(0, 300000]",Low
C,35301.0,17230.0,0,314,11,34,76,21180,17440,10480,16593,6341,7,6,4,43.6086972,3.1495688,1.0488102147417295,0.0008026440037771482,Small,Yes,0.0,0.0,0.0,588.0100930415917,"(0, 300000]",Low
C,885.0,5743.0,0,300,20,18,24,22607,18462,11219,14737,8208,4,3,0,46.6295123,2.5865708,-0.8458993557374195,0.00030963860751094795,Small,No,0.0,0.0,0.0,249.47933229992947,"(0, 300000]",Low
B,4070670.0,4442590.0,1,001,12,78,11,13171056,9184054,5642167,6342502,6066757,2555,89,251,48.99646,2.09783,-0.08371693088941361,0.00021980014358757567,Huge,No,0.0,0.0,0.0,22.455652513678206,"(12900000, 13200000]",High
B,810884.0,532193.0,0,001,13,78,11,13171056,9184054,5642167,6342502,6066757,2555,89,251,48.9841,1.74731,0.5236652868414279,0.00021980014358757567,Huge,No,0.0,0.0,0.0,44.76149617228337,"(12900000, 13200000]",High
C,106556.0,92337.0,0,541,11,57,44,7327,5599,3164,3697,2484,1,0,0,48.9366239,6.6590266,0.15399027475443214,0.0001364815067558346,Tiny,No,0.0,0.0,0.0,316.23685451205824,"(0, 300000]",Low
C,101768.0,63268.0,0,043,20,74,84,298164,219660,133651,155463,128175,95,44,17,46.0111205,6.17568,0.6085224758171588,0.0005232019962168471,Large,Yes,0.0,0.0,0.0,429.22587873258095,"(0, 300000]",Low
A,13921836.0,9437542.0,1,013,11,35,53,771320,522114,341999,377043,347697,96,16,18,48.103517,-1.672744,0.47515486553596264,0.00016854223927812063,Large,Yes,4640612.0,3145847.0,0.4751550218430839,307.1645042569751,"(600000, 900000]",High
C,5002.0,4910.0,0,000,30,67,44,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,48.9347327,8.1615803,0.018737270875763747,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,425.9829922244027,"(4200000, 4500000]",High
B,156503.0,112815.0,0,183,11,71,27,46597,36448,22489,26273,17556,10,0,0,46.807815,4.4304403,0.38725346806718963,0.00021460609052084898,Small,Yes,39126.0,28204.0,0.3872500354559637,277.30292813812383,"(0, 300000]",Low
C,53660.0,66457.0,0,004,12,59,32,1521660,1042779,655674,714534,628196,122,17,17,50.5793139,3.051975,-0.19256060309673925,0.0001025196167343559,Huge,No,0.0,0.0,0.0,197.3175424998614,"(1500000, 1800000]",High
B,739465.0,543195.0,1,149,11,29,53,61936,47713,29335,37735,23857,13,12,4,48.57797,-3.832514,0.36132512265392724,0.00046822526478946006,Medium,Yes,220880.0,162253.0,0.3613307612185907,453.31607940352444,"(0, 300000]",Low
C,14953.0,8183.0,0,022,20,63,84,508699,366558,239813,277449,212006,104,38,17,45.864715,3.0031455,0.827324941952829,0.0003125620455318371,Large,Yes,0.0,0.0,0.0,337.58827169123055,"(300000, 600000]",High
B,159478.0,132294.0,0,022,20,63,84,508699,366558,239813,277449,212006,104,38,17,45.784543,3.288269,0.20548173008602053,0.0003125620455318371,Large,Yes,39870.0,33074.0,0.2054786236923263,350.18465150375755,"(300000, 600000]",High
B,907138.0,803770.0,0,001,20,60,32,13171056,9184054,5642167,6342502,6066757,2555,89,251,49.23233,2.13254,0.12860395386739987,0.00021980014358757567,Huge,No,226784.0,200943.0,0.12859865733068582,43.21292575990151,"(12900000, 13200000]",High
B,857442.0,641240.0,0,006,20,33,75,1393764,988605,641451,730509,601777,238,79,68,44.555448,-0.25554,0.3371623729025014,0.00027623040916539674,Huge,Yes,214361.0,160310.0,0.33716549185952216,518.3509464275796,"(1200000, 1500000]",High
A,1175632.0,897314.0,1,111,11,40,75,92936,72058,43327,52558,33271,32,18,13,43.720472,-1.050301,0.3101679010914797,0.0006778858569338039,Medium,Yes,293908.0,224329.0,0.3101649808985909,628.3530444598543,"(0, 300000]",Low
B,299750.0,170323.0,0,113,11,22,53,86079,67224,41733,59067,29459,38,37,9,48.727638,-3.460353,0.7598915002671395,0.0009758477677482313,Medium,Yes,74938.0,42581.0,0.7598929099833259,424.54926616639835,"(0, 300000]",Low
B,288300.0,287515.0,0,001,20,60,32,13171056,9184054,5642167,6342502,6066757,2555,89,251,49.19471,2.20717,0.002730292332573953,0.00021980014358757567,Huge,No,72075.0,71879.0,0.002726804769125892,37.61851213226537,"(12900000, 13200000]",High
C,979.0,540.0,0,278,20,48,76,25491,18698,11812,17130,11409,23,18,3,44.5286125,3.628178,0.812962962962963,0.001726099407634067,Small,Yes,0.0,0.0,0.0,492.35266039158097,"(0, 300000]",Low
C,8384.0,10217.0,0,020,20,54,44,508793,360647,239386,269448,206872,62,9,8,48.6792561,5.7912761,-0.17940687090143878,0.00015526943177284277,Large,No,0.0,0.0,0.0,254.2395541119773,"(300000, 600000]",High
C,9614.0,6655.0,0,158,20,67,44,57074,43332,24955,28496,20944,18,5,1,48.2869344,7.4301867,0.4446280991735537,0.00042050671058625646,Medium,Yes,0.0,0.0,0.0,380.391468155247,"(0, 300000]",Low
C,24942.0,33298.0,0,029,20,68,44,408968,304955,179702,202903,153319,71,13,8,47.6943143,7.2945376,-0.2509460027629287,0.0002249564758122885,Large,No,0.0,0.0,0.0,389.49022278675386,"(300000, 600000]",High
C,75302.0,78127.0,0,001,20,60,32,13171056,9184054,5642167,6342502,6066757,2555,89,251,49.2033492,2.3764638,-0.03615907432769721,0.00021980014358757567,Huge,No,0.0,0.0,0.0,37.569152330993354,"(12900000, 13200000]",High
C,11774.0,13770.0,0,015,20,76,28,709065,504460,323682,356637,276548,80,9,5,49.5566781,1.2762275,-0.14495279593318808,0.00013256894642945288,Large,No,0.0,0.0,0.0,108.5485497515102,"(600000, 900000]",High
C,64779.0,18649.0,0,006,20,33,75,1393764,988605,641451,730509,601777,238,79,68,44.89717,-0.31686,2.4735910772695586,0.00027623040916539674,Huge,Yes,0.0,0.0,0.0,485.0957521975751,"(1200000, 1500000]",High
C,5685.0,9863.0,0,042,11,62,32,321298,232571,135356,146580,99992,18,0,1,50.4378798,2.7933955,-0.42360336611578625,5.913513311629702e-05,Large,No,0.0,0.0,0.0,177.8214736574786,"(300000, 600000]",High
C,29272.0,28983.0,0,250,12,54,44,29978,23108,13776,15850,6993,2,0,0,49.2182988,5.9991714,0.009971362522858226,6.671559143371805e-05,Small,No,0.0,0.0,0.0,270.01417885507755,"(0, 300000]",Low
B,571464.0,488510.0,0,010,20,67,44,864993,617436,386250,431910,380457,204,20,28,48.4229857,7.6387869,0.16981023929909317,0.00029133183736747005,Large,Yes,142866.0,122127.0,0.16981502861775039,392.81486951409516,"(600000, 900000]",High
C,15503.0,62696.0,0,013,20,35,53,771320,522114,341999,377043,347697,96,16,18,47.9851669,-1.5754724,-0.7527274467270639,0.00016854223927812063,Large,No,0.0,0.0,0.0,304.57928463998655,"(600000, 900000]",High
B,1036063.0,750245.0,0,002,20,38,84,2308818,1598413,1010763,1122933,1056227,329,39,45,45.6276,5.150866,0.3809662177022173,0.0001788794092908146,Huge,Yes,259016.0,187561.0,0.38096939129136653,418.20205196475194,"(2100000, 2400000]",High
C,28213.0,7070.0,0,231,20,44,52,37126,28881,17283,34138,10751,15,33,5,47.0618983,-2.0009628,2.9905233380480905,0.0014275709745192049,Small,Yes,0.0,0.0,0.0,379.9316426770253,"(0, 300000]",Low
C,138459.0,90191.0,0,072,13,11,76,155518,120155,73833,114092,51733,40,25,20,43.1999609,2.7699635,0.5351753500903638,0.0005465605267557453,Medium,Yes,0.0,0.0,0.0,631.006733212219,"(0, 300000]",Low
C,58233.0,36058.0,0,006,20,33,75,1393764,988605,641451,730509,601777,238,79,68,45.0040981,-0.6200068,0.6149814188252261,0.00027623040916539674,Huge,Yes,0.0,0.0,0.0,484.4173816123529,"(1200000, 1500000]",High
A,1033729.0,917725.0,1,036,20,51,44,355889,249051,165083,186119,146028,73,5,6,49.214806,3.994632,0.12640387915769974,0.0002360286493822512,Large,No,326441.0,289809.0,0.12640049135810136,127.1272925527186,"(300000, 600000]",High
C,14273.0,49890.0,0,019,20,37,24,522597,377061,244387,276078,214496,152,37,11,47.2178494,0.9013322,-0.7139106033273201,0.00038270407216267984,Large,No,0.0,0.0,0.0,211.99801244303694,"(300000, 600000]",High
C,21440.0,21919.0,0,271,11,46,76,26090,21201,12631,18351,10330,18,26,1,44.9273692,1.8436871,-0.021853186732971396,0.0017247987734764277,Small,No,0.0,0.0,0.0,439.6042719429641,"(0, 300000]",Low
C,130444.0,112969.0,0,000,30,51,44,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,49.0791611,3.641709,0.1546884543547345,0.0013664948686700343,Tiny,No,32611.0,28242.0,0.1546986757311805,98.37672488494393,"(4200000, 4500000]",High
C,8945.0,8819.0,0,028,20,21,27,414799,296478,196357,219324,179356,113,16,9,47.2559157,5.0727895,0.014287334164871301,0.0003326912552826791,Large,No,0.0,0.0,0.0,271.12482942670454,"(300000, 600000]",High
C,21815.0,19555.0,0,024,20,14,28,478105,338717,216503,251381,191187,116,31,7,49.2034112,-0.5127396,0.1155714650984403,0.00032210497694021186,Large,No,0.0,0.0,0.0,210.8145001944923,"(300000, 600000]",High
C,17713.0,22469.0,0,040,20,84,93,339324,249199,151855,176154,132731,93,22,13,44.0407636,4.8931321,-0.21166941118874893,0.0003772205915290401,Large,No,0.0,0.0,0.0,571.234955900829,"(300000, 600000]",High
C,494.0,322.0,0,408,11,74,84,13486,10219,6267,20053,7850,59,13,21,45.9657075,6.910179,0.5341614906832298,0.00689604033812843,Tiny,Yes,0.0,0.0,0.0,471.6934619688805,"(0, 300000]",Low
C,4558.0,3717.0,0,408,11,74,84,13486,10219,6267,20053,7850,59,13,21,45.9125671,6.8472858,0.226257734732311,0.00689604033812843,Tiny,Yes,0.0,0.0,0.0,472.46394637884543,"(0, 300000]",Low
B,163834.0,107221.0,0,000,30,28,24,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,48.193606,1.939565,0.5280029098777291,0.0013664948686700343,Tiny,No,40959.0,26806.0,0.5279788107140192,80.26122925724766,"(4200000, 4500000]",High
C,1511.0,1940.0,0,074,20,41,24,145143,107820,65919,76642,61819,57,15,4,47.6127952,1.3537834,-0.2211340206185567,0.000523621531868571,Medium,No,0.0,0.0,0.0,157.16399501559528,"(0, 300000]",Low
C,13869.0,6123.0,0,000,30,67,44,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,48.9312475,7.933587,1.2650661440470357,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,409.3394635946197,"(4200000, 4500000]",High
C,5492.0,2772.0,0,408,12,74,84,13486,10219,6267,20053,7850,59,13,21,45.8992065,6.8258755,0.9812409812409812,0.00689604033812843,Tiny,Yes,0.0,0.0,0.0,472.3740781135282,"(0, 300000]",Low
C,5413.0,7219.0,0,001,20,60,32,13171056,9184054,5642167,6342502,6066757,2555,89,251,49.4446439,2.4179608,-0.25017315417647873,0.00021980014358757567,Huge,No,0.0,0.0,0.0,64.56208304723202,"(12900000, 13200000]",High
C,2428.0,2303.0,0,203,20,41,24,41823,33114,19281,23988,14620,10,4,2,47.3325521,1.7025282,0.054277029960920535,0.0003825646175549339,Small,No,0.0,0.0,0.0,176.89886904707424,"(0, 300000]",Low
C,14606.0,6757.0,0,132,20,39,27,71298,55106,33967,41541,29556,19,11,2,46.5353569,5.3868216,1.1616101820334468,0.0004488204437712138,Medium,Yes,0.0,0.0,0.0,345.5063652170174,"(0, 300000]",Low
C,17333.0,20926.0,0,000,30,24,75,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,45.5408509,0.9744005,-0.17170027716716046,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,383.7810964240756,"(4200000, 4500000]",High
C,55022.0,27213.0,0,338,11,39,27,17492,13753,8443,10002,6028,2,5,1,46.7492981,5.9100314,1.0219012971741448,0.000457351932311914,Tiny,Yes,0.0,0.0,0.0,355.9905532984664,"(0, 300000]",Low
C,8126.0,6345.0,0,000,30,19,75,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,45.536175,1.5415396,0.2806934594168637,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,375.12777689953197,"(4200000, 4500000]",High
C,22478.0,26779.0,0,002,20,69,84,2308818,1598413,1010763,1122933,1056227,329,39,45,45.885545,4.6222625,-0.1606109264722357,0.0001788794092908146,Huge,No,0.0,0.0,0.0,373.5723790759292,"(2100000, 2400000]",High
C,2405.0,3489.0,0,000,30,22,53,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,48.5935901,-3.3228532,-0.3106907423330467,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,415.865326339323,"(4200000, 4500000]",High
C,552.0,5950.0,0,000,30,26,84,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,44.6709898,5.6973678,-0.9072268907563025,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,532.131174131991,"(4200000, 4500000]",High
C,9654.0,8742.0,0,000,30,33,75,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,44.5801152,-0.1452784,0.10432395332875773,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,512.6491446963757,"(4200000, 4500000]",High
C,11588.0,5255.0,0,020,20,54,44,508793,360647,239386,269448,206872,62,9,8,48.645478,6.1797255,1.205137963843958,0.00015526943177284277,Large,Yes,0.0,0.0,0.0,283.00764149489015,"(300000, 600000]",High
C,121804.0,52982.0,0,159,20,33,75,55752,42623,26400,30527,29233,17,4,1,44.8811665,-0.1592003,1.2989694613264882,0.00039460467785909026,Medium,Yes,0.0,0.0,0.0,481.9002291290271,"(0, 300000]",Low
C,61429.0,33316.0,0,008,20,44,52,1031953,714965,459881,501124,471335,115,19,40,47.3135164,-1.3506694,0.843828790971305,0.0001686123302127132,Huge,Yes,0.0,0.0,0.0,323.51347536021524,"(900000, 1200000]",High
B,677561.0,449634.0,0,008,20,44,52,1031953,714965,459881,501124,471335,115,19,40,47.35859,-1.950957,0.5069167367236463,0.0001686123302127132,Huge,Yes,169391.0,112409.0,0.506916705957708,359.4938272187697,"(900000, 1200000]",High
C,21166.0,17216.0,0,004,12,59,32,1521660,1042779,655674,714534,628196,122,17,17,50.6544842,3.0475916,0.22943773234200743,0.0001025196167343559,Huge,Yes,0.0,0.0,0.0,205.30715543192568,"(1500000, 1800000]",High
C,23648.0,8620.0,0,408,20,74,84,13486,10219,6267,20053,7850,59,13,21,46.0324983,6.9326694,1.7433874709976798,0.00689604033812843,Tiny,Yes,0.0,0.0,0.0,467.7375652578275,"(0, 300000]",Low
C,1327.0,1373.0,0,042,20,62,32,321298,232571,135356,146580,99992,18,0,1,50.4608957,2.7005447,-0.033503277494537506,5.913513311629702e-05,Large,No,0.0,0.0,0.0,179.2288638424223,"(300000, 600000]",High
C,119244.0,89884.0,0,000,30,66,76,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,42.5269437,3.0782319,0.32664322905077653,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,707.3049091818732,"(4200000, 4500000]",High
C,84897.0,79337.0,0,029,20,68,44,408968,304955,179702,202903,153319,71,13,8,47.7808232,7.2247908,0.07008079458512421,0.0002249564758122885,Large,No,0.0,0.0,0.0,381.19387126764536,"(300000, 600000]",High
C,70521.0,71077.0,0,001,20,78,11,13171056,9184054,5642167,6342502,6066757,2555,89,251,48.8936804,1.8715159,-0.007822502356599181,0.00021980014358757567,Huge,No,0.0,0.0,0.0,33.90400567995937,"(12900000, 13200000]",High
B,265408.0,194256.0,0,103,11,12,76,112911,85557,52826,64672,50132,42,18,7,44.362633,2.58056,0.36627954863685036,0.0005933877124460859,Medium,Yes,66352.0,48564.0,0.36627954863685036,501.18079194423075,"(0, 300000]",Low
C,49087.0,64703.0,0,157,20,51,44,55841,43590,26683,30806,26633,18,1,1,49.0487318,4.0015644,-0.24134893281609818,0.00035815977507566124,Medium,No,0.0,0.0,0.0,123.46984380583773,"(0, 300000]",Low
B,173657.0,270760.0,0,156,12,62,32,56876,41791,23912,26795,12372,0,1,0,50.56163,2.47903,-0.35863126015659624,1.7582108446444897e-05,Medium,No,43414.0,67690.0,-0.35863495346432267,188.76207031237684,"(0, 300000]",Low
C,909.0,5911.0,0,289,20,29,53,24141,17698,10202,11725,10417,2,0,1,48.4852675,-3.9996163,-0.8462189138893588,0.00012426991425375916,Small,No,0.0,0.0,0.0,466.78246855397686,"(0, 300000]",Low
B,650137.0,231025.0,0,018,20,83,93,581948,446498,275575,343442,209921,114,51,42,43.108867,6.124223,1.814141326696245,0.0003557018840171287,Large,Yes,48935.0,17389.0,1.814135372936914,703.8213153202129,"(300000, 600000]",High
C,10521.0,9368.0,0,013,20,35,53,771320,522114,341999,377043,347697,96,16,18,48.0469707,-1.5966524,0.12307856532877882,0.00016854223927812063,Large,No,0.0,0.0,0.0,303.7611649400407,"(600000, 900000]",High
B,136655.0,124009.0,0,002,12,69,84,2308818,1598413,1010763,1122933,1056227,329,39,45,45.7684995,4.7484432,0.101976469449798,0.0001788794092908146,Huge,No,34164.0,31003.0,0.10195787504435054,389.59778875538683,"(2100000, 2400000]",High
B,690484.0,560026.0,0,010,20,67,44,864993,617436,386250,431910,380457,204,20,28,48.765753,7.8516536,0.23294989875470068,0.00029133183736747005,Large,Yes,172621.0,140007.0,0.23294549558236374,404.114390848067,"(600000, 900000]",High
B,207706.0,160531.0,0,010,20,67,44,864993,617436,386250,431910,380457,204,20,28,48.6948699,7.8791884,0.2938684740019062,0.00029133183736747005,Large,Yes,51927.0,40132.0,0.29390511312668194,406.7087440405658,"(600000, 900000]",High
C,44934.0,28731.0,0,070,20,71,27,154521,117622,71009,81003,63392,41,11,1,46.6406445,4.874316,0.5639553095959069,0.00034299545045657224,Medium,Yes,0.0,0.0,0.0,311.97421232666386,"(0, 300000]",Low
C,39126.0,51363.0,0,315,11,17,75,20719,16542,10010,12876,7468,1,1,1,45.9407739,-0.5097829,-0.23824542958939315,0.00014479463294560547,Small,No,0.0,0.0,0.0,389.33648348671187,"(0, 300000]",Low
C,22336.0,12777.0,0,000,30,33,75,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,45.0942299,-0.0437576,0.7481411912029428,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,456.5357805020263,"(4200000, 4500000]",High
C,7536.0,4302.0,0,306,11,81,76,23115,17014,10271,12010,8470,5,4,1,43.9284209,1.9369531,0.7517433751743375,0.00043261951113995244,Small,Yes,0.0,0.0,0.0,549.946351236295,"(0, 300000]",Low
A,21992946.0,18780587.0,1,004,11,59,32,1521660,1042779,655674,714534,628196,122,17,17,50.636577,3.06987,0.17104678357497557,0.0001025196167343559,Huge,Yes,5846226.0,4992308.0,0.1710467383022041,203.7917065060115,"(1500000, 1800000]",High
C,16548.0,13084.0,0,203,20,41,24,41823,33114,19281,23988,14620,10,4,2,47.3835442,1.9580537,0.2647508407214919,0.0003825646175549339,Small,Yes,0.0,0.0,0.0,167.25089992673716,"(0, 300000]",Low
B,182176.0,196027.0,0,001,20,77,11,13171056,9184054,5642167,6342502,6066757,2555,89,251,48.545567,3.287434,-0.07065863375963516,0.00021980014358757567,Huge,No,0.0,0.0,0.0,78.5898078116475,"(12900000, 13200000]",High
C,417.0,894.0,0,004,20,59,32,1521660,1042779,655674,714534,628196,122,17,17,50.7159172,2.9933077,-0.5335570469798657,0.0001025196167343559,Huge,No,0.0,0.0,0.0,211.01188897050818,"(1500000, 1800000]",High
C,91953.0,66017.0,0,000,30,80,32,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,49.7639147,2.9089882,0.392868503567263,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,108.14321340033939,"(4200000, 4500000]",High
C,72.0,87.0,0,000,30,16,75,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,44.5246607,3.2638181,-0.1724137931034483,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,487.9855364201454,"(4200000, 4500000]",High
C,27710.0,18268.0,0,553,20,42,84,7056,5368,3005,4018,3000,1,0,0,46.0024781,4.2810245,0.5168600832056054,0.0001417233560090703,Tiny,Yes,0.0,0.0,0.0,350.53033164809375,"(0, 300000]",Low
C,67314.0,63082.0,0,000,30,21,27,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,46.9964114,5.1513121,0.06708728321866776,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,295.4708416198816,"(4200000, 4500000]",High
C,58831.0,64674.0,0,023,20,42,84,500562,359465,223886,257625,192815,46,10,5,45.5221941,4.2163084,-0.0903454247456474,0.00012186302595882229,Large,No,0.0,0.0,0.0,398.14093307554265,"(300000, 600000]",High
C,11559.0,8177.0,0,035,20,80,32,353124,249601,159221,179067,136577,43,22,5,49.7996523,2.3926625,0.41359911948147243,0.00019823064985670757,Large,Yes,0.0,0.0,0.0,103.83226030163928,"(300000, 600000]",High
