drg_segment,total_passengers_2022,total_passengers_2015,wifi_service,city_attraction_area,city_category_in_attraction_area_2020,department,region,sum_municipal_population_2021,non_scholarized_15_years_old_or_more_2020,main_residences_2020,housing_2020,jobs_at_workplace_2020,hotels_2024_sum,camping_sites_2024_sum,other_tourist_accommodations_2024_sum,latitude,longitude,passenger_growth_rate,attraction_density,city_size_category,Dubious,total_non_passengers_2022,total_non_passengers_2015,non_passenger_growth_rate,distance_to_paris,population_category,high_population
C,23183.0,12249.0,0,045,20,25,27,283127,197878,131560,148479,116206,51,19,3,47.298723,6.23304,0.8926442974936729,0.00025783482324186674,Large,Yes,0.0,0.0,0.0,338.0437237666434,"(0, 300000]",Low
C,60999.0,64733.0,0,019,12,37,24,522597,377061,244387,276078,214496,152,37,11,47.3541741,0.6675586,-0.057683098265181594,0.00038270407216267984,Large,No,0.0,0.0,0.0,208.7478167371097,"(300000, 600000]",High
B,197012.0,169757.0,0,318,11,36,24,19073,15564,9646,11802,8887,7,2,0,46.948763,1.985834,0.1605530257956962,0.00047187123158391443,Tiny,Yes,49253.0,42439.0,0.1605598623907255,214.82767777310053,"(0, 300000]",Low
C,7557.0,2202.0,0,101,20,24,75,113435,87239,54800,64193,48521,27,9,1,45.3460288,0.8611999,2.431880108991826,0.00032617798739366155,Medium,Yes,0.0,0.0,0.0,407.00134967857355,"(0, 300000]",Low
C,22571.0,19240.0,0,408,12,74,84,13486,10219,6267,20053,7850,59,13,21,45.8935639,6.796924,0.17312889812889812,0.00689604033812843,Tiny,Yes,0.0,0.0,0.0,471.27048995337924,"(0, 300000]",Low
C,870.0,1585.0,0,LUX,20,57,44,308550,231754,135159,149913,71507,18,5,1,49.3965538,6.2735503,-0.45110410094637227,7.778317938745747e-05,Large,No,0.0,0.0,0.0,292.6359000648053,"(300000, 600000]",High
C,95659.0,111711.0,0,079,12,42,84,141471,107741,65607,77175,51989,21,6,1,46.023984,4.086248,-0.14369220578098843,0.000197920421853242,Medium,No,0.0,0.0,0.0,342.4523415427028,"(0, 300000]",Low
A,6977129.0,6129661.0,1,015,11,76,28,709065,504460,323682,356637,276548,80,9,5,49.448764,1.094087,0.13825691176069932,0.00013256894642945288,Large,No,1328977.0,1167555.0,0.13825644188068228,110.95050199429227,"(600000, 900000]",High
B,125252.0,103948.0,0,001,20,77,11,13171056,9184054,5642167,6342502,6066757,2555,89,251,48.3326884,2.6924552,0.20494862816023396,0.00021980014358757567,Huge,No,0.0,0.0,0.0,64.98333868183347,"(12900000, 13200000]",High
C,31906.0,29522.0,0,022,20,63,84,508699,366558,239813,277449,212006,104,38,17,45.8335879,3.1431045,0.08075333649481742,0.0003125620455318371,Large,No,0.0,0.0,0.0,342.73021820562275,"(300000, 600000]",High
C,84156.0,44787.0,0,097,11,58,27,113918,88513,55126,68242,41810,32,6,2,47.0068974,3.1636746,0.8790273963426887,0.00035112976000280905,Medium,Yes,0.0,0.0,0.0,215.84617929821664,"(0, 300000]",Low
A,3784800.0,3557596.0,1,019,12,37,24,522597,377061,244387,276078,214496,152,37,11,47.386099,0.72355,0.06386447477453876,0.00038270407216267984,Large,No,946200.0,889399.0,0.06386447477453876,203.40816441952597,"(300000, 600000]",High
B,294375.0,229555.0,0,002,20,38,84,2308818,1598413,1010763,1122933,1056227,329,39,45,45.607645,5.21969,0.2823724161965542,0.0001788794092908146,Huge,Yes,73593.0,57389.0,0.2823537611737441,422.78476313684723,"(2100000, 2400000]",High
A,1540511.0,1183150.0,1,093,11,47,75,120716,90853,55943,66063,51562,24,5,1,44.208311,0.620932,0.3020420065080505,0.0002485171808211008,Medium,Yes,385128.0,295788.0,0.3020406507363382,534.2498779403429,"(0, 300000]",Low
C,53740.0,96983.0,0,008,20,44,52,1031953,714965,459881,501124,471335,115,19,40,47.25875274,-1.544928378,-0.4458822680263551,0.0001686123302127132,Huge,No,13435.0,24246.0,-0.4458879815227254,339.09663751354304,"(900000, 1200000]",High
C,3180.0,2275.0,0,037,20,30,76,350007,253001,154396,177580,122098,56,14,9,43.7583991,4.2683101,0.3978021978021978,0.00022570977151885533,Large,Yes,0.0,0.0,0.0,587.0793397550768,"(300000, 600000]",High
B,259468.0,171296.0,0,310,11,64,75,21729,16895,10094,11611,7774,5,0,0,43.484242,-0.76776,0.5147347281898002,0.00023010722996916563,Small,Yes,64868.0,42824.0,0.5147580795815431,644.2267948992031,"(0, 300000]",Low
C,17090.0,10342.0,0,040,20,84,93,339324,249199,151855,176154,132731,93,22,13,43.9296817,4.9568087,0.6524850125701025,0.0003772205915290401,Large,Yes,0.0,0.0,0.0,584.574680631667,"(300000, 600000]",High
C,14598.0,9671.0,0,140,20,17,75,66193,51446,30878,36894,26194,17,6,1,45.8944625,-0.7985436,0.5094612759797332,0.0003625761032133307,Medium,Yes,0.0,0.0,0.0,405.9158351627131,"(0, 300000]",Low
A,1286538.0,1694525.0,1,025,12,45,24,456452,325301,200690,226493,194138,84,13,7,47.926801,1.906629,-0.2407677667783007,0.0002278443297433246,Large,No,321635.0,423632.0,-0.24076793065679647,109.15289682450212,"(300000, 600000]",High
C,118263.0,100213.0,0,082,20,81,76,139305,105551,66431,76266,51243,27,12,3,44.048782,2.152401,0.18011635216987815,0.0003014967158393453,Medium,Yes,0.0,0.0,0.0,535.9031611637147,"(0, 300000]",Low
C,20269.0,19094.0,0,036,20,51,44,355889,249051,165083,186119,146028,73,5,6,49.3100006,3.7331444,0.06153765580810726,0.0002360286493822512,Large,No,0.0,0.0,0.0,113.22745488421485,"(300000, 600000]",High
B,245429.0,311046.0,0,005,12,31,76,1490640,1036295,684922,760724,668535,169,26,54,43.603734,1.334221,-0.21095593577798782,0.0001670423442279826,Huge,No,61357.0,77761.0,-0.21095407723666104,590.2201322455985,"(1200000, 1500000]",High
B,680366.0,658702.0,0,002,20,42,84,2308818,1598413,1010763,1122933,1056227,329,39,45,45.524324,4.606648,0.03288892397472605,0.0001788794092908146,Huge,No,170092.0,164675.0,0.03289509640200395,409.37540687207786,"(2100000, 2400000]",High
B,150580.0,196134.0,0,263,12,62,32,26632,20211,11473,12769,9092,2,1,0,50.61399,2.46277,-0.23225957763569804,0.00011264644037248422,Small,No,37645.0,49033.0,-0.23225174882222177,194.5158761763023,"(0, 300000]",Low
C,16743.0,50736.0,0,034,20,72,52,369998,269437,165151,185798,144359,58,11,4,48.0405657,0.4064237,-0.6699976348155157,0.00019729836377493934,Large,No,518.0,1569.0,-0.6698534098151689,169.20072080054018,"(300000, 600000]",High
B,140715.0,152857.0,0,001,20,60,32,13171056,9184054,5642167,6342502,6066757,2555,89,251,49.29866,2.5214,-0.07943371909693374,0.00021980014358757567,Huge,No,35179.0,38215.0,-0.07944524401413058,49.94997413330465,"(12900000, 13200000]",High
B,207613.0,40188.0,0,231,11,44,52,37126,28881,17283,34138,10751,15,33,5,47.1145616,-2.0975565,4.1660445904250025,0.0014275709745192049,Small,Yes,0.0,0.0,0.0,382.90036037611515,"(0, 300000]",Low
C,7790.0,4419.0,0,022,20,63,84,508699,366558,239813,277449,212006,104,38,17,45.983812,3.1605115,0.7628422720072414,0.0003125620455318371,Large,Yes,0.0,0.0,0.0,326.5371812619887,"(300000, 600000]",High
C,3917.0,2903.0,0,000,30,22,53,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,48.669204,-3.196269,0.3492938339648639,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,405.7676055494706,"(4200000, 4500000]",High
C,46314.0,44627.0,0,000,30,68,44,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,47.8899651,6.997519,0.037802227351155133,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,361.1258338520276,"(4200000, 4500000]",High
C,8480.0,234.0,0,000,30,30,76,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,43.6834141,4.2354236,35.23931623931624,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,594.5494956382672,"(4200000, 4500000]",High
B,340500.0,218345.0,0,013,11,35,53,771320,522114,341999,377043,347697,96,16,18,48.11918,-1.69107,0.5594586548810369,0.00016854223927812063,Large,Yes,85125.0,54587.0,0.5594372286441827,307.94405606251553,"(600000, 900000]",High
C,111254.0,47984.0,0,GEN,20,74,84,444368,316285,190841,229355,112826,98,19,18,46.0593442,6.3757533,1.318564521507169,0.0003038022539876859,Large,Yes,0.0,0.0,0.0,435.5313590188574,"(300000, 600000]",High
C,318.0,92.0,0,000,30,34,76,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,43.779707,3.1860831,2.4565217391304346,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,569.4112355561626,"(4200000, 4500000]",High
C,71967.0,61980.0,0,010,12,67,44,864993,617436,386250,431910,380457,204,20,28,48.5632897,7.6950455,0.1611326234269119,0.00029133183736747005,Large,Yes,0.0,0.0,0.0,394.7335196257824,"(600000, 900000]",High
B,291082.0,308697.0,0,020,20,54,44,508793,360647,239386,269448,206872,62,9,8,48.623275,6.343478,-0.057062426910530394,0.00015526943177284277,Large,No,72771.0,77174.0,-0.057052893461528496,295.24488482267077,"(300000, 600000]",High
C,16073.0,16038.0,0,174,20,21,27,49844,38654,22945,27771,24003,62,6,1,46.9690497,4.7954444,0.002182316997131812,0.0013843190755156087,Small,No,0.0,0.0,0.0,279.59214775487567,"(0, 300000]",Low
C,54.0,4.0,0,278,20,48,76,25491,18698,11812,17130,11409,23,18,3,44.4992638,3.4109786,12.5,0.001726099407634067,Small,Yes,0.0,0.0,0.0,492.5271544341812,"(0, 300000]",Low
B,226347.0,222919.0,0,004,20,62,32,1521660,1042779,655674,714534,628196,122,17,17,50.4278,3.05977,0.015377782961524141,0.0001025196167343559,Huge,No,56587.0,55730.0,0.01537771397810874,181.29562729717054,"(1500000, 1800000]",High
C,6750.0,14420.0,0,123,20,15,84,77440,61023,37124,48460,32319,40,30,2,44.8565391,2.2355043,-0.5319001386962552,0.0009297520661157025,Medium,No,0.0,0.0,0.0,445.9677970050099,"(0, 300000]",Low
C,37978.0,17177.0,0,000,30,56,53,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,47.7359877,-3.0860172,1.2109797985678523,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,420.00495793492644,"(4200000, 4500000]",High
C,120629.0,143493.0,0,023,11,42,84,500562,359465,223886,257625,192815,46,10,5,45.446976,4.385317,-0.15933878307652638,0.00012186302595882229,Large,No,30157.0,35873.0,-0.15933989351322722,410.6473241693356,"(300000, 600000]",High
B,278042.0,165515.0,0,013,20,35,53,771320,522114,341999,377043,347697,96,16,18,48.190241,-2.052675,0.6798598314352173,0.00016854223927812063,Large,Yes,69511.0,41379.0,0.6798617656299089,331.56998849051905,"(600000, 900000]",High
C,53452.0,64787.0,0,045,20,39,27,283127,197878,131560,148479,116206,51,19,3,47.1525633,5.7246607,-0.17495793909271923,0.00025783482324186674,Large,No,0.0,0.0,0.0,316.13504979672746,"(0, 300000]",Low
B,157761.0,172569.0,1,001,20,77,11,13171056,9184054,5642167,6342502,6066757,2555,89,251,48.859391,2.905748,-0.08580915459902995,0.00021980014358757567,Huge,No,0.0,0.0,0.0,41.88035772630438,"(12900000, 13200000]",High
C,115423.0,161199.0,0,003,20,13,93,1888788,1372344,849590,969271,758303,303,52,76,43.409655,5.253822,-0.28397198493787185,0.00022818865854717417,Huge,No,28856.0,40299.0,-0.2839524553959155,647.0417582735068,"(1800000, 2100000]",High
B,784419.0,518284.0,0,019,20,37,24,522597,377061,244387,276078,214496,152,37,11,47.42148,0.981299,0.5134926025113644,0.00038270407216267984,Large,Yes,196104.0,129572.0,0.5134751335165004,189.4308961193325,"(300000, 600000]",High
C,1337.0,943.0,0,023,20,42,84,500562,359465,223886,257625,192815,46,10,5,45.3948228,4.2610375,0.4178154825026511,0.00012186302595882229,Large,Yes,0.0,0.0,0.0,412.63973424513665,"(300000, 600000]",High
C,1186.0,847.0,0,408,12,74,84,13486,10219,6267,20053,7850,59,13,21,45.897096,6.7850134,0.4002361275088548,0.00689604033812843,Tiny,Yes,0.0,0.0,0.0,470.34885837193974,"(0, 300000]",Low
B,696465.0,588088.0,0,014,20,38,84,722904,509389,327884,386478,314066,122,48,27,45.434151,6.007917,0.18428704547618724,0.00027251197946061994,Large,Yes,7035.0,5940.0,0.18434343434343434,471.9909517014307,"(600000, 900000]",High
C,36166.0,36828.0,0,158,20,67,44,57074,43332,24955,28496,20944,18,5,1,48.3216345,7.4355565,-0.017975453459324428,0.00042050671058625646,Medium,No,0.0,0.0,0.0,380.0200739365839,"(0, 300000]",Low
B,324497.0,517026.0,0,003,20,13,93,1888788,1372344,849590,969271,758303,303,52,76,43.455992,5.463332,-0.37237779144569133,0.00022818865854717417,Huge,No,81124.0,129257.0,-0.37238215338434283,647.9894145328205,"(1800000, 2100000]",High
A,2616257.0,2123064.0,1,045,11,25,27,283127,197878,131560,148479,116206,51,19,3,47.247019,6.022003,0.23230246473964045,0.00025783482324186674,Large,Yes,258751.0,209973.0,0.23230605839798452,327.9550496752296,"(0, 300000]",Low
C,7299.0,15516.0,0,036,20,51,44,355889,249051,165083,186119,146028,73,5,6,49.1988,4.18364,-0.5295823665893271,0.0002360286493822512,Large,No,0.0,0.0,0.0,139.85214989729207,"(300000, 600000]",High
B,1367966.0,781951.0,0,GEN,12,74,84,444368,316285,190841,229355,112826,98,19,18,46.199222,6.23652,0.7494267543618462,0.0003038022539876859,Large,Yes,341991.0,195488.0,0.7494219594041578,416.83801872220306,"(300000, 600000]",High
C,66274.0,49159.0,0,000,30,47,75,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,44.2504383,0.3905059,0.34815598364490735,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,534.3138314307893,"(4200000, 4500000]",High
B,606309.0,468275.0,0,003,20,13,93,1888788,1372344,849590,969271,758303,303,52,76,43.199593,5.632647,0.294771234851316,0.00022818865854717417,Huge,Yes,25263.0,19511.0,0.29480805699349083,679.5037622871788,"(1800000, 2100000]",High
C,1595.0,12652.0,0,296,11,29,53,23026,18257,11053,15768,10232,18,9,2,48.6768402,-3.98731,-0.8739329750237117,0.0012594458438287153,Small,No,0.0,0.0,0.0,463.5499026293371,"(0, 300000]",Low
C,138563.0,61724.0,0,192,12,85,52,49535,39907,23488,48781,15054,11,63,11,46.696466,-1.941296,1.2448804354870067,0.0017159584132431613,Small,Yes,0.0,0.0,0.0,400.20334648120524,"(0, 300000]",Low
C,9246.0,3740.0,0,438,11,25,27,12128,8745,4873,5419,5644,1,0,0,47.1510452,6.3148621,1.472192513368984,8.245382585751979e-05,Tiny,Yes,0.0,0.0,0.0,352.2372919601575,"(0, 300000]",Low
C,108811.0,59068.0,0,444,11,44,52,10935,9595,5809,16107,3039,14,8,8,47.2825404,-2.4331446,0.8421311031353694,0.0027434842249657062,Tiny,Yes,0.0,0.0,0.0,395.42266558179006,"(0, 300000]",Low
C,28695.0,20887.0,0,028,20,21,27,414799,296478,196357,219324,179356,113,16,9,47.478542,5.1293074,0.3738210370086657,0.0003326912552826791,Large,Yes,0.0,0.0,0.0,258.4522550275163,"(300000, 600000]",High
C,100407.0,101184.0,0,370,11,58,27,14149,11708,7229,9127,4438,3,3,0,46.837362,3.467274,-0.007679079696394687,0.00042405823733126017,Tiny,No,0.0,0.0,0.0,240.98273999403847,"(0, 300000]",Low
B,263234.0,185564.0,0,002,12,69,84,2308818,1598413,1010763,1122933,1056227,329,39,45,45.62716,4.81806,0.41856179000237115,0.0001788794092908146,Huge,Yes,65809.0,46392.0,0.4185419899982756,406.0642308540073,"(2100000, 2400000]",High
C,144527.0,121625.0,0,171,11,61,28,51752,39898,23830,28553,19215,5,3,0,48.744785,-0.573216,0.18830010277492293,0.0001545833977430824,Medium,Yes,36132.0,30406.0,0.18831809511280667,213.27776341205856,"(0, 300000]",Low
B,2600290.0,2421516.0,0,001,20,60,32,13171056,9184054,5642167,6342502,6066757,2555,89,251,49.18724,2.45979,0.07382730487843153,0.00021980014358757567,Huge,No,288921.0,269058.0,0.07382423120665432,36.81919252494431,"(12900000, 13200000]",High
C,1369.0,1717.0,0,097,12,58,27,113918,88513,55126,68242,41810,32,6,2,47.0055213,3.1467144,-0.20267909143855561,0.00035112976000280905,Medium,No,0.0,0.0,0.0,215.63472857003765,"(0, 300000]",Low
B,586872.0,583871.0,0,001,12,78,11,13171056,9184054,5642167,6342502,6066757,2555,89,251,48.9747,2.04928,0.005139833970174919,0.00021980014358757567,Huge,No,0.0,0.0,0.0,23.980508841860058,"(12900000, 13200000]",High
C,9165.0,10803.0,0,038,20,59,32,337269,240084,142425,158629,112147,24,3,1,50.3102834,3.3434016,-0.15162454873646208,8.301978539385476e-05,Large,No,0.0,0.0,0.0,176.2595220962657,"(300000, 600000]",High
C,90710.0,69241.0,0,006,20,33,75,1393764,988605,641451,730509,601777,238,79,68,44.6489664,-0.3589057,0.3100619575107234,0.00027623040916539674,Huge,Yes,0.0,0.0,0.0,511.7837577465971,"(1200000, 1500000]",High
C,15546.0,7220.0,0,047,20,40,75,283664,217823,137195,177524,118138,165,56,35,43.5685809,-1.4571793,1.153185595567867,0.0009024761689886626,Large,Yes,0.0,0.0,0.0,657.1444100940544,"(0, 300000]",Low
C,36515.0,19655.0,0,084,20,71,27,138633,103871,61978,71571,57701,54,13,2,46.2461762,4.7840233,0.8577969982192827,0.0004977169937893575,Medium,Yes,0.0,0.0,0.0,344.52280073493307,"(0, 300000]",Low
C,581.0,285.0,0,000,30,66,76,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,42.442777,2.0290375,1.03859649122807,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,714.6937128166587,"(4200000, 4500000]",High
B,187359.0,166751.0,0,619,11,21,27,5020,4011,2409,3094,2050,1,2,1,47.543054,4.462602,0.12358546575432831,0.0007968127490039841,Tiny,No,46839.0,41687.0,0.12358768920766666,215.76456884681787,"(0, 300000]",Low
B,1107111.0,905764.0,1,066,11,85,52,172907,124509,75507,82847,79419,19,19,2,46.67212,-1.435621,0.2222952115562111,0.00023133823384825368,Medium,Yes,276778.0,226441.0,0.22229631559655716,372.5959802868292,"(0, 300000]",Low
B,266195.0,247054.0,0,033,20,57,44,375059,275543,169558,188088,162072,54,5,5,49.2155349,6.1588762,0.07747698883644871,0.00017063981933509127,Large,No,8233.0,7641.0,0.07747677005627536,281.4987147744298,"(300000, 600000]",High
B,228254.0,197756.0,0,015,20,76,28,709065,504460,323682,356637,276548,80,9,5,49.716044,1.098441,0.1542203523534052,0.00013256894642945288,Large,No,57064.0,49439.0,0.15423046582657415,130.15297905371136,"(600000, 900000]",High
C,117683.0,60721.0,0,002,20,69,84,2308818,1598413,1010763,1122933,1056227,329,39,45,45.6072601,4.796144,0.9380939049093394,0.0001788794092908146,Huge,Yes,0.0,0.0,0.0,407.28702610044917,"(2100000, 2400000]",High
B,1058564.0,878075.0,0,022,20,63,84,508699,366558,239813,277449,212006,104,38,17,45.889965,3.120498,0.20555077869202518,0.0003125620455318371,Large,Yes,172324.0,142942.0,0.20555190217011096,336.2536324830829,"(300000, 600000]",High
B,347570.0,354368.0,0,001,20,77,11,13171056,9184054,5642167,6342502,6066757,2555,89,251,48.733976,2.868099,-0.019183447715369333,0.00021980014358757567,Huge,No,0.0,0.0,0.0,41.854348919437605,"(12900000, 13200000]",High
C,10827.0,17261.0,0,015,12,76,28,709065,504460,323682,356637,276548,80,9,5,49.4129479,1.102362,-0.3727478129888187,0.00013256894642945288,Large,No,0.0,0.0,0.0,108.20384889717407,"(600000, 900000]",High
C,60439.0,74593.0,0,010,12,67,44,864993,617436,386250,431910,380457,204,20,28,48.6285976,7.7581387,-0.18974970841767994,0.00029133183736747005,Large,No,0.0,0.0,0.0,398.53805437697497,"(600000, 900000]",High
B,4842725.0,5757090.0,1,001,20,77,11,13171056,9184054,5642167,6342502,6066757,2555,89,251,48.628305,2.568935,-0.15882416290174375,0.00021980014358757567,Huge,No,0.0,0.0,0.0,31.63689623611728,"(12900000, 13200000]",High
C,51083.0,37822.0,0,004,20,59,32,1521660,1042779,655674,714534,628196,122,17,17,50.61845,3.2347796,0.3506160435725239,0.0001025196167343559,Huge,Yes,0.0,0.0,0.0,205.27289123257287,"(1500000, 1800000]",High
C,27675.0,21094.0,0,040,11,84,93,339324,249199,151855,176154,132731,93,22,13,43.932635,4.873943,0.3119844505546601,0.0003772205915290401,Large,Yes,0.0,0.0,0.0,582.1133001628971,"(300000, 600000]",High
C,45253.0,62376.0,0,378,11,62,32,14066,11040,6229,7611,4643,3,3,1,50.378286,2.0351881,-0.274512633063999,0.0004976539172472629,Tiny,No,0.0,0.0,0.0,169.45047489113844,"(0, 300000]",Low
C,39829.0,31888.0,0,051,20,17,75,247139,183029,117232,143490,94876,77,32,12,45.9930002,-1.0274305,0.24902784746613146,0.0004896030169256977,Large,Yes,0.0,0.0,0.0,407.36161628350555,"(0, 300000]",Low
B,722759.0,735649.0,0,002,20,69,84,2308818,1598413,1010763,1122933,1056227,329,39,45,45.833299,4.618319,-0.017521943209329448,0.0001788794092908146,Huge,No,180690.0,183913.0,-0.017524590431345254,378.639300587985,"(2100000, 2400000]",High
C,1614.0,4678.0,0,004,20,59,32,1521660,1042779,655674,714534,628196,122,17,17,50.5023744,3.2063499,-0.6549807610089782,0.0001025196167343559,Huge,No,0.0,0.0,0.0,192.4175247964957,"(1500000, 1800000]",High
B,175616.0,153845.0,0,000,30,24,75,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,45.034329,0.354071,0.14151256134421009,0.0013664948686700343,Tiny,No,43905.0,38461.0,0.14154598164374302,451.80151914777366,"(4200000, 4500000]",High
C,120635.0,118122.0,0,010,20,67,44,864993,617436,386250,431910,380457,204,20,28,48.6659659,7.7177824,0.02127461438174091,0.00029133183736747005,Large,No,30159.0,29530.0,0.02130037250253979,395.1851005910681,"(600000, 900000]",High
C,2160.0,2716.0,0,321,20,72,52,19360,14814,8522,10380,7553,5,2,1,48.1602933,-0.1995868,-0.20471281296023564,0.00041322314049586776,Tiny,No,0.0,0.0,0.0,202.4217964383243,"(0, 300000]",Low
B,142127.0,131362.0,0,000,30,67,44,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,48.9200646,7.3811114,0.08194911770527245,0.0013664948686700343,Tiny,No,35532.0,32841.0,0.08194025760482324,369.00531202283975,"(4200000, 4500000]",High
C,34558.0,59224.0,0,001,20,77,11,13171056,9184054,5642167,6342502,6066757,2555,89,251,48.4871358,2.7514043,-0.41648655950290425,0.00021980014358757567,Huge,No,0.0,0.0,0.0,52.18447773132997,"(12900000, 13200000]",High
C,19355.0,15433.0,0,158,20,67,44,57074,43332,24955,28496,20944,18,5,1,48.3099953,7.494471,0.2541307587636882,0.00042050671058625646,Medium,Yes,0.0,0.0,0.0,384.5445863689441,"(0, 300000]",Low
C,4551.0,12966.0,0,013,12,35,53,771320,522114,341999,377043,347697,96,16,18,48.0670983,-1.7142367,-0.6490050902360018,0.00016854223927812063,Large,No,0.0,0.0,0.0,311.3377632250421,"(600000, 900000]",High
B,158758.0,152120.0,0,000,30,67,44,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,48.4590026,7.2074902,0.04363660268209309,0.0013664948686700343,Tiny,No,39689.0,38030.0,0.04362345516697344,360.7674024460678,"(4200000, 4500000]",High
C,70521.0,29910.0,0,025,20,45,24,456452,325301,200690,226493,194138,84,13,7,47.9861553,1.8849813,1.3577733199598796,0.0002278443297433246,Large,Yes,0.0,0.0,0.0,103.34604456107435,"(300000, 600000]",High
C,127999.0,114014.0,0,010,20,67,44,864993,617436,386250,431910,380457,204,20,28,48.7659128,7.9478463,0.12266037504166155,0.00029133183736747005,Large,No,32000.0,28503.0,0.12268883977125215,411.1490282890165,"(600000, 900000]",High
C,9208.0,6896.0,0,000,30,46,76,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,44.8183562,1.6573487,0.3352668213457077,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,453.0728573681029,"(4200000, 4500000]",High
B,18934500.0,24191310.0,1,001,12,78,11,13171056,9184054,5642167,6342502,6066757,2555,89,251,48.7958264,2.1358827,-0.21730158474262037,0.00021980014358757567,Huge,No,0.0,0.0,0.0,16.460039225882362,"(12900000, 13200000]",High
C,112458.0,70977.0,0,019,20,37,24,522597,377061,244387,276078,214496,152,37,11,47.2663383,0.4475388,0.5844287586119448,0.00038270407216267984,Large,Yes,0.0,0.0,0.0,226.48383255618663,"(300000, 600000]",High
C,34792.0,23481.0,0,020,20,54,44,508793,360647,239386,269448,206872,62,9,8,48.6147666,6.1078904,0.4817086154763426,0.00015526943177284277,Large,Yes,0.0,0.0,0.0,278.1706627283966,"(300000, 600000]",High
C,158552.0,154573.0,0,152,11,16,75,58629,46151,27850,32209,28581,17,3,0,45.684682,-0.326112,0.025741882476241,0.0003411281106619591,Medium,No,39638.0,38644.0,0.025721974950833247,406.68531888004514,"(0, 300000]",Low
B,15852935.0,13827319.0,1,001,12,78,11,13171056,9184054,5642167,6342502,6066757,2555,89,251,48.9199636,2.1850828,0.14649376354158025,0.00021980014358757567,Huge,No,0.0,0.0,0.0,12.352518177150808,"(12900000, 13200000]",High
B,433350.0,335530.0,1,344,11,73,84,17203,13269,8033,33351,9658,38,8,77,45.619036,6.771273,0.29153875957440467,0.007149915712375748,Tiny,Yes,108338.0,83882.0,0.2915524188741327,492.4211438230714,"(0, 300000]",Low
C,55668.0,39666.0,0,272,11,29,53,25723,19111,11568,15457,10552,4,11,2,48.2016033,-4.094308,0.40341854484949324,0.0006608871438012673,Small,Yes,0.0,0.0,0.0,478.86194789564934,"(0, 300000]",Low
C,5302.0,1292.0,0,073,11,62,32,144425,105600,62386,70281,50133,28,35,6,50.945371,1.8983301,3.1037151702786376,0.0004777566210836074,Medium,Yes,0.0,0.0,0.0,233.23000171282666,"(0, 300000]",Low
C,11242.0,14579.0,0,079,20,42,84,141471,107741,65607,77175,51989,21,6,1,45.8857125,4.125231,-0.22889087043007064,0.000197920421853242,Medium,No,0.0,0.0,0.0,357.84998462648684,"(0, 300000]",Low
B,188299.0,101953.0,0,GEN,20,74,84,444368,316285,190841,229355,112826,98,19,18,46.270046,6.366246,0.8469196590585858,0.0003038022539876859,Large,Yes,47075.0,25489.0,0.8468751226019067,418.11445183653285,"(300000, 600000]",High
C,56264.0,40878.0,0,035,20,80,32,353124,249601,159221,179067,136577,43,22,5,49.8532165,2.5819031,0.3763882773129801,0.00019823064985670757,Large,Yes,0.0,0.0,0.0,111.1663778115152,"(300000, 600000]",High
C,282.0,1025.0,0,019,20,37,24,522597,377061,244387,276078,214496,152,37,11,47.3710109,0.5969502,-0.7248780487804878,0.00038270407216267984,Large,No,0.0,0.0,0.0,210.39907346077572,"(300000, 600000]",High
C,98781.0,112884.0,0,010,20,67,44,864993,617436,386250,431910,380457,204,20,28,48.5076495,7.2700936,-0.12493356011480812,0.00029133183736747005,Large,No,24696.0,28221.0,-0.12490698416073137,364.5219652128992,"(600000, 900000]",High
A,2692269.0,1886734.0,1,051,11,17,75,247139,183029,117232,143490,94876,77,32,12,46.15269,-1.145305,0.4269467768111456,0.0004896030169256977,Large,Yes,715667.0,501536.0,0.4269504083455624,399.08163898920236,"(0, 300000]",Low
B,686225.0,233101.0,0,LUX,13,57,44,308550,231754,135159,149913,71507,18,5,1,49.3032605,6.1567735,1.9438955645835925,7.778317938745747e-05,Large,Yes,14005.0,4757.0,1.9440824048770233,282.613554968342,"(300000, 600000]",High
C,2055.0,1478.0,0,069,20,62,32,159616,116226,70376,76659,69617,21,4,0,50.2104665,2.771855,0.39039242219215153,0.00015662590216519647,Medium,Yes,0.0,0.0,0.0,152.73664410056932,"(0, 300000]",Low
