Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Population municipale 2021;Nb de pers. non scolarisées de 15 ans ou + 2020;Résidences principales 2020;Logements 2020;Nb d'emplois au lieu de travail (LT) 2020;Nb étab. actifs employeurs au 31/12 2021;Nb d'hôtels 2024;Nb de chambres dans les hôtels 2024;Nb de terrains de camping 2024;Nb d'emplacements de camping 2024;Nb d'autres hébergements collectifs de tourisme 2024
03293;Urçay;291;252;163;251;46;7;0;0;1;32;0
03294;Ussel-d'Allier;170;136;81;125;17;0;0;0;0;0;0
03295;Valignat;69;60;37;59;3;1;0;0;0;0;0
03296;Valigny;371;311;189;303;46;4;1;6;0;0;0
03297;Vallon-en-Sully;1491;1277;744;935;413;59;1;6;1;50;0
03298;Varennes-sur-Allier;3609;2969;1771;2141;1547;154;1;23;0;0;0
03299;Varennes-sur-Tèche;223;180;105;158;31;4;0;0;0;0;0
03300;Vaumas;535;408;235;319;95;14;0;0;0;0;0
03301;Vaux;1164;860;478;540;109;10;0;0;0;0;0
03302;Veauce;38;29;19;47;6;2;0;0;0;0;0
03303;Venas;230;169;96;139;38;8;0;0;0;0;0
03304;Vendat;2254;1797;985;1071;188;22;0;0;0;0;0
03305;Verneix;581;457;256;303;91;15;0;0;0;0;0
03306;Le Vernet;1913;1472;783;864;251;48;0;0;0;0;0
03307;Verneuil-en-Bourbonnais;234;189;111;156;23;6;0;0;0;0;0
03308;Vernusse;150;121;73;117;17;2;0;0;0;0;0
03309;Le Veurdre;464;372;236;364;82;13;1;45;1;21;0
03310;Vichy;25789;20338;15535;22182;12121;1263;23;972;0;0;1
03311;Vicq;293;235;139;232;47;7;0;0;0;0;0
03312;Vieure;273;205;116;197;51;11;0;0;1;65;0
03313;Le Vilhain;273;223;127;186;51;9;0;0;0;0;0
03314;Villebret;1331;1005;546;596;118;19;0;0;0;0;0
03315;Villefranche-d'Allier;1268;993;595;722;1072;32;0;0;0;0;0
03316;Villeneuve-sur-Allier;1051;790;439;508;138;22;0;0;0;0;0
03317;Viplaix;292;240;152;297;62;9;0;0;0;0;0
03319;Voussac;491;387;222;342;49;10;0;0;1;15;0
03320;Ygrande;777;618;376;510;206;25;1;19;0;0;0
03321;Yzeure;12598;9959;5987;6752;6394;371;1;62;0;0;1
04001;Aiglun;1413;1120;540;596;544;51;0;0;0;0;0
04004;Allemagne-en-Provence;541;440;270;508;179;20;1;9;0;0;1
04005;Allons;123;112;69;175;15;5;0;0;0;0;0
04006;Allos;820;652;390;5547;611;119;9;146;0;0;6
04007;Angles;69;58;35;77;6;4;0;0;0;0;0
04008;Annot;1017;814;537;966;458;49;1;16;1;65;1
04009;Archail;14;12;7;29;1;1;0;0;0;0;0
04012;Aubenas-les-Alpes;88;71;42;60;26;3;0;0;0;0;0
04013;Aubignosc;614;469;274;316;106;28;1;9;0;0;0
04016;Authon;61;57;33;64;24;3;0;0;0;0;0
04017;Auzet;102;77;47;144;23;3;0;0;0;0;0
04018;Banon;1065;870;506;737;429;45;0;0;1;111;0
04019;Barcelonnette;2539;2023;1401;3493;1467;212;5;97;2;137;2
04020;Barles;131;102;62;127;22;9;0;0;0;0;0
04021;Barras;146;105;62;83;20;5;0;0;0;0;0
04022;Barrême;405;331;211;412;125;19;1;5;1;130;0
04023;Bayons;197;163;95;306;31;7;0;0;0;0;0
04024;Beaujeu;124;102;66;116;17;3;0;0;0;0;0
04025;Beauvezer;389;319;201;737;58;20;2;20;1;185;0
04026;Bellaffaire;151;119;73;127;16;4;0;0;0;0;0
04027;Bevons;255;186;105;122;63;5;0;0;0;0;0
04028;Beynes;121;103;74;109;19;5;0;0;1;100;0
04030;Blieux;54;49;34;92;14;6;0;0;0;0;0
04031;Bras-d'Asse;546;430;269;397;80;17;1;5;0;0;0
04032;Braux;128;115;76;276;12;3;0;0;0;0;0
04033;Ubaye-Serre-Ponçon;788;583;316;727;219;40;0;0;2;362;1
04034;La Brillanne;1109;784;468;542;332;42;0;0;0;0;0
04035;Brunet;287;223;128;203;45;6;0;0;0;0;0
04036;Le Brusquet;968;739;437;534;81;13;0;0;0;0;0
04037;Le Caire;74;69;36;72;37;5;0;0;0;0;0
04039;Castellane;1456;1208;715;1668;710;143;6;121;14;1788;2
04040;Le Castellard-Mélan;61;49;31;71;22;2;0;0;0;0;0
04041;Le Castellet;301;233;135;193;24;6;0;0;0;0;0
04042;Castellet-lès-Sausses;138;118;77;199;19;7;0;0;0;0;0
04043;Val-de-Chalvagne;84;69;44;140;11;1;0;0;0;0;0
04045;Céreste-en-Luberon;1194;959;581;958;233;47;1;12;1;25;1
04046;Le Chaffaut-Saint-Jurson;691;512;315;380;213;27;0;0;0;0;0
04047;Champtercier;821;680;332;394;159;24;0;0;0;0;0
04049;Château-Arnoux-Saint-Auban;5082;3988;2552;2897;2219;194;3;44;0;0;0
04050;Châteaufort;25;25;11;30;10;3;0;0;0;0;0
04051;Châteauneuf-Miravail;74;58;31;66;16;3;0;0;0;0;0
04053;Châteauneuf-Val-Saint-Donat;516;403;233;290;49;12;0;0;0;0;0
04054;Châteauredon;71;65;36;51;5;3;0;0;0;0;0
04055;Chaudon-Norante;185;145;82;142;20;3;0;0;0;0;0
04057;Clamensane;178;137;86;162;28;5;0;0;1;78;0
04058;Claret;288;206;119;154;52;15;0;0;0;0;0
04059;Clumanc;221;171;110;256;46;9;0;0;0;0;0
04061;Colmars;513;412;258;813;163;34;1;13;1;25;0
04062;La Condamine-Châtelard;154;122;81;309;42;13;1;28;1;40;0
04063;Corbières-en-Provence;1254;886;537;646;160;35;0;0;0;0;0
04065;Cruis;636;532;324;469;85;12;1;9;0;0;0
04066;Curbans;581;423;233;282;69;12;0;0;0;0;0
04067;Curel;52;50;26;42;8;3;0;0;0;0;0
04068;Dauphin;838;665;383;515;75;10;0;0;1;120;0
04069;Demandolx;119;111;72;130;20;6;0;0;0;0;0
04070;Digne-les-Bains;17192;12808;8896;10811;9194;692;9;281;2;249;0
04072;Draix;112;80;43;62;13;4;0;0;0;0;0
04073;Enchastrayes;396;337;208;2182;218;42;4;81;1;78;2
04074;Entrages;100;86;56;101;13;2;0;0;0;0;0
04075;Entrepierres;396;314;184;293;42;10;0;0;0;0;0
04076;Entrevaux;801;689;405;770;215;33;1;8;1;89;0
04077;Entrevennes;170;134;84;167;39;5;0;0;0;0;0
04079;L'Escale;1377;1072;658;769;129;26;0;0;0;0;0
04081;Esparron-de-Verdon;386;338;212;662;97;23;0;0;6;382;0
04084;Estoublon;483;406;246;412;50;7;0;0;0;0;0
04085;Faucon-du-Caire;61;43;25;41;8;1;0;0;0;0;0
04086;Faucon-de-Barcelonnette;293;244;133;270;47;11;0;0;0;0;0
04087;Fontienne;133;116;69;107;15;1;0;0;0;0;0
04088;Forcalquier;5118;4009;2422;3132;2291;298;4;78;2;138;1
04090;Le Fugeret;205;176;112;244;23;3;0;0;0;0;0
04091;Ganagobie;91;78;41;42;22;4;0;0;0;0;0
04092;La Garde;124;103;63;147;23;5;1;8;1;187;0
04093;Gigors;59;49;28;69;5;0;0;0;1;30;0
04094;Gréoux-les-Bains;2939;2177;1364;4227;1015;169;10;365;4;942;11
04095;L'Hospitalet;93;76;50;87;54;2;0;0;0;0;0
04096;Jausiers;1140;887;499;1329;269;52;3;52;1;36;1
04097;La Javie;372;283;176;287;55;14;1;9;1;26;0
04099;Lambruisse;83;82;54;146;13;6;0;0;0;0;0
04101;Lardiers;134;112;70;132;14;2;0;0;0;0;0
04102;Le Lauzet-Ubaye;195;159;117;339;66;10;2;102;2;81;0
04104;Limans;389;306;131;270;65;9;0;0;1;163;0
04106;Lurs;376;321;206;339;73;21;0;0;0;0;0
04107;Majastres;5;4;3;24;0;2;0;0;0;0;0
04108;Malijai;2002;1507;838;996;389;43;0;0;0;0;0
04109;Mallefougasse-Augès;324;273;148;217;33;11;0;0;1;30;0
04110;Mallemoisson;984;801;473;542;119;28;1;28;0;0;0
04111;Mane;1369;1074;633;835;511;56;2;55;0;0;0
04112;Manosque;22926;17346;11072;13043;13399;1323;11;355;1;111;1
04113;Marcoux;454;364;226;298;39;10;0;0;0;0;0
04115;Méailles;118;105;70;264;16;6;0;0;0;0;0
04116;Les Mées;3884;2874;1709;2124;1048;121;0;0;2;93;0
04118;Melve;123;103;59;79;23;5;0;0;0;0;0
04120;Val d'Oronaye;108;97;53;181;49;10;0;0;1;55;0
04121;Mézel;625;491;313;472;72;13;1;7;0;0;0
04122;Mirabeau;509;397;236;308;60;10;0;0;0;0;0
04123;Mison;1111;899;533;711;267;49;0;0;0;0;0
04124;Montagnac-Montpezat;408;336;204;485;60;22;0;0;1;289;1
04126;Montclar;399;330;202;1117;206;36;3;95;1;149;1
04127;Montfort;329;262;153;190;61;6;0;0;0;0;0
04128;Montfuron;225;172;92;139;36;7;0;0;0;0;0
04129;Montjustin;59;52;30;48;12;7;0;0;0;0;0
04130;Montlaux;213;161;90;163;30;3;0;0;0;0;0
04132;Montsalier;159;127;77;130;18;7;0;0;0;0;0
04133;Moriez;238;195;121;254;44;6;0;0;0;0;0
04134;La Motte-du-Caire;549;453;290;450;194;21;0;0;2;68;0
04135;Moustiers-Sainte-Marie;706;590;350;617;448;128;9;135;8;759;0
04136;La Mure-Argens;321;256;160;377;64;11;0;0;1;59;0
04137;Nibles;49;40;25;36;7;1;0;0;0;0;0
04138;Niozelles;281;209;124;222;59;16;1;18;1;133;1
04139;Noyers-sur-Jabron;524;396;237;336;82;16;0;0;0;0;0
04140;Les Omergues;128;104;58;135;18;4;1;10;0;0;0
04141;Ongles;361;295;183;296;60;6;0;0;0;0;0
04142;Oppedette;47;46;32;82;20;5;0;0;0;0;0
04143;Oraison;5981;4677;2789;3225;1608;193;1;30;1;63;0
04144;La Palud-sur-Verdon;352;290;182;355;125;28;5;93;3;152;1
04145;Peipin;1480;1169;648;760;569;76;1;11;0;0;0
04148;Peyroules;248;202;131;328;23;5;0;0;0;0;0
04149;Peyruis;2804;2136;1257;1481;969;108;1;20;0;0;0
04150;Piégut;208;138;82;113;42;7;0;0;0;0;0
04151;Pierrerue;525;425;254;364;89;13;0;0;0;0;0
04152;Pierrevert;3941;2997;1744;2027;421;87;0;0;0;0;0
04154;Pontis;95;81;55;165;24;4;0;0;1;85;0
04155;Prads-Haute-Bléone;175;154;104;325;40;14;0;0;1;33;0
04156;Puimichel;262;212;129;244;43;7;0;0;0;0;0
04157;Puimoisson;673;578;331;545;180;32;0;0;0;0;0
04158;Quinson;408;340;219;518;143;23;1;13;1;260;0
04159;Redortiers;86;76;45;92;28;4;0;0;0;0;0
04160;Reillanne;1713;1295;811;1089;332;54;0;0;1;108;0
04161;Méolans-Revel;323;262;158;445;121;26;0;0;3;517;1
04162;Revest-des-Brousses;261;198;123;226;70;15;0;0;0;0;0
04163;Revest-du-Bion;498;427;263;444;321;22;0;0;1;20;0
04164;Revest-Saint-Martin;85;78;43;89;18;3;0;0;0;0;0
04166;Riez;1643;1399;848;1398;690;107;1;30;1;78;0
04167;La Robine-sur-Galabre;282;244;154;204;37;5;0;0;0;0;0
04169;La Rochegiron;107;88;54;96;11;6;0;0;0;0;0
04170;La Rochette;72;64;37;89;14;3;0;0;0;0;0
04171;Rougon;121;101;58;157;30;7;1;13;1;88;0
04172;Roumoules;735;591;355;548;122;24;0;0;0;0;0
04173;Saint-André-les-Alpes;1023;830;504;841;543;76;2;28;1;200;0
04174;Saint-Benoît;159;123;79;173;17;6;0;0;0;0;0
04175;Sainte-Croix-à-Lauze;88;74;41;73;17;6;0;0;0;0;0
04176;Sainte-Croix-du-Verdon;115;102;67;304;52;19;1;8;4;266;0
04177;Hautes-Duyes;48;36;24;35;9;2;0;0;0;0;0
04178;Saint-Étienne-les-Orgues;1305;1075;695;1056;256;39;1;30;0;0;0
04179;Saint-Geniez;107;94;55;125;37;9;0;0;0;0;0
04180;Saint-Jacques;76;59;38;64;6;2;0;0;0;0;0
04181;Saint-Jeannet;47;42;32;48;8;2;0;0;0;0;0
04182;Saint-Julien-d'Asse;221;185;99;419;26;3;0;0;0;0;0
04183;Saint-Julien-du-Verdon;165;124;76;170;23;6;1;17;1;45;0
04184;Saint-Jurs;135;122;77;175;26;5;0;0;1;25;0
04186;Saint-Laurent-du-Verdon;92;88;54;127;23;7;1;10;1;258;1
04187;Saint-Lions;39;37;25;56;13;3;0;0;0;0;0
04188;Saint-Maime;885;652;378;474;101;20;0;0;1;101;0
04189;Saint-Martin-de-Brômes;630;509;301;512;60;17;1;7;1;20;0
04190;Saint-Martin-les-Eaux;125;101;58;75;40;8;0;0;0;0;0
04191;Saint-Martin-lès-Seyne;10;12;9;31;1;2;0;0;0;0;0
04192;Saint-Michel-l'Observatoire;1226;988;598;825;207;34;1;11;1;31;0
04193;Saint-Paul-sur-Ubaye;176;156;93;391;61;27;0;0;1;89;0
04194;Saint-Pierre;96;79;48;108;15;2;0;0;0;0;0
04195;Saint-Pons;604;479;286;564;214;39;0;0;0;0;1
04197;Sainte-Tulle;3489;2676;1537;1790;1015;107;1;79;0;0;0
04199;Saint-Vincent-sur-Jabron;169;144;87;170;65;12;0;0;0;0;0
04200;Salignac;679;489;280;350;73;14;0;0;1;109;0
04201;Saumane;119;102;66;144;13;5;0;0;0;0;0
04202;Sausses;131;108;73;135;9;1;0;0;0;0;0
04203;Selonnet;466;384;231;828;129;32;3;54;1;33;1
04204;Senez;158;135;88;172;17;7;0;0;1;25;0
04205;Seyne;1366;1103;650;1933;549;85;1;18;2;200;1
04206;Sigonce;422;326;207;351;48;12;0;0;0;0;1
04207;Sigoyer;98;87;48;73;17;5;0;0;0;0;0
04208;Simiane-la-Rotonde;607;505;303;544;174;35;0;0;1;27;0
04209;Sisteron;7699;5782;3757;4589;4624;457;7;218;1;144;0
04210;Soleilhas;86;70;47;253;16;3;1;5;0;0;0
04211;Sourribes;179;137;89;117;10;4;0;0;0;0;0
04214;Tartonne;127;105;67;130;28;9;0;0;0;0;0
04216;Thèze;243;178;110;168;39;5;0;0;0;0;0
04217;Thoard;733;597;329;445;172;28;0;0;1;24;0
04218;Thorame-Basse;216;170;109;440;66;16;0;0;1;60;0
04219;Thorame-Haute;246;195;125;500;72;22;1;10;0;0;0
04220;Les Thuiles;369;293;167;371;54;12;0;0;1;150;0
04222;Turriers;344;307;127;237;179;14;0;0;0;0;0
04224;Ubraye;99;95;60;162;17;5;0;0;0;0;0
04226;Uvernet-Fours;532;449;258;3909;478;90;8;268;0;0;3
04227;Vachères;303;253;149;305;49;5;0;0;0;0;0
04228;Valavoire;38;31;18;46;5;3;0;0;0;0;0
04229;Valbelle;237;188;116;190;24;2;0;0;0;0;0
04230;Valensole;3155;2507;1505;2118;734;126;0;0;3;306;0
04231;Valernes;241;192;107;165;44;7;0;0;0;0;0
04233;Vaumeilh;267;226;126;191;74;16;1;9;0;0;0
04234;Venterol;227;175;111;188;36;7;0;0;0;0;0
04235;Verdaches;61;57;35;114;10;2;0;0;0;0;0
04236;Vergons;111;96;53;170;10;3;0;0;0;0;0
04237;Le Vernet;125;99;58;311;21;6;1;12;1;114;0
04240;Villars-Colmars;252;203;133;579;51;17;1;13;1;106;0
04241;Villemus;193;138;85;124;25;4;0;0;0;0;0
04242;Villeneuve;4355;3172;1767;1950;651;94;0;0;0;0;0
04244;Volonne;1638;1323;811;1030;215;44;0;0;1;395;0
04245;Volx;3219;2452;1439;1675;782;104;0;0;1;52;0
05001;Abriès-Ristolas;382;308;198;908;155;42;2;18;2;94;2
05003;Aiguilles;377;324;166;576;301;26;2;28;2;164;0
05004;Ancelle;913;731;439;1810;345;62;2;40;2;193;0
05006;L'Argentière-la-Bessée;2267;1723;1033;1386;1011;110;3;28;1;150;0
05007;Arvieux;348;283;191;797;162;39;1;23;1;69;2
05008;Aspremont;366;289;165;301;43;9;0;0;0;0;0
05009;Aspres-lès-Corps;95;86;53;134;25;12;0;0;0;0;0
05010;Aspres-sur-Buëch;806;649;396;635;176;25;0;0;1;43;0
05011;Avançon;418;318;178;228;48;11;0;0;0;0;0
05012;Baratier;631;485;292;604;272;60;1;23;4;678;1
05013;Barcillonnette;131;102;63;107;20;4;0;0;0;0;0
05014;Barret-sur-Méouge;187;146;99;181;34;5;1;6;1;106;0
05016;La Bâtie-Montsaléon;273;198;128;204;41;12;0;0;0;0;0
05017;La Bâtie-Neuve;2595;1827;1066;1235;524;65;0;0;0;0;0
05018;La Bâtie-Vieille;327;248;140;175;23;10;0;0;0;0;0
05019;La Beaume;150;130;80;200;20;4;0;0;0;0;0
05021;Le Bersac;140;129;76;108;29;7;0;0;0;0;0
05022;Bréziers;242;183;109;165;39;5;0;0;0;0;0
05023;Briançon;10561;8223;5228;9560;6232;592;12;375;1;252;4
05024;Valdoule;213;193;108;273;35;6;0;0;0;0;0
05025;Buissard;202;158;89;129;44;4;0;0;0;0;0
05026;Ceillac;277;235;147;783;153;40;1;21;2;162;1
05027;Cervières;193;148;94;368;39;11;0;0;0;0;0
05028;Chabestan;171;127;79;112;30;7;0;0;0;0;0
05029;Chabottes;934;696;410;677;235;45;0;0;2;85;0
05031;Champcella;182;150;86;212;22;3;0;0;0;0;0
05032;Champoléon;135;102;61;163;16;10;1;10;0;0;0
05033;Chanousse;40;38;24;54;3;2;0;0;0;0;0
05035;Châteauneuf-d'Oze;30;24;16;40;5;1;0;0;0;0;0
05036;Châteauroux-les-Alpes;1212;904;545;909;189;42;0;0;4;483;0
05037;Châteauvieux;528;396;211;262;151;35;0;0;0;0;0
05038;Château-Ville-Vieille;306;250;152;483;162;39;1;21;0;0;0
05039;Aubessagne;730;548;324;580;122;17;2;18;0;0;0
05040;Chorges;3065;2440;1488;2335;887;141;1;42;5;361;4
05044;Crévoux;123;96;60;238;53;18;1;14;0;0;0
05045;Crots;1136;839;476;853;187;52;1;43;2;354;0
05046;Embrun;6404;5209;3347;5732;2850;345;4;114;7;905;0
05047;Éourres;130;91;60;95;38;10;0;0;0;0;0
05048;L'Épine;202;155;101;216;26;7;0;0;0;0;0
05049;Esparron;58;49;30;43;8;4;0;0;0;0;0
05050;Espinasses;807;606;331;520;179;19;1;12;0;0;0
05051;Étoile-Saint-Cyrice;26;26;19;41;6;1;0;0;0;0;0
05052;Eygliers;795;624;372;586;237;47;3;52;1;179;0
05053;Garde-Colombe;522;439;275;430;106;22;1;5;1;110;1
05054;La Fare-en-Champsaur;463;366;177;261;210;24;0;0;0;0;0
05055;La Faurie;307;249;146;291;36;12;0;0;1;59;0
05056;Forest-Saint-Julien;334;237;140;219;75;21;0;0;0;0;0
05057;Fouillouse;263;203;116;146;27;8;0;0;0;0;0
05058;Freissinières;197;166;102;305;30;16;1;11;1;159;0
05059;La Freissinouse;944;655;378;436;116;24;1;45;1;33;0
05060;Furmeyer;181;154;83;123;16;2;0;0;0;0;0
05061;Gap;40500;30915;20082;22722;21680;1948;15;587;2;265;1
05062;Le Glaizil;171;141;81;173;25;6;0;0;0;0;0
05063;La Grave;477;375;242;1016;267;53;3;58;2;100;2
05064;La Chapelle-en-Valgaudémar;104;90;61;219;49;17;2;32;3;105;0
05065;Guillestre;2292;1810;1122;2075;1038;140;1;27;4;426;3
05066;La Haute-Beaume;8;8;7;12;0;1;0;0;1;90;0
05068;Jarjayes;465;326;179;223;83;15;0;0;0;0;0
05070;Laragne-Montéglin;3585;2935;1753;2225;1662;151;1;15;1;100;0
05071;Lardier-et-Valença;351;268;157;190;97;22;0;0;0;0;0
05072;Laye;243;192;124;384;53;16;0;0;0;0;0
05073;Lazer;339;282;164;209;113;17;0;0;0;0;0
05074;Lettret;203;153;85;103;29;9;0;0;0;0;0
05075;Manteyer;475;340;207;343;33;6;0;0;1;160;0
05076;Méreuil;98;70;38;76;23;5;0;0;0;0;0
05077;Molines-en-Queyras;304;255;164;870;147;27;4;67;1;25;0
05078;Monêtier-Allemont;290;214;123;171;74;19;0;0;0;0;0
05079;Le Monêtier-les-Bains;1013;834;507;2468;589;99;8;158;1;77;4
05080;Montbrand;69;56;36;79;20;7;0;0;0;0;0
05081;Montclus;48;39;27;55;7;1;0;0;0;0;0
05082;Mont-Dauphin;171;123;84;182;50;14;1;13;0;0;1
05084;Montgardin;478;376;196;237;97;17;0;0;0;0;0
05085;Montgenèvre;457;354;224;2774;550;84;5;117;1;165;7
05086;Montjay;104;82;52;143;7;4;0;0;0;0;0
05087;Montmaur;536;410;255;361;79;23;0;0;1;61;0
05089;Montrond;90;57;41;51;6;2;0;0;0;0;0
05090;La Motte-en-Champsaur;209;165;99;215;21;7;0;0;0;0;0
05091;Moydans;39;37;25;45;8;2;0;0;0;0;0
05092;Neffes;791;608;334;401;106;28;0;0;2;228;0
05093;Névache;359;264;161;819;144;34;2;33;0;0;0
05094;Nossage-et-Bénévent;12;10;8;15;5;0;0;0;0;0;0
05095;Le Noyer;306;246;148;286;27;7;0;0;0;0;0
05096;Orcières;683;544;327;3884;622;129;3;66;1;25;6
05097;Orpierre;331;300;172;364;107;16;0;0;1;149;1
05098;Les Orres;519;451;277;3353;578;104;5;153;0;0;8
05099;Oze;102;81;46;84;9;3;0;0;0;0;0
05100;Pelleautier;815;594;353;395;91;23;0;0;0;0;0
05101;Vallouise-Pelvoux;1132;907;564;2208;323;86;5;88;4;360;2
05102;La Piarre;87;69;45;97;12;1;0;0;0;0;0
05103;Le Poët;785;665;387;485;147;21;0;0;0;0;0
05104;Poligny;337;265;159;304;42;7;0;0;0;0;0
05106;Prunières;306;254;152;330;35;15;0;0;2;340;0
05107;Puy-Saint-André;465;343;202;328;102;17;0;0;0;0;0
05108;Puy-Saint-Eusèbe;185;145;80;163;23;10;0;0;0;0;0
05109;Puy-Saint-Pierre;516;394;239;391;42;10;1;11;0;0;0
05110;Puy-Saint-Vincent;280;223;137;2934;370;67;2;49;1;45;3
05111;Puy-Sanières;274;221;137;228;34;10;0;0;0;0;1
05112;Rabou;89;77;46;81;14;4;0;0;0;0;0
05113;Rambaud;391;281;160;191;39;7;0;0;0;0;0
05114;Réallon;246;211;126;658;104;22;0;0;1;50;1
05115;Remollon;463;349;221;313;97;14;0;0;0;0;0
05116;Réotier;211;170;102;230;25;7;0;0;1;80;0
05117;Ribeyret;111;90;56;94;19;4;0;0;0;0;0
05118;Val Buëch-Méouge;1319;1076;662;961;321;51;0;0;1;44;0
05119;Risoul;660;545;319;4154;493;120;5;118;0;0;4
05121;Rochebrune;188;138;89;149;26;9;0;0;2;142;0
05122;La Roche-de-Rame;867;667;394;585;139;29;0;0;1;48;0
05123;La Roche-des-Arnauds;1626;1153;675;853;314;55;0;0;1;142;0
05124;La Rochette;475;339;197;222;120;24;0;0;0;0;0
05126;Rosans;480;397;214;389;233;23;0;0;3;141;0
05127;Rousset;172;156;92;179;47;15;0;0;1;201;0
05128;Saint-André-d'Embrun;702;542;311;534;98;23;0;0;0;0;0
05129;Saint-André-de-Rosans;156;142;85;164;34;6;0;0;0;0;0
05130;Saint-Apollinaire;201;159;90;241;19;4;0;0;1;68;0
05131;Saint-Auban-d'Oze;76;65;37;68;10;7;0;0;0;0;0
05132;Saint-Bonnet-en-Champsaur;2080;1545;965;1516;755;88;2;34;1;47;1
05133;Saint-Chaffrey;1515;1244;709;3607;796;110;3;111;0;0;5
05134;Saint-Clément-sur-Durance;322;259;148;259;35;19;0;0;1;103;0
05135;Sainte-Colombe;59;52;30;65;6;4;1;18;1;30;0
05136;Saint-Crépin;724;557;331;632;258;40;0;0;2;160;1
05139;Dévoluy;895;754;475;4607;664;124;3;48;1;69;3
05140;Saint-Étienne-le-Laus;318;247;141;204;55;9;0;0;0;0;0
05142;Saint-Firmin;449;371;219;553;141;30;1;10;1;33;0
05144;Saint-Jacques-en-Valgodemard;125;121;73;168;10;2;0;0;0;0;0
05145;Saint-Jean-Saint-Nicolas;1075;806;491;944;389;59;0;0;3;238;0
05146;Saint-Julien-en-Beauchêne;135;128;76;177;36;8;2;14;0;0;0
05147;Saint-Julien-en-Champsaur;374;287;166;291;61;13;1;10;0;0;0
05148;Saint-Laurent-du-Cros;562;415;248;369;126;21;0;0;0;0;0
05149;Saint-Léger-les-Mélèzes;368;297;140;905;219;31;1;10;0;0;1
05151;Saint-Martin-de-Queyrières;1125;850;495;950;201;41;0;0;1;102;0
05152;Saint-Maurice-en-Valgodemard;121;109;71;200;12;8;2;30;1;69;0
05153;Saint-Michel-de-Chaillol;361;297;181;918;98;24;2;19;0;0;0
05154;Saint-Pierre-d'Argençon;158;143;87;164;26;5;0;0;2;112;0
05155;Saint-Pierre-Avez;32;28;18;42;6;2;0;0;0;0;0
05156;Saint-Sauveur;505;373;215;521;56;16;0;0;0;0;0
05157;Saint-Véran;167;142;94;460;111;25;5;126;0;0;0
05158;Le Saix;127;95;54;131;21;9;0;0;0;0;0
05159;Saléon;82;69;42;73;15;6;0;0;0;0;0
05160;Salérans;81;71;44;69;8;2;0;0;0;0;0
05161;La Salle-les-Alpes;924;747;480;3867;748;135;8;276;0;0;5
05162;La Saulce;1387;1074;556;671;548;40;0;0;0;0;0
05163;Le Sauze-du-Lac;153;118;63;174;37;7;0;0;1;52;0
05164;Savines-le-Lac;1095;837;482;1351;418;69;4;69;3;568;2
05165;Savournon;246;186;115;192;60;11;0;0;0;0;0
05166;Serres;1297;1102;668;1059;502;74;3;29;2;143;0
05167;Sigottier;85;67;40;97;18;6;0;0;0;0;0
05168;Sigoyer;730;577;312;426;133;16;0;0;1;77;0
05169;Sorbiers;44;38;22;45;11;2;0;0;0;0;0
05170;Tallard;2312;1805;988;1216;1171;119;2;54;1;45;0
05171;Théus;225;171;91;152;66;13;0;0;0;0;0
05172;Trescléoux;304;260;160;253;55;7;0;0;0;0;0
05173;Upaix;473;368;217;284;77;21;0;0;0;0;0
05174;Val-des-Prés;610;461;291;586;56;12;0;0;2;314;0
05176;Valserres;279;203;124;182;41;11;0;0;0;0;0
05177;Vars;573;448;285;3881;632;144;11;187;0;0;5
05178;Ventavon;581;433;248;348;238;35;0;0;0;0;0
05179;Veynes;3238;2586;1569;2019;1317;119;0;0;3;459;0
05180;Les Vigneaux;523;395;243;458;70;13;0;0;1;250;0
05181;Villar-d'Arêne;283;219;148;386;75;23;3;54;2;84;0
05182;Villar-Loubière;35;37;21;77;7;4;0;0;1;54;0
05183;Villar-Saint-Pancrace;1449;1142;661;1085;223;33;0;0;0;0;0
05184;Vitrolles;214;169;94;132;84;17;0;0;0;0;0
06001;Aiglun;93;75;48;118;7;2;0;0;0;0;0
06002;Amirat;51;50;32;55;9;1;0;0;0;0;0
06003;Andon;640;493;298;800;113;25;0;0;0;0;0
06004;Antibes;75130;58978;37939;64150;31516;3669;55;2063;4;247;12
06005;Ascros;178;152;76;224;48;7;0;0;0;0;0
06006;Aspremont;2300;1727;933;1096;217;40;0;0;0;0;0
06007;Auribeau-sur-Siagne;3251;2402;1243;1522;357;79;0;0;1;47;0
06008;Auvare;44;31;13;38;4;1;0;0;0;0;0
06009;Bairols;124;84;44;85;5;2;0;0;0;0;0
06010;Le Bar-sur-Loup;2947;2207;1169;1531;1838;90;0;0;1;66;0
06011;Beaulieu-sur-Mer;3796;2957;1877;3792;1542;290;8;281;0;0;1
06012;Beausoleil;12674;10027;6192;10002;2202;388;5;151;0;0;3
06013;Belvédère;627;516;330;1001;108;19;1;11;0;0;0
06014;Bendejun;950;735;375;483;115;11;0;0;0;0;0
06015;Berre-les-Alpes;1227;978;562;790;87;21;1;8;0;0;0
06016;Beuil;553;465;269;1161;88;25;2;24;1;34;0
06017;Bézaudun-les-Alpes;258;200;104;167;23;4;0;0;0;0;0
06018;Biot;9880;6838;4352;5706;7779;620;6;475;1;136;2
06019;Blausasc;1659;1264;692;790;308;59;0;0;0;0;0
