Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Population municipale 2021;Nb de pers. non scolarisées de 15 ans ou + 2020;Résidences principales 2020;Logements 2020;Nb d'emplois au lieu de travail (LT) 2020;Nb étab. actifs employeurs au 31/12 2021;Nb d'hôtels 2024;Nb de chambres dans les hôtels 2024;Nb de terrains de camping 2024;Nb d'emplacements de camping 2024;Nb d'autres hébergements collectifs de tourisme 2024
59393;Maulde;981;709;396;453;72;7;0;0;0;0;0
59394;Maurois;406;288;152;183;30;7;0;0;0;0;0
59395;Mazinghien;288;222;116;139;41;9;0;0;0;0;0
59396;Mecquignies;705;525;290;330;61;10;0;0;0;0;0
59397;Merckeghem;614;462;250;291;49;11;0;0;0;0;0
59398;Mérignies;3360;2274;1242;1330;539;100;0;0;0;0;0
59399;Merris;1049;765;369;385;313;27;0;0;0;0;0
59400;Merville;9652;6885;3936;4331;2935;198;1;48;0;0;0
59401;Méteren;2256;1679;901;976;663;100;0;0;0;0;0
59402;Millam;848;597;314;351;137;20;0;0;0;0;0
59403;Millonfosse;711;524;280;299;160;19;0;0;0;0;0
59405;Mœuvres;489;331;168;188;78;11;0;0;0;0;0
59406;Monceau-Saint-Waast;429;308;183;199;109;11;0;0;0;0;0
59407;Monchaux-sur-Écaillon;561;429;235;255;28;7;0;0;0;0;0
59408;Moncheaux;1703;1224;662;725;157;28;0;0;0;0;0
59409;Monchecourt;2501;1798;993;1061;137;22;0;0;0;0;0
59410;Mons-en-Barœul;21467;14407;8991;9766;4959;339;2;125;0;0;0
59411;Mons-en-Pévèle;2089;1620;907;979;453;51;0;0;0;0;0
59412;Montay;274;231;129;150;46;8;0;0;0;0;0
59413;Montigny-en-Cambrésis;554;440;252;274;106;12;0;0;0;0;0
59414;Montigny-en-Ostrevent;4681;3562;1915;2013;878;60;0;0;0;0;0
59415;Montrécourt;225;165;86;99;17;3;0;0;0;0;0
59416;Morbecque;2509;1875;1007;1144;380;50;1;12;1;69;0
59418;Mortagne-du-Nord;1584;1119;627;695;426;37;1;12;0;0;0
59419;Mouchin;1441;1028;585;645;229;28;0;0;0;0;0
59420;Moustier-en-Fagne;60;49;27;37;7;2;0;0;0;0;0
59421;Mouvaux;13173;9413;5692;6107;2851;319;0;0;0;0;0
59422;Naves;626;447;258;284;102;21;0;0;0;0;0
59423;Neuf-Berquin;1403;997;537;565;129;19;0;0;0;0;0
59424;Neuf-Mesnil;1305;943;566;619;149;18;0;0;0;0;0
59425;Neuville-en-Avesnois;302;220;122;130;26;8;0;0;0;0;0
59426;Neuville-en-Ferrain;10160;7226;4094;4267;4209;302;2;156;0;0;0
59427;La Neuville;620;490;273;293;112;18;0;0;0;0;0
59428;Neuville-Saint-Rémy;3912;2915;1661;1804;695;66;0;0;0;0;0
59429;Neuville-sur-Escaut;2757;1983;1111;1220;191;22;0;0;0;0;0
59430;Neuvilly;1093;770;424;490;97;19;0;0;0;0;0
59431;Nieppe;7606;5550;3165;3360;2469;226;0;0;0;0;0
59432;Niergnies;512;402;227;247;225;10;0;0;0;0;0
59433;Nieurlet;903;671;358;425;66;11;0;0;0;0;0
59434;Nivelle;1379;1002;538;580;142;23;0;0;0;0;0
59435;Nomain;2585;1925;1035;1106;339;49;0;0;0;0;0
59436;Noordpeene;800;576;307;351;220;31;0;0;0;0;0
59437;Noyelles-lès-Seclin;845;623;355;372;1198;47;0;0;0;0;0
59438;Noyelles-sur-Escaut;814;589;337;359;236;16;0;0;0;0;0
59439;Noyelles-sur-Sambre;278;219;126;152;32;10;0;0;0;0;0
59440;Noyelles-sur-Selle;673;509;299;331;64;12;0;0;0;0;0
59441;Obies;649;474;266;308;48;6;0;0;0;0;0
59442;Obrechies;273;214;113;120;26;5;0;0;0;0;0
59443;Ochtezeele;375;265;139;152;27;9;0;0;0;0;0
59444;Odomez;927;638;328;372;46;9;0;0;0;0;0
59445;Ohain;1188;899;515;560;91;15;0;0;0;0;0
59446;Oisy;690;485;252;268;31;5;0;0;0;0;0
59447;Onnaing;8719;6260;3629;3961;7067;163;0;0;0;0;0
59448;Oost-Cappel;472;337;199;216;134;13;0;0;0;0;0
59449;Orchies;8455;6319;3841;4121;3782;343;1;34;0;0;0
59450;Ors;638;470;265;302;144;15;0;0;0;0;0
59451;Orsinval;558;421;228;251;79;18;0;0;0;0;0
59452;Ostricourt;5829;3879;2155;2351;659;65;0;0;0;0;0
59453;Oudezeele;684;472;254;284;45;11;0;0;0;0;0
59454;Oxelaëre;528;388;233;256;52;13;0;0;0;0;0
59455;Paillencourt;1015;721;402;428;140;15;0;0;1;66;0
59456;Pecquencourt;6232;4482;2555;2771;813;74;0;0;0;0;0
59457;Pérenchies;8519;6064;3469;3625;2483;184;0;0;0;0;0
59458;Péronne-en-Mélantois;1004;704;394;431;69;18;0;0;0;0;0
59459;Petite-Forêt;5058;3715;2088;2248;4528;180;4;222;0;0;0
59461;Petit-Fayt;294;229;119;127;238;8;0;0;0;0;0
59462;Phalempin;4849;3643;2119;2241;1168;123;0;0;0;0;0
59463;Pitgam;976;716;376;414;199;33;0;0;1;76;0
59464;Poix-du-Nord;2185;1568;874;962;287;30;0;0;0;0;0
59465;Pommereuil;792;567;287;320;82;11;0;0;0;0;0
59466;Pont-à-Marcq;2883;2133;1273;1323;1411;113;0;0;0;0;0
59467;Pont-sur-Sambre;2410;1794;1061;1166;348;46;1;5;0;0;0
59468;Potelle;441;313;174;186;44;6;0;0;0;0;0
59469;Pradelles;410;277;142;144;50;7;0;0;0;0;0
59470;Prémesques;2060;1479;821;859;260;41;0;0;0;0;0
59471;Préseau;2065;1511;846;939;182;28;0;0;0;0;0
59472;Preux-au-Bois;838;639;360;403;69;7;0;0;1;63;0
59473;Preux-au-Sart;304;212;117;132;45;6;0;0;0;0;0
59474;Prisches;1043;732;403;465;161;30;0;0;0;0;0
59475;Prouvy;2173;1584;878;948;2440;143;1;65;0;0;0
59476;Proville;3128;2412;1391;1461;973;102;3;129;0;0;0
59477;Provin;4469;3147;1786;1909;613;61;0;0;0;0;0
59478;Quaëdypre;1121;833;441;478;1144;98;0;0;0;0;0
59479;Quarouble;3131;2325;1315;1450;307;54;0;0;0;0;0
59480;Quérénaing;861;660;383;406;71;12;0;0;0;0;0
59481;Le Quesnoy;4852;3732;2142;2400;3047;203;0;0;1;167;0
59482;Quesnoy-sur-Deûle;6920;4956;2661;2816;1504;165;0;0;0;0;0
59483;Quiévelon;137;103;54;61;10;2;0;0;0;0;0
59484;Quiévrechain;6208;4344;2419;2698;1165;93;0;0;0;0;0
59485;Quiévy;1801;1291;738;812;159;22;0;0;0;0;0
59486;Râches;2660;1980;1125;1200;394;46;0;0;0;0;0
59487;Radinghem-en-Weppes;1393;991;549;582;244;35;0;0;0;0;0
59488;Raillencourt-Sainte-Olle;2128;1732;974;1037;1448;75;0;0;0;0;0
59489;Raimbeaucourt;4015;3166;1665;1796;670;60;0;0;0;0;0
59490;Rainsars;188;143;75;87;21;4;0;0;0;0;0
59491;Raismes;12055;8801;5102;5770;2525;190;0;0;0;0;0
59492;Ramillies;596;448;240;253;58;10;0;0;0;0;0
59493;Ramousies;227;172;96;120;18;9;0;0;0;0;0
59494;Raucourt-au-Bois;154;115;68;76;7;1;0;0;0;0;0
59495;Recquignies;2420;1750;1003;1087;338;17;0;0;0;0;0
59496;Rejet-de-Beaulieu;232;175;106;120;29;7;0;0;0;0;0
59497;Renescure;2128;1641;937;1022;940;51;0;0;1;32;0
59498;Reumont;343;264;149;168;38;2;0;0;0;0;0
59499;Rexpoëde;1992;1395;768;819;284;41;0;0;0;0;0
59500;Ribécourt-la-Tour;376;287;156;172;53;15;0;0;0;0;0
59501;Rieulay;1243;983;513;555;221;27;0;0;0;0;0
59502;Rieux-en-Cambrésis;1438;1075;553;617;219;21;0;0;0;0;0
59503;Robersart;204;148;75;78;22;6;0;0;0;0;0
59504;Rœulx;3779;2687;1466;1551;327;36;0;0;0;0;0
59505;Rombies-et-Marchipont;750;538;279;299;55;14;0;0;0;0;0
59506;Romeries;476;329;185;197;38;8;0;0;0;0;0
59507;Ronchin;19437;13102;8358;8918;5186;321;1;54;0;0;0
59508;Roncq;13784;9748;5660;5876;6412;540;2;120;0;0;0
59509;Roost-Warendin;5976;4413;2517;2687;1175;114;0;0;0;0;0
59511;Rosult;1973;1408;758;809;712;73;0;0;0;0;0
59512;Roubaix;98892;61471;37311;41955;37959;2729;4;317;0;0;1
59513;Roucourt;457;333;182;193;22;6;0;0;0;0;0
59514;Rousies;4043;3052;1842;1965;577;62;0;0;0;0;0
59515;Rouvignies;657;482;262;286;1822;80;4;269;0;0;0
59516;Rubrouck;919;647;345;378;181;28;0;0;1;74;0
59517;Les Rues-des-Vignes;748;564;317;350;351;21;0;0;0;0;0
59518;Ruesnes;455;341;186;199;37;6;0;0;0;0;0
59519;Rumegies;1740;1262;701;749;177;35;0;0;1;50;0
59520;Rumilly-en-Cambrésis;1429;1075;598;649;126;18;0;0;0;0;0
59521;Sailly-lez-Cambrai;422;325;193;219;291;13;0;0;0;0;0
59522;Sailly-lez-Lannoy;1949;1403;777;804;146;38;0;0;0;0;0
59523;Sainghin-en-Mélantois;2848;2040;1186;1289;2865;180;0;0;1;76;0
59524;Sainghin-en-Weppes;5641;4005;2231;2388;674;92;0;0;0;0;0
59525;Sains-du-Nord;2779;2125;1278;1466;497;49;0;0;0;0;0
59526;Saint-Amand-les-Eaux;15980;11929;7040;7908;8388;541;2;109;1;97;1
59527;Saint-André-lez-Lille;12942;9463;6092;6374;4544;297;0;0;0;0;0
59528;Saint-Aubert;1561;1128;634;707;126;23;0;0;0;0;0
59529;Saint-Aubin;347;268;150;162;44;8;0;0;0;0;0
59530;Saint-Aybert;332;246;127;143;32;7;0;0;0;0;0
59531;Saint-Benin;339;263;148;170;15;5;0;0;0;0;0
59532;Saint-Georges-sur-l'Aa;296;194;111;137;33;9;0;0;0;0;0
59533;Saint-Hilaire-lez-Cambrai;1555;1164;661;737;271;21;0;0;0;0;0
59534;Saint-Hilaire-sur-Helpe;800;595;330;356;140;16;0;0;0;0;0
59535;Saint-Jans-Cappel;1642;1256;675;753;304;36;0;0;1;109;0
59536;Sainte-Marie-Cappel;857;608;324;343;217;21;0;0;0;0;0
59537;Saint-Martin-sur-Écaillon;500;367;197;212;37;5;0;0;0;0;0
59538;Saint-Momelin;418;314;162;177;29;5;0;0;0;0;0
59539;Saint-Pierre-Brouck;984;675;352;421;128;24;0;0;0;0;0
59541;Saint-Python;999;753;414;467;217;27;0;0;0;0;0
59542;Saint-Remy-Chaussée;486;331;188;212;71;9;0;0;0;0;0
59543;Saint-Remy-du-Nord;1070;828;451;501;232;15;0;0;0;0;0
59544;Saint-Saulve;11117;8310;4967;5354;4265;225;0;0;0;0;0
59545;Saint-Souplet;1203;886;475;567;84;15;0;0;0;0;0
59546;Saint-Sylvestre-Cappel;1154;846;478;522;250;34;0;0;0;0;0
59547;Saint-Vaast-en-Cambrésis;860;614;337;407;76;7;0;0;0;0;0
59548;Saint-Waast;658;469;258;291;120;11;0;0;0;0;0
59549;Salesches;329;250;128;151;47;8;0;0;0;0;0
59550;Salomé;3051;2131;1194;1294;459;35;0;0;0;0;0
59551;Saméon;1738;1242;623;667;242;45;0;0;1;82;0
59552;Sancourt;194;146;84;93;59;13;0;0;0;0;0
59553;Santes;5660;4066;2312;2395;1536;124;0;0;0;0;0
59554;Sars-et-Rosières;617;424;222;231;850;54;0;0;0;0;0
59555;Sars-Poteries;1420;1031;631;722;256;31;0;0;0;0;0
59556;Sassegnies;260;208;111;123;60;7;0;0;0;0;0
59557;Saultain;2553;1858;1084;1166;681;48;0;0;0;0;0
59558;Saulzoir;1679;1258;706;806;164;31;0;0;0;0;0
59559;Sebourg;1977;1431;777;850;303;42;0;0;0;0;0
59560;Seclin;12834;9057;5314;5669;12024;707;5;270;0;0;0
59562;Sémeries;533;412;222;252;65;11;0;0;1;120;0
59563;Semousies;232;173;94;97;47;8;0;0;0;0;0
59564;La Sentinelle;3143;2325;1377;1525;1498;110;0;0;0;0;0
59565;Sepmeries;649;458;253;278;67;7;0;0;0;0;0
59566;Sequedin;4762;3818;1718;1837;2311;91;0;0;0;0;0
59567;Séranvillers-Forenville;415;291;167;180;34;12;0;0;0;0;0
59568;Sercus;484;317;173;179;67;11;0;0;0;0;0
59569;Sin-le-Noble;15603;11189;6529;7112;4082;256;0;0;0;0;0
59570;Socx;890;701;380;435;847;62;2;97;0;0;0
59571;Solesmes;4249;3189;1790;2076;1590;133;0;0;0;0;0
59572;Solre-le-Château;1776;1352;822;978;448;36;0;0;0;0;0
59573;Solrinnes;143;103;57;62;9;2;0;0;0;0;0
59574;Somain;11790;8652;5025;5520;4777;301;0;0;0;0;0
59575;Sommaing;398;296;165;172;36;5;0;0;0;0;0
59576;Spycker;1752;1245;667;682;394;52;0;0;0;0;0
59577;Staple;693;487;265;306;121;25;0;0;0;0;0
59578;Steenbecque;1650;1247;640;681;671;58;0;0;1;65;0
59579;Steene;1365;1008;546;576;107;19;0;0;0;0;0
59580;Steenvoorde;4324;3272;1822;2030;2137;157;0;0;1;130;0
59581;Steenwerck;3540;2629;1421;1513;745;116;0;0;0;0;0
59582;Strazeele;946;651;347;368;247;17;0;0;0;0;0
59583;Taisnières-en-Thiérache;476;356;204;229;26;5;0;0;0;0;0
59584;Taisnières-sur-Hon;962;713;386;440;91;15;0;0;0;0;0
59585;Templemars;3635;2652;1575;1660;3329;176;0;0;0;0;0
59586;Templeuve-en-Pévèle;6705;4762;2737;2942;1051;147;0;0;0;0;0
59587;Terdeghem;518;383;204;227;218;27;0;0;0;0;0
59588;Téteghem-Coudekerque-Village;8384;6300;3502;3874;1686;140;1;13;3;307;0
59589;Thiant;3011;2121;1230;1303;740;59;0;0;0;0;0
59590;Thiennes;916;650;355;398;111;18;0;0;1;38;0
59591;Thivencelle;824;595;321;340;47;5;0;0;0;0;0
59592;Thumeries;4029;2872;1596;1698;757;60;0;0;0;0;0
59593;Thun-l'Évêque;767;542;281;306;66;14;0;0;0;0;0
59594;Thun-Saint-Amand;1110;803;428;458;136;14;0;0;0;0;0
59595;Thun-Saint-Martin;541;404;211;240;62;12;0;0;0;0;0
59596;Tilloy-lez-Marchiennes;528;371;196;205;60;11;0;0;0;0;0
59597;Tilloy-lez-Cambrai;696;526;283;308;688;28;0;0;0;0;0
59598;Toufflers;3910;2837;1558;1644;609;63;0;0;0;0;0
59599;Tourcoing;99011;66471;40589;44927;27611;2063;4;311;0;0;0
59600;Tourmignies;947;644;343;353;51;14;0;0;0;0;0
59601;Trélon;2679;2042;1169;1300;958;61;1;10;0;0;0
59602;Tressin;1395;953;524;549;377;34;0;0;0;0;0
59603;Trith-Saint-Léger;6124;4575;2623;2929;2917;138;0;0;0;0;0
59604;Troisvilles;809;577;315;339;100;13;0;0;0;0;0
59605;Uxem;1497;1037;557;664;81;16;0;0;1;222;0
59606;Valenciennes;42991;29801;21785;26030;32505;1842;12;520;0;0;1
59607;Vendegies-au-Bois;484;371;201;217;55;10;0;0;0;0;0
59608;Vendegies-sur-Écaillon;1118;823;449;481;98;22;0;0;0;0;0
59609;Vendeville;1546;1157;647;683;527;54;0;0;0;0;0
59610;Verchain-Maugré;1102;776;433;492;66;11;0;0;0;0;0
59611;Verlinghem;2673;1870;1048;1092;1085;82;0;0;0;0;0
59612;Vertain;513;373;211;234;49;11;0;0;0;0;0
59613;Vicq;1473;1019;558;597;144;22;0;0;0;0;0
59614;Viesly;1379;1067;603;690;135;15;0;0;0;0;0
59615;Vieux-Berquin;2649;1898;1010;1096;414;52;0;0;0;0;0
59616;Vieux-Condé;10446;7627;4295;4595;1769;124;0;0;0;0;0
59617;Vieux-Mesnil;637;441;244;254;24;5;0;0;0;0;0
59618;Vieux-Reng;907;625;350;382;57;14;0;0;0;0;0
59619;Villereau;1057;793;391;436;145;20;0;0;0;0;0
59620;Villers-au-Tertre;667;479;264;282;37;6;0;0;0;0;0
59622;Villers-en-Cauchies;1161;892;493;541;118;22;0;0;0;0;0
59623;Villers-Guislain;680;516;298;322;94;14;0;0;0;0;0
59624;Villers-Outréaux;2156;1560;870;979;541;68;0;0;0;0;0
59625;Villers-Plouich;389;294;162;180;86;13;0;0;0;0;0
59626;Villers-Pol;1262;942;522;563;174;17;0;0;0;0;0
59627;Villers-Sire-Nicole;1006;775;423;467;73;11;0;0;1;112;0
59628;Volckerinckhove;560;398;219;241;115;23;0;0;1;70;0
59629;Vred;1311;1018;554;607;87;8;0;0;0;0;0
59630;Wahagnies;2605;1933;1074;1135;335;41;0;0;0;0;0
59631;Walincourt-Selvigny;2112;1546;888;1014;400;53;0;0;0;0;0
59632;Wallers;5598;4111;2317;2488;817;96;0;0;0;0;0
59633;Wallers-en-Fagne;280;215;128;151;118;10;0;0;0;0;0
59634;Wallon-Cappel;788;604;335;347;109;18;0;0;0;0;0
59635;Wambaix;368;264;146;160;26;9;0;0;0;0;0
59636;Wambrechies;10798;7858;4528;4818;5090;480;1;48;0;0;0
59637;Wandignies-Hamage;1318;955;521;561;111;14;0;0;0;0;0
59638;Wannehain;1331;861;471;504;78;13;0;0;0;0;0
59639;Wargnies-le-Grand;1101;791;449;477;132;26;0;0;0;0;0
59640;Wargnies-le-Petit;780;550;312;334;56;10;0;0;0;0;0
59641;Warhem;2022;1530;840;979;221;40;0;0;1;164;0
59642;Warlaing;594;402;212;225;34;8;0;0;1;23;0
59643;Warneton;234;168;94;98;274;12;0;0;0;0;0
59645;Wasnes-au-Bac;587;445;242;278;36;6;0;0;0;0;0
59646;Wasquehal;20836;15017;9353;9970;12450;763;2;155;0;0;0
59647;Watten;2577;1939;1096;1218;523;55;0;0;1;134;0
59648;Wattignies;15531;10633;6772;7211;2483;228;1;9;0;0;0
59649;Wattignies-la-Victoire;241;172;97;106;22;7;0;0;0;0;0
59650;Wattrelos;40836;28991;16822;17459;7982;570;0;0;0;0;0
59651;Wavrechain-sous-Denain;1616;1164;681;748;240;14;0;0;0;0;0
59652;Wavrechain-sous-Faulx;424;298;162;176;59;7;0;0;0;0;0
59653;Wavrin;7773;5613;3207;3380;1766;176;0;0;0;0;0
59654;Waziers;7354;5106;2815;3028;1494;112;0;0;0;0;0
59655;Wemaers-Cappel;237;175;93;102;42;9;0;0;0;0;0
59656;Wervicq-Sud;5299;3793;2145;2226;798;93;0;0;0;0;0
59657;West-Cappel;636;456;240;256;87;15;0;0;0;0;0
59658;Wicres;544;345;193;207;40;12;0;0;0;0;0
59659;Wignehies;2821;2123;1231;1402;513;52;0;0;0;0;0
59660;Willems;2996;2117;1192;1255;747;67;0;0;0;0;0
59661;Willies;131;96;60;80;23;6;0;0;0;0;0
59662;Winnezeele;1300;939;476;509;230;37;0;0;0;0;0
59663;Wormhout;5705;4230;2348;2519;2119;205;0;0;0;0;0
59664;Wulverdinghe;327;215;116;135;13;8;0;0;0;0;0
59665;Wylder;301;210;110;111;38;12;0;0;0;0;0
59666;Zegerscappel;1536;1096;594;692;148;24;0;0;1;68;0
59667;Zermezeele;238;162;84;94;25;3;0;0;0;0;0
59668;Zuydcoote;1580;1203;614;729;835;22;0;0;2;408;0
59669;Zuytpeene;527;387;202;225;71;12;0;0;1;35;0
59670;Don;1412;984;569;606;124;25;0;0;0;0;0
60001;Abancourt;594;460;268;300;90;16;0;0;0;0;0
60002;Abbecourt;846;609;329;366;69;13;0;0;0;0;0
60003;Abbeville-Saint-Lucien;510;386;202;217;23;6;0;0;0;0;0
60004;Achy;404;299;162;176;52;9;0;0;0;0;0
60005;Acy-en-Multien;867;604;336;427;94;11;0;0;0;0;0
60006;Les Ageux;1145;884;457;501;193;19;0;0;0;0;0
60007;Agnetz;3055;2201;1210;1279;636;70;2;81;0;0;0
60008;Airion;363;283;159;188;156;13;0;0;0;0;0
60009;Allonne;1708;1237;710;777;947;121;1;72;0;0;0
60010;Amblainville;1757;1280;690;754;914;75;0;0;0;0;0
60011;Amy;416;279;156;183;100;13;0;0;0;0;0
60012;Andeville;3380;2424;1319;1418;342;57;0;0;0;0;0
60013;Angicourt;1354;1070;585;654;102;11;0;0;1;88;0
60014;Angivillers;162;124;72;83;17;8;0;0;0;0;0
60015;Angy;1139;872;482;521;146;20;0;0;0;0;0
60016;Ansacq;271;208;109;123;16;4;0;0;0;0;0
60017;Ansauvillers;1163;860;427;480;204;21;0;0;0;0;0
60019;Antheuil-Portes;413;311;172;185;29;12;0;0;0;0;0
60020;Antilly;266;213;76;90;54;5;0;0;0;0;0
60021;Appilly;517;383;201;227;133;17;0;0;0;0;0
60022;Apremont;640;516;298;356;120;18;0;0;0;0;0
60023;Armancourt;535;419;232;252;67;10;0;0;0;0;0
60024;Arsy;801;628;351;372;191;19;0;0;0;0;0
60025;Attichy;1853;1470;744;831;715;56;0;0;1;47;0
60026;Auchy-la-Montagne;569;402;220;237;79;13;0;0;0;0;0
60027;Auger-Saint-Vincent;526;408;223;236;67;7;0;0;0;0;0
60028;Aumont-en-Halatte;529;375;215;254;41;7;0;0;0;0;0
60029;Auneuil;2875;2116;1189;1318;1156;75;0;0;0;0;0
60030;Auteuil;553;426;232;271;64;16;0;0;0;0;0
60031;Autheuil-en-Valois;262;201;111;134;16;8;0;0;0;0;0
60032;Autrêches;713;509;277;333;73;18;0;0;0;0;0
60033;Avilly-Saint-Léonard;879;675;376;430;76;20;0;0;0;0;0
60034;Avrechy;1162;859;453;484;151;24;0;0;0;0;0
60035;Avricourt;241;185;106;131;15;4;0;0;0;0;0
60036;Avrigny;391;293;160;177;189;16;1;23;0;0;0
60037;Babœuf;511;371;206;243;43;10;0;0;0;0;0
60039;Bacouël;482;345;190;227;69;9;0;0;0;0;0
60040;Bailleul-le-Soc;644;470;254;277;83;10;0;0;0;0;0
60041;Bailleul-sur-Thérain;2323;1684;903;962;556;30;0;0;0;0;0
60042;Bailleval;1472;1131;625;664;160;22;0;0;0;0;0
60043;Bailly;609;473;256;271;47;8;0;0;0;0;0
60044;Balagny-sur-Thérain;1649;1212;684;724;186;21;0;0;0;0;0
60045;Barbery;547;386;218;246;497;25;0;0;0;0;0
60046;Bargny;336;215;117;123;27;4;0;0;0;0;0
60047;Baron;752;573;317;360;140;22;0;0;0;0;0
60048;Baugy;282;215;120;128;16;4;0;0;0;0;0
60049;Bazancourt;103;91;52;60;21;5;0;0;0;0;0
60050;Bazicourt;352;264;137;146;15;6;0;0;0;0;0
60051;Beaudéduit;173;137;76;96;25;6;0;0;0;0;0
60052;Beaugies-sous-Bois;99;70;37;47;1;2;0;0;0;0;0
60053;Beaulieu-les-Fontaines;578;436;219;261;122;14;0;0;0;0;0
60054;Beaumont-les-Nonains;878;669;352;409;82;21;0;0;0;0;0
60055;Beaurains-lès-Noyon;338;251;143;155;20;6;0;0;0;0;0
60056;Beaurepaire;65;53;28;30;5;2;0;0;0;0;0
60057;Beauvais;56677;39957;25775;28779;38669;2223;15;787;0;0;0
60058;Beauvoir;208;163;91;112;21;4;0;0;0;0;0
60059;Béhéricourt;198;166;95;114;17;4;0;0;0;0;0
60060;Belle-Église;690;465;256;275;107;11;0;0;0;0;0
60061;Belloy;76;69;38;42;13;4;0;0;0;0;0
60062;Berlancourt;312;229;123;135;24;10;0;0;0;0;0
60063;Berneuil-en-Bray;808;610;325;366;78;19;0;0;0;0;0
60064;Berneuil-sur-Aisne;961;742;394;426;179;27;0;0;0;0;0
60065;Berthecourt;1595;1191;625;664;190;39;0;0;0;0;0
60066;Béthancourt-en-Valois;198;163;88;99;16;4;0;0;0;0;0
60067;Béthisy-Saint-Martin;989;758;429;487;77;12;0;0;0;0;0
60068;Béthisy-Saint-Pierre;3135;2317;1368;1494;395;40;0;0;0;0;0
60069;Betz;1121;793;429;477;226;20;0;0;0;0;0
60070;Bienville;453;342;170;182;25;3;0;0;0;0;0
60071;Biermont;173;126;71;80;21;3;0;0;0;0;0
60072;Bitry;314;232;131;150;18;6;0;0;0;0;0
60073;Blacourt;560;413;222;259;42;11;0;0;0;0;0
60074;Blaincourt-lès-Précy;1193;878;472;504;67;9;0;0;0;0;0
60075;Blancfossé;142;103;54;65;13;3;0;0;0;0;0
60076;Blargies;511;399;219;245;45;8;0;0;0;0;0
60077;Blicourt;355;251;139;153;29;10;0;0;0;0;0
60078;Blincourt;119;83;51;59;12;4;0;0;0;0;0
60079;Boissy-Fresnoy;968;677;356;382;103;15;0;0;0;0;0
60081;Bonlier;472;354;197;205;32;7;0;0;0;0;0
60082;Bonneuil-les-Eaux;774;582;325;364;185;22;0;0;0;0;0
60083;Bonneuil-en-Valois;977;743;390;439;113;24;0;0;0;0;0
60084;Bonnières;189;145;89;102;14;5;0;0;0;0;0
60085;Bonvillers;195;152;83;99;13;6;0;0;0;0;0
60086;Boran-sur-Oise;2127;1550;865;942;365;52;0;0;0;0;0
60087;Borest;344;240;142;163;40;10;0;0;0;0;0
60088;Bornel;4785;3443;1982;2137;911;107;0;0;0;0;0
60089;Boubiers;393;301;164;182;39;8;0;0;0;0;0
60090;Bouconvillers;439;281;150;157;74;10;1;42;0;0;0
60091;Bouillancy;422;302;161;175;29;6;0;0;0;0;0
60092;Boullarre;207;157;83;86;24;5;0;0;0;0;0
60093;Boulogne-la-Grasse;461;335;182;222;36;8;0;0;0;0;0
60094;Boursonne;310;229;126;149;20;5;0;0;0;0;0
60095;Boury-en-Vexin;343;272;154;203;44;8;0;0;0;0;0
60097;Boutencourt;212;169;91;113;21;6;0;0;0;0;0
60098;Bouvresse;164;124;69;80;55;11;0;0;0;0;0
60099;Braisnes-sur-Aronde;175;135;73;75;6;5;0;0;0;0;0
60100;Brasseuse;113;82;47;58;115;7;0;0;0;0;0
60101;Brégy;649;466;250;271;340;12;0;0;0;0;0
60102;Brenouille;2065;1469;800;829;372;38;0;0;0;0;0
60103;Bresles;3993;3029;1708;1867;1376;123;0;0;1;120;0
60104;Breteuil;4156;3146;1812;2143;1859;147;0;0;0;0;0
60105;Brétigny;431;288;152;170;25;6;0;0;0;0;0
60106;Breuil-le-Sec;2586;1942;985;1058;1912;72;0;0;0;0;0
60107;Breuil-le-Vert;3139;2359;1327;1390;729;55;0;0;0;0;0
60108;Briot;293;221;116;140;31;9;0;0;0;0;0
60109;Brombos;251;173;92;104;29;9;0;0;0;0;0
60110;Broquiers;245;187;101;110;7;3;0;0;0;0;0
60111;Broyes;148;103;59;72;14;6;0;0;0;0;0
60112;Brunvillers-la-Motte;354;241;127;144;15;6;0;0;0;0;0
60113;Bucamps;205;133;73;80;6;4;0;0;0;0;0
60114;Buicourt;148;106;59;67;25;4;0;0;0;0;0
60115;Bulles;873;634;350;394;73;12;0;0;0;0;0
60116;Bury;2913;2192;1243;1361;406;52;0;0;0;0;0
60117;Bussy;304;220;111;117;12;3;0;0;0;0;0
60118;Caisnes;507;344;193;224;44;9;0;0;0;0;0
60119;Cambronne-lès-Ribécourt;1898;1392;785;857;242;25;0;0;0;0;0
60120;Cambronne-lès-Clermont;1211;859;458;489;76;11;0;0;0;0;0
60121;Campagne;159;122;62;67;17;4;0;0;0;0;0
60122;Campeaux;487;364;207;254;55;11;0;0;0;0;0
60123;Campremy;484;339;181;204;24;10;0;0;0;0;0
60124;Candor;317;237;127;144;30;8;0;0;0;0;0
60125;Canly;746;572;329;350;398;28;0;0;0;0;0
60126;Cannectancourt;515;381;203;222;94;6;0;0;0;0;0
60127;Canny-sur-Matz;405;284;151;173;31;8;0;0;0;0;0
60128;Canny-sur-Thérain;223;166;91;111;14;6;0;0;0;0;0
60129;Carlepont;1438;1101;602;664;178;20;0;0;2;103;0
60130;Catenoy;1054;781;422;447;154;14;0;0;0;0;0
