Code géographique;Libellé géographique;Aire d'attraction des villes 2020;Libellé aire d'attraction des villes 2020;Catégorie commune dans aire d'attraction des villes 2020;Département;Région
31382;Montgras;005;Toulouse;20;31;76
31383;Montjoire;005;Toulouse;20;31;76
31384;Montlaur;005;Toulouse;20;31;76
31385;Montmaurin;000;Commune hors attraction des villes;30;31;76
31386;Montoulieu-Saint-Bernard;000;Commune hors attraction des villes;30;31;76
31387;Montoussin;005;Toulouse;20;31;76
31388;Montpitol;005;Toulouse;20;31;76
31389;Montrabé;005;Toulouse;20;31;76
31390;Montréjeau;195;Saint-Gaudens;20;31;76
31391;Montsaunès;000;Commune hors attraction des villes;30;31;76
31392;Mourvilles-Basses;005;Toulouse;20;31;76
31393;Mourvilles-Hautes;005;Toulouse;20;31;76
31394;Moustajon;529;Bagnères-de-Luchon;20;31;76
31395;Muret;005;Toulouse;20;31;76
31396;Nailloux;005;Toulouse;20;31;76
31397;Nénigan;000;Commune hors attraction des villes;30;31;76
31398;Nizan-Gesse;000;Commune hors attraction des villes;30;31;76
31399;Noé;005;Toulouse;20;31;76
31400;Nogaret;339;Revel;20;31;76
31401;Noueilles;005;Toulouse;20;31;76
31402;Odars;005;Toulouse;20;31;76
31403;Ondes;005;Toulouse;20;31;76
31404;Oô;529;Bagnères-de-Luchon;20;31;76
31405;Ore;195;Saint-Gaudens;20;31;76
31406;Palaminy;005;Toulouse;20;31;76
31407;Paulhac;005;Toulouse;20;31;76
31408;Payssous;195;Saint-Gaudens;20;31;76
31409;Péchabou;005;Toulouse;20;31;76
31410;Pechbonnieu;005;Toulouse;20;31;76
31411;Pechbusque;005;Toulouse;20;31;76
31412;Péguilhan;000;Commune hors attraction des villes;30;31;76
31413;Pelleport;005;Toulouse;20;31;76
31414;Peyrissas;000;Commune hors attraction des villes;30;31;76
31415;Peyrouzet;195;Saint-Gaudens;20;31;76
31416;Peyssies;005;Toulouse;20;31;76
31417;Pibrac;005;Toulouse;20;31;76
31418;Pin-Balma;005;Toulouse;20;31;76
31419;Le Pin-Murelet;005;Toulouse;20;31;76
31420;Pinsaguel;005;Toulouse;20;31;76
31421;Pins-Justaret;005;Toulouse;20;31;76
31422;Plagne;005;Toulouse;20;31;76
31423;Plagnole;005;Toulouse;20;31;76
31424;Plaisance-du-Touch;005;Toulouse;12;31;76
31425;Le Plan;005;Toulouse;20;31;76
31426;Pointis-de-Rivière;195;Saint-Gaudens;20;31;76
31427;Pointis-Inard;195;Saint-Gaudens;20;31;76
31428;Polastron;005;Toulouse;20;31;76
31429;Pompertuzat;005;Toulouse;20;31;76
31430;Ponlat-Taillebourg;195;Saint-Gaudens;20;31;76
31431;Portet-d'Aspet;000;Commune hors attraction des villes;30;31;76
31432;Portet-de-Luchon;000;Commune hors attraction des villes;30;31;76
31433;Portet-sur-Garonne;005;Toulouse;20;31;76
31434;Poubeau;529;Bagnères-de-Luchon;20;31;76
31435;Poucharramet;005;Toulouse;20;31;76
31436;Pouy-de-Touges;005;Toulouse;20;31;76
31437;Pouze;005;Toulouse;20;31;76
31439;Préserville;005;Toulouse;20;31;76
31440;Proupiary;195;Saint-Gaudens;20;31;76
31441;Prunet;005;Toulouse;20;31;76
31442;Puydaniel;005;Toulouse;20;31;76
31443;Puymaurin;005;Toulouse;20;31;76
31444;Puysségur;005;Toulouse;20;31;76
31445;Quint-Fonsegrives;005;Toulouse;20;31;76
31446;Ramonville-Saint-Agne;005;Toulouse;12;31;76
31447;Razecueillé;195;Saint-Gaudens;20;31;76
31448;Rebigue;005;Toulouse;20;31;76
31449;Régades;195;Saint-Gaudens;20;31;76
31450;Renneville;005;Toulouse;20;31;76
31451;Revel;339;Revel;11;31;76
31452;Rieucazé;195;Saint-Gaudens;20;31;76
31453;Rieumajou;005;Toulouse;20;31;76
31454;Rieumes;005;Toulouse;20;31;76
31455;Rieux-Volvestre;005;Toulouse;20;31;76
31456;Riolas;000;Commune hors attraction des villes;30;31;76
31457;Roquefort-sur-Garonne;005;Toulouse;20;31;76
31458;Roques;005;Toulouse;20;31;76
31459;Roquesérière;005;Toulouse;20;31;76
31460;Roquettes;005;Toulouse;20;31;76
31461;Rouède;195;Saint-Gaudens;20;31;76
31462;Rouffiac-Tolosan;005;Toulouse;20;31;76
31463;Roumens;005;Toulouse;20;31;76
31464;Sabonnères;005;Toulouse;20;31;76
31465;Saccourvielle;529;Bagnères-de-Luchon;20;31;76
31466;Saiguède;005;Toulouse;20;31;76
31467;Saint-Alban;005;Toulouse;12;31;76
31468;Saint-André;005;Toulouse;20;31;76
31469;Saint-Araille;005;Toulouse;20;31;76
31470;Saint-Aventin;529;Bagnères-de-Luchon;20;31;76
31471;Saint-Béat-Lez;000;Commune hors attraction des villes;30;31;76
31472;Saint-Bertrand-de-Comminges;195;Saint-Gaudens;20;31;76
31473;Saint-Cézert;005;Toulouse;20;31;76
31474;Saint-Christaud;005;Toulouse;20;31;76
31475;Saint-Clar-de-Rivière;005;Toulouse;20;31;76
31476;Saint-Élix-le-Château;005;Toulouse;20;31;76
31477;Saint-Élix-Séglan;195;Saint-Gaudens;20;31;76
31478;Saint-Félix-Lauragais;005;Toulouse;20;31;76
31479;Saint-Ferréol-de-Comminges;000;Commune hors attraction des villes;30;31;76
31480;Sainte-Foy-d'Aigrefeuille;005;Toulouse;20;31;76
31481;Sainte-Foy-de-Peyrolières;005;Toulouse;20;31;76
31482;Saint-Frajou;000;Commune hors attraction des villes;30;31;76
31483;Saint-Gaudens;195;Saint-Gaudens;11;31;76
31484;Saint-Geniès-Bellevue;005;Toulouse;20;31;76
31485;Saint-Germier;005;Toulouse;20;31;76
31486;Saint-Hilaire;005;Toulouse;20;31;76
31487;Saint-Ignan;195;Saint-Gaudens;20;31;76
31488;Saint-Jean;005;Toulouse;12;31;76
31489;Saint-Jean-Lherm;005;Toulouse;20;31;76
31490;Saint-Jory;005;Toulouse;20;31;76
31491;Saint-Julia;005;Toulouse;20;31;76
31492;Saint-Julien-sur-Garonne;005;Toulouse;20;31;76
31493;Saint-Lary-Boujean;195;Saint-Gaudens;20;31;76
31494;Saint-Laurent;005;Toulouse;20;31;76
31495;Saint-Léon;005;Toulouse;20;31;76
31496;Sainte-Livrade;005;Toulouse;20;31;76
31497;Saint-Loup-Cammas;005;Toulouse;20;31;76
31498;Saint-Loup-en-Comminges;000;Commune hors attraction des villes;30;31;76
31499;Saint-Lys;005;Toulouse;20;31;76
31500;Saint-Mamet;529;Bagnères-de-Luchon;20;31;76
31501;Saint-Marcel-Paulel;005;Toulouse;20;31;76
31502;Saint-Marcet;195;Saint-Gaudens;20;31;76
31503;Saint-Martory;000;Commune hors attraction des villes;30;31;76
31504;Saint-Médard;195;Saint-Gaudens;20;31;76
31505;Saint-Michel;005;Toulouse;20;31;76
31506;Saint-Orens-de-Gameville;005;Toulouse;20;31;76
31507;Saint-Paul-sur-Save;005;Toulouse;20;31;76
31508;Saint-Paul-d'Oueil;529;Bagnères-de-Luchon;20;31;76
31509;Saint-Pé-d'Ardet;195;Saint-Gaudens;20;31;76
31510;Saint-Pé-Delbosc;000;Commune hors attraction des villes;30;31;76
31511;Saint-Pierre;005;Toulouse;20;31;76
31512;Saint-Pierre-de-Lages;005;Toulouse;20;31;76
31513;Saint-Plancard;000;Commune hors attraction des villes;30;31;76
31514;Saint-Rome;005;Toulouse;20;31;76
31515;Saint-Rustice;005;Toulouse;20;31;76
31516;Saint-Sauveur;005;Toulouse;20;31;76
31517;Saint-Sulpice-sur-Lèze;005;Toulouse;20;31;76
31518;Saint-Thomas;005;Toulouse;20;31;76
31519;Saint-Vincent;005;Toulouse;20;31;76
31520;Sajas;005;Toulouse;20;31;76
31521;Saleich;000;Commune hors attraction des villes;30;31;76
31522;Salerm;005;Toulouse;20;31;76
31523;Salies-du-Salat;000;Commune hors attraction des villes;30;31;76
31524;Salles-et-Pratviel;529;Bagnères-de-Luchon;20;31;76
31525;Salles-sur-Garonne;005;Toulouse;20;31;76
31526;La Salvetat-Saint-Gilles;005;Toulouse;20;31;76
31527;La Salvetat-Lauragais;005;Toulouse;20;31;76
31528;Saman;195;Saint-Gaudens;20;31;76
31529;Samouillan;005;Toulouse;20;31;76
31530;Sana;005;Toulouse;20;31;76
31531;Sarrecave;000;Commune hors attraction des villes;30;31;76
31532;Sarremezan;000;Commune hors attraction des villes;30;31;76
31533;Saubens;005;Toulouse;20;31;76
31534;Saussens;005;Toulouse;20;31;76
31535;Sauveterre-de-Comminges;195;Saint-Gaudens;20;31;76
31536;Saux-et-Pomarède;195;Saint-Gaudens;20;31;76
31537;Savarthès;195;Saint-Gaudens;20;31;76
31538;Savères;005;Toulouse;20;31;76
31539;Sédeilhac;195;Saint-Gaudens;20;31;76
31540;Ségreville;005;Toulouse;20;31;76
31541;Seilh;005;Toulouse;20;31;76
31542;Seilhan;195;Saint-Gaudens;20;31;76
31543;Sénarens;005;Toulouse;20;31;76
31544;Sengouagnet;195;Saint-Gaudens;20;31;76
31545;Sepx;195;Saint-Gaudens;20;31;76
31546;Seyre;005;Toulouse;20;31;76
31547;Seysses;005;Toulouse;20;31;76
31548;Signac;529;Bagnères-de-Luchon;20;31;76
31549;Sode;529;Bagnères-de-Luchon;20;31;76
31550;Soueich;195;Saint-Gaudens;20;31;76
31551;Tarabel;005;Toulouse;20;31;76
31552;Terrebasse;005;Toulouse;20;31;76
31553;Thil;005;Toulouse;20;31;76
31554;Touille;000;Commune hors attraction des villes;30;31;76
31555;Toulouse;005;Toulouse;11;31;76
31556;Les Tourreilles;195;Saint-Gaudens;20;31;76
31557;Tournefeuille;005;Toulouse;12;31;76
31558;Toutens;005;Toulouse;20;31;76
31559;Trébons-de-Luchon;529;Bagnères-de-Luchon;20;31;76
31560;Trébons-sur-la-Grasse;005;Toulouse;20;31;76
31561;L'Union;005;Toulouse;12;31;76
31562;Urau;000;Commune hors attraction des villes;30;31;76
31563;Vacquiers;005;Toulouse;20;31;76
31564;Valcabrère;000;Commune hors attraction des villes;30;31;76
31565;Valentine;195;Saint-Gaudens;20;31;76
31566;Vallègue;005;Toulouse;20;31;76
31567;Vallesvilles;005;Toulouse;20;31;76
31568;Varennes;005;Toulouse;20;31;76
31569;Vaudreuille;339;Revel;20;31;76
31570;Vaux;005;Toulouse;20;31;76
31571;Vendine;005;Toulouse;20;31;76
31572;Venerque;005;Toulouse;20;31;76
31573;Verfeil;005;Toulouse;20;31;76
31574;Vernet;005;Toulouse;20;31;76
31575;Vieille-Toulouse;005;Toulouse;20;31;76
31576;Vieillevigne;005;Toulouse;20;31;76
31577;Vignaux;005;Toulouse;20;31;76
31578;Vigoulet-Auzil;005;Toulouse;20;31;76
31579;Villariès;005;Toulouse;20;31;76
31580;Villate;005;Toulouse;20;31;76
31581;Villaudric;005;Toulouse;20;31;76
31582;Villefranche-de-Lauragais;005;Toulouse;20;31;76
31583;Villematier;005;Toulouse;20;31;76
31584;Villemur-sur-Tarn;005;Toulouse;20;31;76
31585;Villeneuve-de-Rivière;195;Saint-Gaudens;20;31;76
31586;Villeneuve-Lécussan;312;Lannemezan;20;31;76
31587;Villeneuve-lès-Bouloc;005;Toulouse;20;31;76
31588;Villeneuve-Tolosane;005;Toulouse;12;31;76
31589;Villenouvelle;005;Toulouse;20;31;76
31590;Binos;000;Commune hors attraction des villes;30;31;76
31591;Escoulis;000;Commune hors attraction des villes;30;31;76
31592;Larra;005;Toulouse;20;31;76
31593;Cazac;005;Toulouse;20;31;76
32001;Aignan;000;Commune hors attraction des villes;30;32;76
32002;Ansan;145;Auch;20;32;76
32003;Antras;145;Auch;20;32;76
32004;Arblade-le-Bas;421;Aire-sur-l'Adour;20;32;76
32005;Arblade-le-Haut;601;Nogaro;20;32;76
32007;Ardizas;005;Toulouse;20;32;76
32008;Armentieux;000;Commune hors attraction des villes;30;32;76
32009;Armous-et-Cau;000;Commune hors attraction des villes;30;32;76
32010;Arrouède;000;Commune hors attraction des villes;30;32;76
32012;Aubiet;145;Auch;20;32;76
32013;Auch;145;Auch;11;32;76
32014;Augnax;145;Auch;20;32;76
32015;Aujan-Mournède;000;Commune hors attraction des villes;30;32;76
32016;Auradé;005;Toulouse;20;32;76
32017;Aurensan;421;Aire-sur-l'Adour;20;32;76
32018;Aurimont;005;Toulouse;20;32;76
32019;Auterive;145;Auch;20;32;76
32020;Aux-Aussat;000;Commune hors attraction des villes;30;32;76
32021;Avensac;000;Commune hors attraction des villes;30;32;76
32022;Avéron-Bergelle;000;Commune hors attraction des villes;30;32;76
32023;Avezan;000;Commune hors attraction des villes;30;32;76
32024;Ayguetinte;145;Auch;20;32;76
32025;Ayzieu;000;Commune hors attraction des villes;30;32;76
32026;Bajonnette;000;Commune hors attraction des villes;30;32;76
32027;Barcelonne-du-Gers;421;Aire-sur-l'Adour;20;32;76
32028;Barcugnan;000;Commune hors attraction des villes;30;32;76
32029;Barran;145;Auch;20;32;76
32030;Bars;000;Commune hors attraction des villes;30;32;76
32031;Bascous;543;Eauze;20;32;76
32032;Bassoues;000;Commune hors attraction des villes;30;32;76
32033;Bazian;616;Vic-Fezensac;20;32;76
32034;Bazugues;000;Commune hors attraction des villes;30;32;76
32035;Beaucaire;406;Condom;20;32;76
32036;Beaumarchés;000;Commune hors attraction des villes;30;32;76
32037;Beaumont;406;Condom;20;32;76
32038;Beaupuy;005;Toulouse;20;32;76
32039;Beccas;085;Tarbes;20;32;76
32040;Bédéchan;145;Auch;20;32;76
32041;Bellegarde;000;Commune hors attraction des villes;30;32;76
32042;Belloc-Saint-Clamens;145;Auch;20;32;76
32043;Belmont;616;Vic-Fezensac;20;32;76
32044;Béraut;406;Condom;20;32;76
32045;Berdoues;145;Auch;20;32;76
32046;Bernède;421;Aire-sur-l'Adour;20;32;76
32047;Berrac;583;Lectoure;20;32;76
32048;Betcave-Aguin;145;Auch;20;32;76
32049;Bétous;601;Nogaro;20;32;76
32050;Betplan;000;Commune hors attraction des villes;30;32;76
32051;Bézéril;005;Toulouse;20;32;76
32052;Bezolles;406;Condom;20;32;76
32053;Bézues-Bajon;000;Commune hors attraction des villes;30;32;76
32054;Biran;145;Auch;20;32;76
32055;Bivès;000;Commune hors attraction des villes;30;32;76
32056;Blanquefort;145;Auch;20;32;76
32057;Blaziert;406;Condom;20;32;76
32058;Blousson-Sérian;000;Commune hors attraction des villes;30;32;76
32059;Bonas;145;Auch;20;32;76
32060;Boucagnères;145;Auch;20;32;76
32061;Boulaur;145;Auch;20;32;76
32062;Bourrouillan;543;Eauze;20;32;76
32063;Bouzon-Gellenave;000;Commune hors attraction des villes;30;32;76
32064;Bretagne-d'Armagnac;543;Eauze;20;32;76
32065;Le Brouilh-Monbert;145;Auch;20;32;76
32066;Brugnens;000;Commune hors attraction des villes;30;32;76
32067;Cabas-Loumassès;000;Commune hors attraction des villes;30;32;76
32068;Cadeilhan;000;Commune hors attraction des villes;30;32;76
32069;Cadeillan;005;Toulouse;20;32;76
32070;Cahuzac-sur-Adour;000;Commune hors attraction des villes;30;32;76
32071;Caillavet;145;Auch;20;32;76
32072;Callian;000;Commune hors attraction des villes;30;32;76
32073;Campagne-d'Armagnac;543;Eauze;20;32;76
32075;Cassaigne;406;Condom;20;32;76
32076;Castelnau-Barbarens;145;Auch;20;32;76
32077;Castelnau-d'Anglès;654;Mirande;20;32;76
32078;Castelnau-d'Arbieu;583;Lectoure;20;32;76
32079;Castelnau d'Auzan Labarrère;000;Commune hors attraction des villes;30;32;76
32080;Castelnau-sur-l'Auvignon;406;Condom;20;32;76
32081;Castelnavet;000;Commune hors attraction des villes;30;32;76
32082;Castéra-Lectourois;583;Lectoure;20;32;76
32083;Castéra-Verduzan;145;Auch;20;32;76
32084;Castéron;000;Commune hors attraction des villes;30;32;76
32085;Castet-Arrouy;583;Lectoure;20;32;76
32086;Castex;000;Commune hors attraction des villes;30;32;76
32087;Castex-d'Armagnac;000;Commune hors attraction des villes;30;32;76
32088;Castillon-Debats;616;Vic-Fezensac;20;32;76
32089;Castillon-Massas;145;Auch;20;32;76
32090;Castillon-Savès;005;Toulouse;20;32;76
32091;Castin;145;Auch;20;32;76
32092;Catonvielle;005;Toulouse;20;32;76
32093;Caumont;000;Commune hors attraction des villes;30;32;76
32094;Caupenne-d'Armagnac;601;Nogaro;20;32;76
32095;Caussens;406;Condom;20;32;76
32096;Cazaubon;000;Commune hors attraction des villes;30;32;76
32097;Cazaux-d'Anglès;145;Auch;20;32;76
32098;Cazaux-Savès;005;Toulouse;20;32;76
32099;Cazaux-Villecomtal;000;Commune hors attraction des villes;30;32;76
32100;Cazeneuve;543;Eauze;20;32;76
32101;Céran;145;Auch;20;32;76
32102;Cézan;145;Auch;20;32;76
32103;Chélan;000;Commune hors attraction des villes;30;32;76
32104;Clermont-Pouyguillès;145;Auch;20;32;76
32105;Clermont-Savès;005;Toulouse;20;32;76
32106;Cologne;005;Toulouse;20;32;76
32107;Condom;406;Condom;11;32;76
32108;Corneillan;421;Aire-sur-l'Adour;20;32;76
32109;Couloumé-Mondebat;000;Commune hors attraction des villes;30;32;76
32110;Courrensan;000;Commune hors attraction des villes;30;32;76
32111;Courties;000;Commune hors attraction des villes;30;32;76
32112;Crastes;145;Auch;20;32;76
32113;Cravencères;601;Nogaro;20;32;76
32114;Cuélas;000;Commune hors attraction des villes;30;32;76
32115;Dému;000;Commune hors attraction des villes;30;32;76
32116;Duffort;000;Commune hors attraction des villes;30;32;76
32117;Duran;145;Auch;20;32;76
32118;Durban;145;Auch;20;32;76
32119;Eauze;543;Eauze;11;32;76
32120;Encausse;005;Toulouse;20;32;76
32121;Endoufielle;005;Toulouse;20;32;76
32122;Esclassan-Labastide;145;Auch;20;32;76
32123;Escornebœuf;005;Toulouse;20;32;76
32124;Espaon;005;Toulouse;20;32;76
32125;Espas;000;Commune hors attraction des villes;30;32;76
32126;Estampes;000;Commune hors attraction des villes;30;32;76
32127;Estang;000;Commune hors attraction des villes;30;32;76
32128;Estipouy;145;Auch;20;32;76
32129;Estramiac;000;Commune hors attraction des villes;30;32;76
32130;Faget-Abbatial;145;Auch;20;32;76
32131;Flamarens;000;Commune hors attraction des villes;30;32;76
32132;Fleurance;145;Auch;20;32;76
32133;Fourcès;406;Condom;20;32;76
32134;Frégouville;005;Toulouse;20;32;76
32135;Fustérouau;000;Commune hors attraction des villes;30;32;76
32136;Galiax;000;Commune hors attraction des villes;30;32;76
32138;Garravet;005;Toulouse;20;32;76
32139;Gaudonville;000;Commune hors attraction des villes;30;32;76
32140;Gaujac;005;Toulouse;20;32;76
32141;Gaujan;000;Commune hors attraction des villes;30;32;76
32142;Gavarret-sur-Aulouste;145;Auch;20;32;76
32143;Gazaupouy;406;Condom;20;32;76
32144;Gazax-et-Baccarisse;000;Commune hors attraction des villes;30;32;76
32145;Gée-Rivière;421;Aire-sur-l'Adour;20;32;76
32146;Gimbrède;093;Agen;20;32;76
32147;Gimont;005;Toulouse;20;32;76
32148;Giscaro;005;Toulouse;20;32;76
32149;Gondrin;000;Commune hors attraction des villes;30;32;76
32150;Goutz;145;Auch;20;32;76
32151;Goux;000;Commune hors attraction des villes;30;32;76
32152;Haget;085;Tarbes;20;32;76
32153;Haulies;145;Auch;20;32;76
32154;Homps;000;Commune hors attraction des villes;30;32;76
32155;Le Houga;000;Commune hors attraction des villes;30;32;76
32156;Idrac-Respaillès;145;Auch;20;32;76
32157;L'Isle-Arné;005;Toulouse;20;32;76
32158;L'Isle-Bouzon;583;Lectoure;20;32;76
32159;L'Isle-de-Noé;145;Auch;20;32;76
32160;L'Isle-Jourdain;005;Toulouse;20;32;76
32161;Izotges;000;Commune hors attraction des villes;30;32;76
32162;Jegun;145;Auch;20;32;76
32163;Jû-Belloc;000;Commune hors attraction des villes;30;32;76
32164;Juillac;000;Commune hors attraction des villes;30;32;76
32165;Juilles;005;Toulouse;20;32;76
32166;Justian;616;Vic-Fezensac;20;32;76
32167;Laas;000;Commune hors attraction des villes;30;32;76
32169;Labarthe;145;Auch;20;32;76
32170;Labarthète;000;Commune hors attraction des villes;30;32;76
32171;Labastide-Savès;005;Toulouse;20;32;76
32172;Labéjan;145;Auch;20;32;76
32173;Labrihe;000;Commune hors attraction des villes;30;32;76
32174;Ladevèze-Rivière;000;Commune hors attraction des villes;30;32;76
32175;Ladevèze-Ville;000;Commune hors attraction des villes;30;32;76
32176;Lagarde;583;Lectoure;20;32;76
32177;Lagarde-Hachan;000;Commune hors attraction des villes;30;32;76
32178;Lagardère;000;Commune hors attraction des villes;30;32;76
32180;Lagraulet-du-Gers;543;Eauze;20;32;76
32181;Laguian-Mazous;000;Commune hors attraction des villes;30;32;76
32182;Lahas;005;Toulouse;20;32;76
32183;Lahitte;145;Auch;20;32;76
32184;Lalanne;145;Auch;20;32;76
32185;Lalanne-Arqué;000;Commune hors attraction des villes;30;32;76
32186;Lamaguère;000;Commune hors attraction des villes;30;32;76
32187;Lamazère;145;Auch;20;32;76
32188;Lamothe-Goas;583;Lectoure;20;32;76
32189;Lannemaignan;106;Mont-de-Marsan;20;32;76
32190;Lannepax;543;Eauze;20;32;76
32191;Lanne-Soubiran;601;Nogaro;20;32;76
32192;Lannux;421;Aire-sur-l'Adour;20;32;76
32193;Larée;000;Commune hors attraction des villes;30;32;76
32194;Larressingle;406;Condom;20;32;76
32195;Larroque-Engalin;000;Commune hors attraction des villes;30;32;76
32196;Larroque-Saint-Sernin;000;Commune hors attraction des villes;30;32;76
32197;Larroque-sur-l'Osse;406;Condom;20;32;76
32198;Lartigue;145;Auch;20;32;76
32199;Lasserrade;000;Commune hors attraction des villes;30;32;76
32200;Lasséran;145;Auch;20;32;76
32201;Lasseube-Propre;145;Auch;20;32;76
32202;Laujuzan;601;Nogaro;20;32;76
32203;Lauraët;406;Condom;20;32;76
32204;Lavardens;145;Auch;20;32;76
32205;Laveraët;000;Commune hors attraction des villes;30;32;76
32206;Laymont;005;Toulouse;20;32;76
32207;Leboulin;145;Auch;20;32;76
32208;Lectoure;583;Lectoure;11;32;76
32209;Lelin-Lapujolle;421;Aire-sur-l'Adour;20;32;76
32210;Lias;005;Toulouse;20;32;76
32211;Lias-d'Armagnac;601;Nogaro;20;32;76
32212;Ligardes;406;Condom;20;32;76
32213;Lombez;005;Toulouse;20;32;76
32214;Loubédat;601;Nogaro;20;32;76
32215;Loubersan;145;Auch;20;32;76
32216;Lourties-Monbrun;145;Auch;20;32;76
32217;Louslitges;000;Commune hors attraction des villes;30;32;76
32218;Loussous-Débat;000;Commune hors attraction des villes;30;32;76
32219;Lupiac;000;Commune hors attraction des villes;30;32;76
32220;Luppé-Violles;421;Aire-sur-l'Adour;20;32;76
32221;Lussan;145;Auch;20;32;76
32222;Magnan;601;Nogaro;20;32;76
32223;Magnas;000;Commune hors attraction des villes;30;32;76
32224;Maignaut-Tauzia;406;Condom;20;32;76
32225;Malabat;000;Commune hors attraction des villes;30;32;76
32226;Manas-Bastanous;000;Commune hors attraction des villes;30;32;76
32227;Manciet;543;Eauze;20;32;76
32228;Manent-Montané;000;Commune hors attraction des villes;30;32;76
32229;Mansempuy;000;Commune hors attraction des villes;30;32;76
