Transporteur;Gare origine;Gare origine - code UIC;Destination;Gare destination - code UIC;Classe;Profil tarifaire;Prix minimum;Prix maximum
TGV INOUI;PERPIGNAN;87784009;TGV HAUTE PICARDIE;87313882;2;Tarif Réglementé;126;159
TGV INOUI;LILLE FLANDRES;87286005;NICE VILLE;87756056;1;Tarif Normal;36;208
TGV INOUI;CANNES;87757625;BESANCON - F COMTE TGV;87300863;1;Tarif Normal;31;187
TGV INOUI;LILLE FLANDRES;87286005;VANNES;87476606;2;Tarif Normal;25;121
TGV INOUI;LILLE FLANDRES;87286005;TOURCOING;87286542;1;Tarif Normal;7;12
TGV INOUI;LAMBALLE;87473108;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25;120
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;VALENCE VILLE;87761007;1;Tarif Normal;31;167
TGV INOUI;BOURG ST MAURICE;87741793;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Normal;31;121
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;ST PIERRE DES CORPS;87571240;2;Tarif Normal;15;71
TGV INOUI;LILLE FLANDRES;87286005;LORIENT;87476002;2;Tarif Normal;25;126
TGV INOUI;LILLE FLANDRES;87286005;ROUBAIX;87286732;2;Tarif Normal;3;3
TGV INOUI;LILLE FLANDRES;87286005;ST AVRE LA CHAMBRE;87741306;1;Tarif Normal;51;193
TGV INOUI;NIMES;87775007;BESANCON - F COMTE TGV;87300863;2;Tarif Normal;20;113
TGV INOUI;PARIS NORD;87271007;CALAIS FRETHUN;87281071;1;Tarif Réglementé;72;72
TGV INOUI;LILLE FLANDRES;87286005;AURAY;87476200;1;Tarif Normal;31;166
TGV INOUI;TGV HAUTE PICARDIE;87313882;AURAY;87476200;2;Tarif Normal;25;106
TGV INOUI;LILLE FLANDRES;87286005;CANNES;87757625;1;Tarif Normal;36;208
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;MORLAIX;87474338;1;Tarif Normal;26;162
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;POITIERS;87575001;1;Tarif Normal;24;130
TGV INOUI;NIMES;87775007;PARIS NORD;87271007;1;Tarif Normal;31;184
TGV INOUI;TOURCOING;87286542;ARRAS;87342014;2;Tarif Réglementé;19;35
TGV INOUI;LILLE FLANDRES;87286005;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Normal;30;128
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;NANTES;87481002;1;Tarif Réglementé;95;95
TGV INOUI;LILLE FLANDRES;87286005;NANTES;87481002;1;Tarif Normal;31;157
TGV INOUI;LILLE FLANDRES;87286005;LYON PERRACHE;87722025;2;Tarif Réglementé;97;154
TGV INOUI;TGV HAUTE PICARDIE;87313882;VANNES;87476606;2;Tarif Normal;25;106
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Réglementé;113;113
TGV INOUI;MONTBARD;87713131;BESANCON - F COMTE TGV;87300863;1;Tarif Normal;34;56
TGV INOUI;LILLE FLANDRES;87286005;FUTUROSCOPE;87324095;2;Tarif Normal;25;109
TGV INOUI;BEZIERS;87781005;PARIS NORD;87271007;2;Tarif Normal;25;131
TGV INOUI;LORIENT;87476002;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25;106
TGV INOUI;LILLE FLANDRES;87286005;VALENCE TGV RHONE-ALPES SUD;87763029;2;Tarif Réglementé;104;154
TGV INOUI;BESANCON - F COMTE TGV;87300863;NIMES PONT DU GARD;87703975;1;Tarif Réglementé;113;113
TGV INOUI;PARIS NORD;87271007;VALENCIENNES;87343004;1;Tarif Normal;17;81
TGV INOUI;LILLE FLANDRES;87286005;CHAMBERY CHALLES LES EAUX;87741009;2;Tarif Normal;25;143
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Normal;20;127
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;NARBONNE;87781104;1;Tarif Réglementé;124;124
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;ST NAZAIRE;87481705;2;Tarif Normal;25;99
TGV INOUI;LILLE FLANDRES;87286005;MASSY TGV;87393702;2;Tarif Réglementé;45;82
TGV INOUI;PARIS NORD;87271007;LE CREUSOT MONTCEAU MONTCHANIN;87694109;2;Tarif Normal;20;89
TGV INOUI;TGV HAUTE PICARDIE;87313882;ST PIERRE DES CORPS;87571240;1;Tarif Normal;29;137
TGV INOUI;CROIX WASQUEHAL;87286716;PARIS GARE DE LYON;87686006;1;Tarif Normal;17;89
TGV INOUI;LILLE FLANDRES;87286005;AURAY;87476200;2;Tarif Normal;25;122
TGV INOUI;LILLE FLANDRES;87286005;POITIERS;87575001;2;Tarif Normal;25;119
TGV INOUI;LILLE FLANDRES;87286005;AIME LA PLAGNE;87741769;1;Tarif Réglementé;136;136
TGV INOUI;DIJON VILLE;87713040;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Réglementé;54;54
TGV INOUI;DUNKERQUE;87281006;LENS;87345025;2;Tarif Normal;9;21
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Normal;19;99
TGV INOUI;LILLE FLANDRES;87286005;VIERZON VILLE;87576009;1;Tarif Normal;29;130
TGV INOUI;PARIS NORD;87271007;AIX LES BAINS LE REVARD;87741132;1;Tarif Normal;31;163
TGV INOUI;ANNEMASSE;87745497;TGV HAUTE PICARDIE;87313882;2;Tarif Réglementé;96;156
TGV INOUI;ST MAIXENT DEUX SEVRES;87485490;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Normal;20;100
TGV INOUI;MONTBARD;87713131;BESANCON - F COMTE TGV;87300863;2;Tarif Réglementé;33;48
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;ST JEAN DE LUZ CIBOURE;87677120;2;Tarif Normal;25;137
TGV INOUI;LILLE FLANDRES;87286005;BOURG ST MAURICE;87741793;2;Tarif Normal;25;143
TGV INOUI;TGV HAUTE PICARDIE;87313882;BAYONNE;87673004;2;Tarif Normal;30;139
TGV INOUI;AIX EN PROVENCE TGV;87319012;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Normal;20;139
TGV INOUI;BESANCON - F COMTE TGV;87300863;ALBERTVILLE;87741645;2;Tarif Normal;20;75
TGV INOUI;LILLE FLANDRES;87286005;ROSPORDEN;87474155;1;Tarif Normal;31;184
TGV INOUI;LILLE FLANDRES;87286005;ANGOULEME;87583005;2;Tarif Réglementé;98;156
TGV INOUI;CLUSES  74;87746370;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;31;180
TGV INOUI;JUVISY TGV;87496695;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Normal;17;54
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;ST PIERRE DES CORPS;87571240;1;Tarif Réglementé;69;69
TGV INOUI;LILLE FLANDRES;87286005;ANGOULEME;87583005;1;Tarif Réglementé;129;129
TGV INOUI;PARIS NORD;87271007;AIME LA PLAGNE;87741769;1;Tarif Normal;31;201
TGV INOUI;LILLE FLANDRES;87286005;RENNES;87471003;1;Tarif Réglementé;118;118
TGV INOUI;LILLE FLANDRES;87286005;ST JEAN DE MAURIENNE ARVAN;87742320;2;Tarif Réglementé;106;167
TGV INOUI;LYON PART DIEU;87723197;BESANCON - F COMTE TGV;87300863;1;Tarif Réglementé;56;56
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;NIMES - MANDUEL;87688762;2;Tarif Normal;25;129
TGV INOUI;PARIS NORD;87271007;ANNEMASSE;87745497;2;Tarif Normal;25;121
TGV INOUI;ANGOULEME;87583005;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25;132
TGV INOUI;TOURCOING;87286542;CROIX WASQUEHAL;87286716;2;Tarif Normal;2;2
TGV INOUI;MOUTIERS SALINS BRIDES L BAINS;87741728;BESANCON - F COMTE TGV;87300863;1;Tarif Normal;26;101
TGV INOUI;PARIS NORD;87271007;BOURG ST MAURICE;87741793;2;Tarif Normal;25;133
TGV INOUI;LILLE FLANDRES;87286005;PARIS GARE DE LYON;87686006;1;Tarif Normal;17;93
TGV INOUI;MACON VILLE;87725689;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Normal;17;82
TGV INOUI;LES AUBRAIS;87543017;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Normal;11;48
TGV INOUI;AIX EN PROVENCE TGV;87319012;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;30;149
TGV INOUI;LILLE FLANDRES;87286005;TOURS;87571000;1;Tarif Normal;45;148
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;MOUTIERS SALINS BRIDES L BAINS;87741728;1;Tarif Normal;31;188
TGV INOUI;HENDAYE;87677005;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;30;139
TGV INOUI;DUNKERQUE;87281006;LANDRY;87741777;2;Tarif Normal;25;127
TGV INOUI;LILLE FLANDRES;87286005;POITIERS;87575001;2;Tarif Réglementé;87;143
TGV INOUI;PARIS NORD;87271007;ST MICHEL VALLOIRE;87742361;2;Tarif Normal;25;128
TGV INOUI;LILLE FLANDRES;87286005;BELLEGARDE;87745000;2;Tarif Normal;25;133
TGV INOUI;LILLE FLANDRES;87286005;BREST;87474007;1;Tarif Normal;56;176
TGV INOUI;CROIX WASQUEHAL;87286716;PARIS GARE DE LYON;87686006;2;Tarif Normal;15;63
TGV INOUI;ARRAS;87342014;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;7;24
TGV INOUI;LILLE FLANDRES;87286005;BIARRITZ;87673400;2;Tarif Normal;30;143
TGV INOUI;PARIS NORD;87271007;EVIAN LES BAINS;87745679;1;Tarif Normal;31;192
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;NIMES PONT DU GARD;87703975;2;Tarif Réglementé;95;152
TGV INOUI;BESANCON VIOTTE;87718007;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Normal;12;26
TGV INOUI;LILLE FLANDRES;87286005;LIBOURNE;87584052;2;Tarif Normal;25;134
TGV INOUI;LILLE FLANDRES;87286005;ST MICHEL VALLOIRE;87742361;1;Tarif Normal;51;193
TGV INOUI;LILLE FLANDRES;87286005;ANNEMASSE;87745497;1;Tarif Normal;31;185
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;BEAUNE;87713545;1;Tarif Normal;17;74
TGV INOUI;LYON PERRACHE;87722025;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Normal;15;74
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;ECOLE VALENTIN;87710731;2;Tarif Normal;34;83
TGV INOUI;LILLE FLANDRES;87286005;ST MICHEL VALLOIRE;87742361;1;Tarif Réglementé;136;136
TGV INOUI;LILLE FLANDRES;87286005;ALBERTVILLE;87741645;2;Tarif Normal;25;143
TGV INOUI;GRENOBLE;87747006;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;31;170
TGV INOUI;BORDEAUX ST JEAN;87581009;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Réglementé;91;166
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;CHALON SUR SAONE;87725002;2;Tarif Normal;15;56
TGV INOUI;LILLE FLANDRES;87286005;PARIS GARE DE LYON;87686006;2;Tarif Normal;15;68
TGV INOUI;LILLE FLANDRES;87286005;ANNECY;87746008;2;Tarif Normal;25;133
TGV INOUI;LILLE FLANDRES;87286005;NIORT;87485300;2;Tarif Normal;25;122
TGV INOUI;DUNKERQUE;87281006;ANNECY;87746008;2;Tarif Normal;25;127
TGV INOUI;AVIGNON CENTRE;87765008;BESANCON - F COMTE TGV;87300863;2;Tarif Normal;37;95
TGV INOUI;PARIS NORD;87271007;TOULON;87755009;1;Tarif Normal;31;209
TGV INOUI;LILLE FLANDRES;87286005;MARSEILLE ST CHARLES;87751008;1;Tarif Normal;36;213
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;LES ARCS DRAGUIGNAN;87755447;2;Tarif Normal;25;149
TGV INOUI;NICE VILLE;87756056;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Normal;31;210
TGV INOUI;ROSPORDEN;87474155;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;31;152
TGV INOUI;LILLE FLANDRES;87286005;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Normal;30;153
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;THONON LES BAINS;87745646;1;Tarif Normal;31;192
TGV INOUI;NIMES;87775007;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;36;201
TGV INOUI;DUNKERQUE;87281006;LYON-SAINT EXUPERY TGV;87762906;1;Tarif Normal;31;168
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;BESANCON - F COMTE TGV;87300863;1;Tarif Normal;26;167
TGV INOUI;LILLE FLANDRES;87286005;AIME LA PLAGNE;87741769;2;Tarif Réglementé;106;167
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;ST GERVAIS LES BAINS LE FAYET;87746479;1;Tarif Normal;31;198
TGV INOUI;SAUMUR;87487603;AVIGNON TGV;87318964;1;Tarif Normal;31;189
TGV INOUI;LYON PERRACHE;87722025;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Réglementé;73;73
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;AIME LA PLAGNE;87741769;1;Tarif Réglementé;127;127
TGV INOUI;MASSY TGV;87393702;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Réglementé;39;39
TGV INOUI;LILLE FLANDRES;87286005;NIMES PONT DU GARD;87703975;1;Tarif Normal;36;203
TGV INOUI;TGV HAUTE PICARDIE;87313882;ST MICHEL VALLOIRE;87742361;1;Tarif Normal;31;180
TGV INOUI;LILLE FLANDRES;87286005;ST RAPHAEL VALESCURE;87757526;1;Tarif Normal;36;208
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;ALBERTVILLE;87741645;1;Tarif Normal;29;114
TGV INOUI;LILLE FLANDRES;87286005;ST JEAN DE MAURIENNE ARVAN;87742320;1;Tarif Réglementé;136;136
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;TOULON;87755009;1;Tarif Normal;31;209
TGV INOUI;AVIGNON TGV;87318964;ARRAS;87342014;2;Tarif Normal;30;153
TGV INOUI;LYON PERRACHE;87722025;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Normal;25;109
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;LES ARCS DRAGUIGNAN;87755447;1;Tarif Réglementé;141;141
TGV INOUI;LE MANS;87396002;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Réglementé;42;81
TGV INOUI;LILLE FLANDRES;87286005;MONTBARD;87713131;2;Tarif Normal;25;104
TGV INOUI;TGV HAUTE PICARDIE;87313882;ST PIERRE DES CORPS;87571240;2;Tarif Réglementé;74;119
TGV INOUI;NICE VILLE;87756056;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Réglementé;115;159
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Réglementé;90;90
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;ANTIBES;87757674;1;Tarif Normal;31;217
TGV INOUI;LILLE FLANDRES;87286005;MONTPELLIER SAINT-ROCH;87773002;2;Tarif Réglementé;121;159
TGV INOUI;TGV HAUTE PICARDIE;87313882;TOULON;87755009;1;Tarif Normal;36;207
TGV INOUI;LAVAL;87478404;LILLE FLANDRES;87286005;1;Tarif Réglementé;110;110
TGV INOUI;LILLE FLANDRES;87286005;LE CREUSOT MONTCEAU MONTCHANIN;87694109;2;Tarif Normal;25;121
TGV INOUI;LILLE FLANDRES;87286005;NARBONNE;87781104;1;Tarif Normal;36;214
TGV INOUI;LILLE FLANDRES;87286005;BELLEGARDE;87745000;1;Tarif Normal;31;185
TGV INOUI;AVIGNON TGV;87318964;DOUAI;87345009;1;Tarif Normal;36;209
TGV INOUI;LILLE FLANDRES;87286005;PERPIGNAN;87784009;2;Tarif Normal;30;153
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;PERPIGNAN;87784009;1;Tarif Normal;31;208
TGV INOUI;HAZEBROUCK;87286302;LENS;87345025;1;Tarif Normal;7;23
TGV INOUI;LILLE FLANDRES;87286005;SETE;87773200;2;Tarif Normal;30;142
TGV INOUI;TGV HAUTE PICARDIE;87313882;LIBOURNE;87584052;1;Tarif Normal;31;162
TGV INOUI;ST AVRE LA CHAMBRE;87741306;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Réglementé;83;147
TGV INOUI;LILLE FLANDRES;87286005;MOUTIERS SALINS BRIDES L BAINS;87741728;2;Tarif Réglementé;106;167
TGV INOUI;ANGERS ST LAUD;87484006;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Réglementé;57;107
TGV INOUI;HAZEBROUCK;87286302;BETHUNE;87342006;2;Tarif Normal;9;9
TGV INOUI;TGV HAUTE PICARDIE;87313882;VALENCE VILLE;87761007;2;Tarif Normal;25;118
TGV INOUI;DAX;87673202;LILLE FLANDRES;87286005;1;Tarif Normal;36;190
TGV INOUI;PARIS GARE DE LYON;87686006;BESANCON - F COMTE TGV;87300863;2;Tarif Normal;20;93
TGV INOUI;LILLE FLANDRES;87286005;NARBONNE;87781104;2;Tarif Normal;30;153
TGV INOUI;LAVAL;87478404;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Réglementé;59;112
TGV INOUI;AVIGNON TGV;87318964;MASSY PALAISEAU;87393579;1;Tarif Normal;31;179
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Normal;15;74
TGV INOUI;BESANCON - F COMTE TGV;87300863;ST RAPHAEL VALESCURE;87757526;2;Tarif Réglementé;98;161
TGV INOUI;AVIGNON TGV;87318964;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Normal;20;121
TGV INOUI;LILLE FLANDRES;87286005;ST AVRE LA CHAMBRE;87741306;1;Tarif Réglementé;136;136
TGV INOUI;LILLE FLANDRES;87286005;ECOLE VALENTIN;87710731;2;Tarif Normal;48;120
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Normal;20;136
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;BESANCON - F COMTE TGV;87300863;2;Tarif Normal;20;114
TGV INOUI;TOURCOING;87286542;CROIX WASQUEHAL;87286716;1;Tarif Normal;6;10
TGV INOUI;LILLE FLANDRES;87286005;MONTPELLIER SAINT-ROCH;87773002;1;Tarif Réglementé;154;154
TGV INOUI;TGV HAUTE PICARDIE;87313882;SALLANCHES COMBLOUX MEGEVE;87746438;1;Tarif Réglementé;128;128
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;ST RAPHAEL VALESCURE;87757526;2;Tarif Réglementé;115;159
TGV INOUI;LILLE FLANDRES;87286005;AIME LA PLAGNE;87741769;2;Tarif Normal;25;143
TGV INOUI;DUNKERQUE;87281006;ST AVRE LA CHAMBRE;87741306;2;Tarif Normal;25;127
TGV INOUI;LA ROCHELLE VILLE;87485003;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Normal;29;151
TGV INOUI;BOULOGNE VILLE;87317586;RANG DU FLIERS VERTON;87317057;1;Tarif Normal;14;19
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Réglementé;98;160
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;TGV HAUTE PICARDIE;87313882;1;Tarif Réglementé;128;128
TGV INOUI;DUNKERQUE;87281006;LANDRY;87741777;1;Tarif Normal;31;175
TGV INOUI;ROUBAIX;87286732;PARIS GARE DE LYON;87686006;2;Tarif Normal;15;63
TGV INOUI;LILLE FLANDRES;87286005;LYON PART DIEU;87723197;1;Tarif Réglementé;123;123
TGV INOUI;ROUBAIX;87286732;ARRAS;87342014;1;Tarif Réglementé;22;22
TGV INOUI;DUNKERQUE;87281006;CHAMBERY CHALLES LES EAUX;87741009;1;Tarif Normal;31;175
TGV INOUI;LILLE FLANDRES;87286005;ST MICHEL VALLOIRE;87742361;2;Tarif Réglementé;106;167
TGV INOUI;AVIGNON TGV;87318964;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Réglementé;116;116
TGV INOUI;BESANCON - F COMTE TGV;87300863;LES ARCS DRAGUIGNAN;87755447;2;Tarif Normal;25;124
TGV INOUI;ROUBAIX;87286732;ARRAS;87342014;2;Tarif Réglementé;18;35
TGV INOUI;LILLE FLANDRES;87286005;MODANE;87742007;1;Tarif Normal;51;193
TGV INOUI;LILLE FLANDRES;87286005;LA ROCHE SUR FORON;87746305;1;Tarif Normal;31;175
TGV INOUI;SURGERES;87485227;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Normal;25;102
TGV INOUI;AVIGNON TGV;87318964;VENDOME VILLIERS SUR LOIR;87571216;2;Tarif Normal;25;125
TGV INOUI;GRENOBLE;87747006;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Normal;31;169
TGV INOUI;RENNES;87471003;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;31;155
TGV INOUI;PARIS GARE DE LYON;87686006;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Normal;24;150
TGV INOUI;DUNKERQUE;87281006;PARIS GARE DE LYON;87686006;1;Tarif Normal;19;96
TGV INOUI;RANG DU FLIERS VERTON;87317057;PARIS GARE DE LYON;87686006;1;Tarif Normal;19;97
TGV INOUI;RIVES;87747246;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Normal;45;142
TGV INOUI;ST AVRE LA CHAMBRE;87741306;TGV HAUTE PICARDIE;87313882;1;Tarif Réglementé;128;128
TGV INOUI;MOUTIERS SALINS BRIDES L BAINS;87741728;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Normal;31;119
TGV INOUI;DUNKERQUE;87281006;LYON PART DIEU;87723197;2;Tarif Normal;25;120
TGV INOUI;LILLE FLANDRES;87286005;ALBERTVILLE;87741645;1;Tarif Réglementé;136;136
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;ECOLE VALENTIN;87710731;1;Tarif Normal;14;38
TGV INOUI;DUNKERQUE;87281006;AIX LES BAINS LE REVARD;87741132;2;Tarif Normal;25;127
TGV INOUI;DUNKERQUE;87281006;ST MICHEL VALLOIRE;87742361;2;Tarif Normal;25;127
TGV INOUI;LILLE FLANDRES;87286005;MODANE;87742007;1;Tarif Réglementé;136;136
TGV INOUI;BESANCON - F COMTE TGV;87300863;ANTIBES;87757674;2;Tarif Normal;25;139
TGV INOUI;AIX EN PROVENCE TGV;87319012;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Réglementé;133;133
TGV INOUI;LILLE FLANDRES;87286005;GRENOBLE;87747006;1;Tarif Normal;31;184
TGV INOUI;LILLE FLANDRES;87286005;ST GERVAIS LES BAINS LE FAYET;87746479;2;Tarif Normal;25;143
TGV INOUI;DIJON VILLE;87713040;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Réglementé;39;64
TGV INOUI;LILLE FLANDRES;87286005;ST JEAN DE MAURIENNE ARVAN;87742320;2;Tarif Normal;45;143
TGV INOUI;AIME LA PLAGNE;87741769;BESANCON - F COMTE TGV;87300863;2;Tarif Normal;20;78
TGV INOUI;LILLE FLANDRES;87286005;MARSEILLE ST CHARLES;87751008;1;Tarif Réglementé;154;154
TGV INOUI;CANNES;87757625;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Réglementé;153;153
TGV INOUI;BORDEAUX ST JEAN;87581009;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Normal;25;123
TGV INOUI;AVIGNON TGV;87318964;ECOLE VALENTIN;87710731;2;Tarif Normal;37;91
TGV INOUI;LILLE FLANDRES;87286005;AVIGNON TGV;87318964;1;Tarif Réglementé;154;154
TGV INOUI;DUNKERQUE;87281006;ST JEAN DE MAURIENNE ARVAN;87742320;2;Tarif Normal;25;127
TGV INOUI;LILLE FLANDRES;87286005;LES ARCS DRAGUIGNAN;87755447;1;Tarif Normal;36;219
TGV INOUI;DUNKERQUE;87281006;MODANE;87742007;1;Tarif Normal;31;175
TGV INOUI;AIX EN PROVENCE TGV;87319012;AVIGNON TGV;87318964;1;Tarif Réglementé;34;34
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;ST RAPHAEL VALESCURE;87757526;2;Tarif Normal;25;157
TGV INOUI;DUNKERQUE;87281006;LA ROCHE SUR FORON;87746305;2;Tarif Normal;25;127
TGV INOUI;DUNKERQUE;87281006;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Normal;25;120
TGV INOUI;LILLE FLANDRES;87286005;LA ROCHE SUR FORON;87746305;2;Tarif Normal;25;127
TGV INOUI;FUTUROSCOPE;87324095;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25;102
TGV INOUI;AVIGNON TGV;87318964;BESANCON - F COMTE TGV;87300863;1;Tarif Normal;24;142
TGV INOUI;LA BAULE ESCOUBLAC;87481754;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;40;98
TGV INOUI;LYON PERRACHE;87722025;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Réglementé;53;85
TGV INOUI;LILLE FLANDRES;87286005;CLUSES  74;87746370;1;Tarif Normal;31;185
TGV INOUI;AVIGNON TGV;87318964;LYON PART DIEU;87723197;1;Tarif Réglementé;56;56
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;DOUAI;87345009;2;Tarif Normal;15;56
TGV INOUI;ANGERS ST LAUD;87484006;LILLE FLANDRES;87286005;1;Tarif Réglementé;109;109
TGV INOUI;DIJON VILLE;87713040;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Normal;15;75
TGV INOUI;DIJON VILLE;87713040;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Normal;32;32
TGV INOUI;AVIGNON TGV;87318964;MANTES LA JOLIE;87381509;2;Tarif Normal;25;131
TGV INOUI;PARIS GARE DE LYON;87686006;BESANCON - F COMTE TGV;87300863;1;Tarif Normal;24;135
TGV INOUI;BESANCON VIOTTE;87718007;LILLE FLANDRES;87286005;2;Tarif Normal;25;122
TGV INOUI;LYON PART DIEU;87723197;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Normal;15;74
TGV INOUI;LYON PERRACHE;87722025;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Normal;19;99
TGV INOUI;LE MANS;87396002;TGV HAUTE PICARDIE;87313882;2;Tarif Réglementé;72;106
TGV INOUI;CANNES;87757625;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Normal;25;157
TGV INOUI;LILLE FLANDRES;87286005;TOURCOING;87286542;2;Tarif Normal;4;4
TGV INOUI;MONTBARD;87713131;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Normal;17;93
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Normal;26;182
TGV INOUI;AVIGNON TGV;87318964;VERSAILLES CHANTIERS;87393009;2;Tarif Réglementé;95;156
TGV INOUI;BESANCON - F COMTE TGV;87300863;NIMES PONT DU GARD;87703975;1;Tarif Normal;26;155
TGV INOUI;LILLE FLANDRES;87286005;AGDE;87781278;2;Tarif Normal;30;153
TGV INOUI;BESANCON VIOTTE;87718007;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Normal;24;135
TGV INOUI;LILLE FLANDRES;87286005;SETE;87773200;1;Tarif Normal;36;204
