Transporteur;Gare origine;Gare origine - code UIC;Destination;Gare destination - code UIC;Classe;Profil tarifaire;Prix minimum;Prix maximum
TGV INOUI;NANTES;87481002;ARRAS;87342014;1;Tarif Normal;31;157
TGV INOUI;DAX;87673202;FUTUROSCOPE;87324095;2;Tarif Normal;25;61
TGV INOUI;GUINGAMP;87473207;DOUAI;87345009;2;Tarif Normal;30;119
TGV INOUI;TOURS;87571000;FUTUROSCOPE;87324095;2;Tarif Réglementé;20;29
TGV INOUI;AVIGNON TGV;87318964;ST PIERRE DES CORPS;87571240;1;Tarif Réglementé;134;134
TGV INOUI;BAYONNE;87673004;DOUAI;87345009;1;Tarif Normal;36;181
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;ARRAS;87342014;1;Tarif Normal;36;176
TGV INOUI;DIJON VILLE;87713040;AIX EN PROVENCE TGV;87319012;2;Tarif Réglementé;74;122
TGV INOUI;BIARRITZ;87673400;ARRAS;87342014;1;Tarif Normal;36;181
TGV INOUI;AVIGNON TGV;87318964;BORDEAUX ST JEAN;87581009;1;Tarif Normal;26;141
TGV INOUI;BORDEAUX ST JEAN;87581009;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;31;193
TGV INOUI;AIX EN PROVENCE TGV;87319012;BEAUNE;87713545;1;Tarif Réglementé;94;94
TGV INOUI;BREST;87474007;DOUAI;87345009;1;Tarif Normal;31;167
TGV INOUI;LAVAL;87478404;AVIGNON TGV;87318964;1;Tarif Réglementé;142;142
TGV INOUI;ARRAS;87342014;NIMES - MANDUEL;87688762;2;Tarif Normal;30;139
TGV INOUI;DAX;87673202;DOUAI;87345009;1;Tarif Normal;36;181
TGV INOUI;AVIGNON TGV;87318964;BREAUTE BEUZEVILLE;87413344;2;Tarif Normal;25;129
TGV INOUI;ARRAS;87342014;VALENCE TGV RHONE-ALPES SUD;87763029;2;Tarif Réglementé;104;159
TGV INOUI;AIX EN PROVENCE TGV;87319012;MASSY PALAISEAU;87393579;1;Tarif Normal;31;169
TGV INOUI;CAMBRAI;87345520;ARRAS;87342014;2;Tarif Normal;5;12
TGV INOUI;BIARRITZ;87673400;DOUAI;87345009;1;Tarif Normal;36;181
TGV INOUI;FUTUROSCOPE;87324095;MARMANDE;87586545;1;Tarif Normal;29;90
TGV INOUI;DOUAI;87345009;ST PIERRE DES CORPS;87571240;2;Tarif Réglementé;81;134
TGV INOUI;ANGERS ST LAUD;87484006;AVIGNON TGV;87318964;1;Tarif Normal;31;198
TGV INOUI;AIX EN PROVENCE TGV;87319012;MENTON;87756486;2;Tarif Normal;20;44
TGV INOUI;QUIMPERLE;87476317;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;20;113
TGV INOUI;ST JEAN DE MAURIENNE ARVAN;87742320;ARRAS;87342014;2;Tarif Normal;51;143
TGV INOUI;LORIENT;87476002;DOUAI;87345009;2;Tarif Normal;25;116
TGV INOUI;AIX EN PROVENCE TGV;87319012;MASSY TGV;87393702;2;Tarif Normal;25;131
TGV INOUI;SURGERES;87485227;ARRAS;87342014;1;Tarif Normal;31;162
TGV INOUI;QUIMPERLE;87476317;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Réglementé;111;111
TGV INOUI;AIX EN PROVENCE TGV;87319012;LES ARCS DRAGUIGNAN;87755447;1;Tarif Réglementé;34;34
TGV INOUI;DOUAI;87345009;MONTAUBAN VILLE BOURBON;87611244;2;Tarif Normal;30;143
TGV INOUI;ST MAIXENT DEUX SEVRES;87485490;ARRAS;87342014;2;Tarif Normal;25;118
TGV INOUI;ARRAS;87342014;NIMES PONT DU GARD;87703975;1;Tarif Normal;36;213
TGV INOUI;BORDEAUX ST JEAN;87581009;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;25;123
TGV INOUI;AVIGNON TGV;87318964;LE CREUSOT MONTCEAU MONTCHANIN;87694109;2;Tarif Normal;20;71
TGV INOUI;LAVAL;87478404;DOUAI;87345009;2;Tarif Normal;25;97
TGV INOUI;ANGOULEME;87583005;FUTUROSCOPE;87324095;2;Tarif Normal;12;26
TGV INOUI;SURGERES;87485227;ARRAS;87342014;2;Tarif Normal;25;122
TGV INOUI;LE POULIGUEN;87481762;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;25;98
TGV INOUI;AVIGNON TGV;87318964;MOUCHARD;87718833;1;Tarif Normal;29;94
TGV INOUI;ARRAS;87342014;NARBONNE;87781104;2;Tarif Normal;30;142
TGV INOUI;BOURG ST MAURICE;87741793;ARRAS;87342014;1;Tarif Réglementé;136;136
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;ARRAS;87342014;2;Tarif Normal;30;118
TGV INOUI;ANGOULEME;87583005;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;20;107
TGV INOUI;AIX EN PROVENCE TGV;87319012;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Réglementé;53;89
TGV INOUI;DOUAI;87345009;ST MICHEL VALLOIRE;87742361;2;Tarif Normal;51;143
TGV INOUI;PAU;87672006;FUTUROSCOPE;87324095;2;Tarif Normal;25;70
TGV INOUI;ARRAS;87342014;ALBERTVILLE;87741645;2;Tarif Réglementé;106;167
TGV INOUI;LE POULIGUEN;87481762;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Réglementé;73;128
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;ARRAS;87342014;1;Tarif Normal;36;213
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;ARRAS;87342014;2;Tarif Réglementé;106;167
TGV INOUI;AIX EN PROVENCE TGV;87319012;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Normal;17;58
TGV INOUI;ST MAIXENT DEUX SEVRES;87485490;ARRAS;87342014;1;Tarif Normal;29;156
TGV INOUI;ANGERS ST LAUD;87484006;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;24;125
TGV INOUI;AVIGNON TGV;87318964;MARSEILLE ST CHARLES;87751008;1;Tarif Réglementé;34;34
TGV INOUI;ANGERS ST LAUD;87484006;DOUAI;87345009;2;Tarif Normal;25;103
TGV INOUI;CANNES;87757625;ARRAS;87342014;1;Tarif Normal;36;207
TGV INOUI;AIX EN PROVENCE TGV;87319012;MONTPELLIER SAINT-ROCH;87773002;2;Tarif Normal;15;40
TGV INOUI;ANGERS ST LAUD;87484006;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Réglementé;57;107
TGV INOUI;BORDEAUX ST JEAN;87581009;ARRAS;87342014;1;Tarif Réglementé;143;143
TGV INOUI;DOUAI;87345009;ST MICHEL VALLOIRE;87742361;2;Tarif Réglementé;106;167
TGV INOUI;AVIGNON TGV;87318964;MASSY TGV;87393702;2;Tarif Normal;25;131
TGV INOUI;VENDOME VILLIERS SUR LOIR;87571216;ARRAS;87342014;2;Tarif Normal;25;101
TGV INOUI;LYON PART DIEU;87723197;DOUAI;87345009;1;Tarif Réglementé;123;123
TGV INOUI;ARRAS;87342014;SALLANCHES COMBLOUX MEGEVE;87746438;1;Tarif Normal;57;175
TGV INOUI;DOUAI;87345009;SALLANCHES COMBLOUX MEGEVE;87746438;1;Tarif Normal;57;175
TGV INOUI;LANDRY;87741777;ARRAS;87342014;2;Tarif Réglementé;106;167
TGV INOUI;AIX EN PROVENCE TGV;87319012;NARBONNE;87781104;2;Tarif Normal;20;53
TGV INOUI;PORNICHET;87481747;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;25;98
TGV INOUI;AVIGNON TGV;87318964;MIRAMAS;87753004;2;Tarif Normal;7;16
TGV INOUI;AIX EN PROVENCE TGV;87319012;VENDOME VILLIERS SUR LOIR;87571216;2;Tarif Normal;25;125
TGV INOUI;ST JEAN DE MAURIENNE ARVAN;87742320;ARRAS;87342014;1;Tarif Réglementé;136;136
TGV INOUI;AVIGNON TGV;87318964;MARSEILLE ST CHARLES;87751008;2;Tarif Normal;15;33
TGV INOUI;LYON PART DIEU;87723197;DOUAI;87345009;2;Tarif Réglementé;97;154
TGV INOUI;ARRAS;87342014;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Réglementé;136;136
TGV INOUI;MOUTIERS SALINS BRIDES L BAINS;87741728;ARRAS;87342014;1;Tarif Normal;31;193
TGV INOUI;ARRAS;87342014;TOULOUSE MATABIAU;87611004;2;Tarif Normal;30;143
TGV INOUI;LYON PERRACHE;87722025;ARRAS;87342014;2;Tarif Réglementé;97;154
TGV INOUI;LA ROCHELLE VILLE;87485003;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Réglementé;76;130
TGV INOUI;ST BRIEUC;87473009;DOUAI;87345009;1;Tarif Normal;36;161
TGV INOUI;LAMBALLE;87473108;DOUAI;87345009;2;Tarif Normal;30;119
TGV INOUI;AIX EN PROVENCE TGV;87319012;TOULON;87755009;2;Tarif Réglementé;18;27
TGV INOUI;ARRAS;87342014;VALENCIENNES;87343004;1;Tarif Normal;8;27
TGV INOUI;LA BAULE ESCOUBLAC;87481754;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;29;151
TGV INOUI;AVIGNON TGV;87318964;CANNES;87757625;2;Tarif Réglementé;48;82
TGV INOUI;ST MAIXENT DEUX SEVRES;87485490;DOUAI;87345009;1;Tarif Normal;31;156
TGV INOUI;ARRAS;87342014;MONTAUBAN VILLE BOURBON;87611244;2;Tarif Normal;30;139
TGV INOUI;AVIGNON TGV;87318964;LES ARCS DRAGUIGNAN;87755447;1;Tarif Réglementé;55;55
TGV INOUI;ST AVRE LA CHAMBRE;87741306;DOUAI;87345009;2;Tarif Réglementé;106;167
TGV INOUI;VANNES;87476606;DOUAI;87345009;2;Tarif Normal;25;116
TGV INOUI;AIX EN PROVENCE TGV;87319012;ST PIERRE DES CORPS;87571240;1;Tarif Normal;31;185
TGV INOUI;BETHUNE;87342006;LENS;87345025;1;Tarif Normal;9;13
TGV INOUI;AVIGNON TGV;87318964;LES ARCS DRAGUIGNAN;87755447;2;Tarif Réglementé;42;73
TGV INOUI;ALBERTVILLE;87741645;DOUAI;87345009;2;Tarif Normal;25;143
TGV INOUI;NANTES;87481002;DOUAI;87345009;1;Tarif Normal;31;157
TGV INOUI;DOUAI;87345009;SETE;87773200;2;Tarif Normal;30;139
TGV INOUI;LA ROCHE SUR FORON;87746305;ARRAS;87342014;1;Tarif Normal;57;175
TGV INOUI;ARRAS;87342014;DOUAI;87345009;2;Tarif Normal;7;7
TGV INOUI;ANGERS ST LAUD;87484006;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;20;84
TGV INOUI;ARRAS;87342014;ST JEAN DE LUZ CIBOURE;87677120;1;Tarif Normal;36;181
TGV INOUI;AIX EN PROVENCE TGV;87319012;ECOLE VALENTIN;87710731;1;Tarif Normal;51;152
TGV INOUI;AIX EN PROVENCE TGV;87319012;NICE VILLE;87756056;2;Tarif Normal;20;46
TGV INOUI;CAMBRAI;87345520;DOUAI;87345009;1;Tarif Normal;12;17
TGV INOUI;LANDRY;87741777;DOUAI;87345009;2;Tarif Réglementé;106;167
TGV INOUI;ANGERS ST LAUD;87484006;DOUAI;87345009;1;Tarif Normal;31;147
TGV INOUI;GRENOBLE;87747006;ARRAS;87342014;1;Tarif Normal;31;184
TGV INOUI;AVIGNON TGV;87318964;LYON PERRACHE;87722025;1;Tarif Réglementé;56;56
TGV INOUI;AVIGNON TGV;87318964;ST RAPHAEL VALESCURE;87757526;2;Tarif Normal;15;59
TGV INOUI;CLUSES  74;87746370;ARRAS;87342014;2;Tarif Normal;51;127
TGV INOUI;MARSEILLE ST CHARLES;87751008;ARRAS;87342014;1;Tarif Réglementé;154;154
TGV INOUI;NICE VILLE;87756056;ARRAS;87342014;1;Tarif Normal;36;218
TGV INOUI;ARRAS;87342014;LE CREUSOT MONTCEAU MONTCHANIN;87694109;2;Tarif Réglementé;90;142
TGV INOUI;POITIERS;87575001;FUTUROSCOPE;87324095;2;Tarif Normal;2;3
TGV INOUI;BIARRITZ;87673400;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;31;200
TGV INOUI;SURGERES;87485227;DOUAI;87345009;1;Tarif Normal;31;162
TGV INOUI;AVIGNON CENTRE;87765008;ARRAS;87342014;1;Tarif Normal;36;195
TGV INOUI;AVIGNON TGV;87318964;CHALON SUR SAONE;87725002;1;Tarif Réglementé;78;78
TGV INOUI;ARRAS;87342014;ST BRIEUC;87473009;1;Tarif Normal;36;161
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;ST NAZAIRE;87481705;1;Tarif Réglementé;95;95
TGV INOUI;FUTUROSCOPE;87324095;TOULOUSE MATABIAU;87611004;1;Tarif Normal;29;111
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;DOUAI;87345009;2;Tarif Normal;25;143
TGV INOUI;AIX EN PROVENCE TGV;87319012;ST RAPHAEL VALESCURE;87757526;1;Tarif Normal;17;58
TGV INOUI;LE MANS;87396002;DOUAI;87345009;2;Tarif Normal;25;94
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;25;129
TGV INOUI;ST MAIXENT DEUX SEVRES;87485490;DOUAI;87345009;2;Tarif Normal;25;118
TGV INOUI;MODANE;87742007;DOUAI;87345009;1;Tarif Réglementé;136;136
TGV INOUI;AVIGNON TGV;87318964;MACON LOCHE TGV;87725705;2;Tarif Normal;15;64
TGV INOUI;AVIGNON TGV;87318964;CANNES;87757625;1;Tarif Normal;19;98
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;ST PIERRE DES CORPS;87571240;1;Tarif Normal;17;104
TGV INOUI;ARRAS;87342014;LE CREUSOT MONTCEAU MONTCHANIN;87694109;2;Tarif Normal;25;123
TGV INOUI;PERPIGNAN;87784009;ARRAS;87342014;1;Tarif Réglementé;160;160
TGV INOUI;AVIGNON TGV;87318964;CHAMBERY CHALLES LES EAUX;87741009;1;Tarif Normal;22;116
TGV INOUI;RUFFEC CHARENTE;87583849;FUTUROSCOPE;87324095;1;Tarif Normal;9;27
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;ST PIERRE DES CORPS;87571240;2;Tarif Réglementé;47;89
TGV INOUI;BAYONNE;87673004;DOUAI;87345009;2;Tarif Normal;30;139
TGV INOUI;AIME LA PLAGNE;87741769;DOUAI;87345009;1;Tarif Normal;31;193
TGV INOUI;ARRAS;87342014;BELLEGARDE;87745000;1;Tarif Normal;31;175
TGV INOUI;ARRAS;87342014;ST PIERRE DES CORPS;87571240;1;Tarif Normal;29;154
TGV INOUI;ARRAS;87342014;ROSPORDEN;87474155;1;Tarif Normal;31;167
TGV INOUI;FUTUROSCOPE;87324095;BAYONNE;87673004;1;Tarif Normal;29;109
TGV INOUI;BELLEGARDE;87745000;DOUAI;87345009;2;Tarif Normal;25;127
TGV INOUI;ARRAS;87342014;BELLEGARDE;87745000;2;Tarif Normal;25;127
TGV INOUI;AVIGNON TGV;87318964;VALENCE VILLE;87761007;2;Tarif Normal;12;26
TGV INOUI;ORTHEZ;87672253;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;31;200
TGV INOUI;ARRAS;87342014;LENS;87345025;1;Tarif Normal;9;14
TGV INOUI;ARRAS;87342014;VALENCIENNES;87343004;2;Tarif Normal;6;15
TGV INOUI;PARIS GARE DE LYON;87686006;ARRAS;87342014;2;Tarif Normal;15;54
TGV INOUI;AVIGNON TGV;87318964;LYON-SAINT EXUPERY TGV;87762906;1;Tarif Réglementé;56;56
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;ST BRIEUC;87473009;1;Tarif Normal;24;159
TGV INOUI;ARRAS;87342014;ST MALO;87478107;1;Tarif Normal;31;154
TGV INOUI;MANTES LA JOLIE;87381509;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Normal;31;172
TGV INOUI;BEZIERS;87781005;ARRAS;87342014;2;Tarif Normal;30;153
TGV INOUI;ARRAS;87342014;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Normal;36;209
TGV INOUI;DOUAI;87345009;REDON;87471300;2;Tarif Normal;25;113
TGV INOUI;LE MANS;87396002;ARRAS;87342014;2;Tarif Normal;25;94
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;DOUAI;87345009;1;Tarif Normal;36;195
TGV INOUI;MASSY TGV;87393702;FUTUROSCOPE;87324095;1;Tarif Réglementé;86;86
TGV INOUI;ARRAS;87342014;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Réglementé;154;154
TGV INOUI;ARRAS;87342014;ST PIERRE DES CORPS;87571240;2;Tarif Normal;25;111
TGV INOUI;AVIGNON TGV;87318964;NARBONNE;87781104;2;Tarif Réglementé;41;47
TGV INOUI;CHERBOURG;87444877;EVREUX - NORMANDIE;87387001;1;Tarif Normal;22;69
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;ARRAS;87342014;1;Tarif Normal;31;193
TGV INOUI;FUTUROSCOPE;87324095;MONTAUBAN VILLE BOURBON;87611244;2;Tarif Normal;25;67
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;ROSPORDEN;87474155;1;Tarif Normal;26;167
TGV INOUI;ARRAS;87342014;ST PIERRE DES CORPS;87571240;1;Tarif Réglementé;109;109
TGV INOUI;AIX EN PROVENCE TGV;87319012;HYERES;87755629;2;Tarif Normal;9;22
TGV INOUI;ARRAS;87342014;ST RAPHAEL VALESCURE;87757526;1;Tarif Normal;36;207
TGV INOUI;PERPIGNAN;87784009;ARRAS;87342014;2;Tarif Normal;30;153
TGV INOUI;DOUAI;87345009;ST MALO;87478107;2;Tarif Normal;25;120
TGV INOUI;LAVAL;87478404;ARRAS;87342014;2;Tarif Réglementé;80;124
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;DOUAI;87345009;2;Tarif Normal;25;127
TGV INOUI;ST AVRE LA CHAMBRE;87741306;ARRAS;87342014;2;Tarif Normal;51;143
TGV INOUI;ARRAS;87342014;ALBERTVILLE;87741645;2;Tarif Normal;25;143
TGV INOUI;CONFLANS FIN D'OISE;87381459;MANTES LA JOLIE;87381509;2;Tarif Normal;15;36
TGV INOUI;LA ROCHELLE VILLE;87485003;ARRAS;87342014;1;Tarif Normal;31;170
TGV INOUI;EVREUX - NORMANDIE;87387001;MASSY PALAISEAU;87393579;2;Tarif Normal;6;17
TGV INOUI;ARRAS;87342014;DOUAI;87345009;1;Tarif Normal;11;15
TGV INOUI;ARRAS;87342014;SALLANCHES COMBLOUX MEGEVE;87746438;2;Tarif Normal;51;127
TGV INOUI;BREAUTE BEUZEVILLE;87413344;MANTES LA JOLIE;87381509;1;Tarif Normal;17;62
TGV INOUI;ARRAS;87342014;AIX LES BAINS LE REVARD;87741132;2;Tarif Normal;25;127
TGV INOUI;AIX EN PROVENCE TGV;87319012;CANNES;87757625;1;Tarif Normal;17;64
TGV INOUI;MODANE;87742007;ARRAS;87342014;2;Tarif Normal;51;143
TGV INOUI;AVIGNON TGV;87318964;NIMES;87775007;1;Tarif Normal;9;24
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;SABLE SUR SARTHE;87396408;2;Tarif Réglementé;52;102
TGV INOUI;ANGERS ST LAUD;87484006;AIX EN PROVENCE TGV;87319012;1;Tarif Réglementé;142;142
TGV INOUI;DOUAI;87345009;ST PIERRE DES CORPS;87571240;1;Tarif Réglementé;109;109
TGV INOUI;FUTUROSCOPE;87324095;ST PIERRE DES CORPS;87571240;1;Tarif Normal;11;37
TGV INOUI;ARRAS;87342014;SETE;87773200;2;Tarif Normal;30;142
TGV INOUI;VERSAILLES CHANTIERS;87393009;LISIEUX;87444265;1;Tarif Normal;12;48
TGV INOUI;LA ROCHELLE VILLE;87485003;ARRAS;87342014;2;Tarif Normal;25;126
TGV INOUI;EVREUX - NORMANDIE;87387001;MANTES LA JOLIE TGV;87514596;2;Tarif Normal;10;20
TGV INOUI;AVIGNON TGV;87318964;MONTELIMAR GARE SNCF;87764001;1;Tarif Normal;9;29
TGV INOUI;ARRAS;87342014;RENNES;87471003;1;Tarif Réglementé;121;121
TGV INOUI;LYON PART DIEU;87723197;MANTES LA JOLIE;87381509;2;Tarif Normal;25;109
TGV INOUI;ARRAS;87342014;ALBERTVILLE;87741645;1;Tarif Normal;31;193
TGV INOUI;AIX EN PROVENCE TGV;87319012;BEZIERS;87781005;1;Tarif Normal;22;69
TGV INOUI;FUTUROSCOPE;87324095;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Normal;29;105
TGV INOUI;ARRAS;87342014;NARBONNE;87781104;2;Tarif Réglementé;126;159
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;LANDERNEAU;87474239;2;Tarif Réglementé;82;142
TGV INOUI;NIORT;87485300;ARRAS;87342014;1;Tarif Normal;31;156
TGV INOUI;ARRAS;87342014;NIMES - MANDUEL;87688762;1;Tarif Normal;36;212
TGV INOUI;ARRAS;87342014;VALENCIENNES;87343004;2;Tarif Réglementé;14;20
TGV INOUI;AVIGNON TGV;87318964;BEZIERS;87781005;2;Tarif Normal;20;48
TGV INOUI;VERSAILLES CHANTIERS;87393009;ALBERTVILLE;87741645;2;Tarif Normal;25;130
TGV INOUI;BIARRITZ;87673400;ARRAS;87342014;2;Tarif Normal;30;139
TGV INOUI;ARRAS;87342014;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Réglementé;121;159
TGV INOUI;FUTUROSCOPE;87324095;ST JEAN DE LUZ CIBOURE;87677120;1;Tarif Normal;29;107
TGV INOUI;AVIGNON TGV;87318964;NARBONNE;87781104;1;Tarif Normal;22;72
TGV INOUI;VERSAILLES CHANTIERS;87393009;AIME LA PLAGNE;87741769;2;Tarif Réglementé;92;164
TGV INOUI;ARRAS;87342014;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Normal;31;182
TGV INOUI;ARRAS;87342014;LE CREUSOT MONTCEAU MONTCHANIN;87694109;1;Tarif Réglementé;119;119
TGV INOUI;ST AVRE LA CHAMBRE;87741306;DOUAI;87345009;1;Tarif Réglementé;136;136
TGV INOUI;DOUAI;87345009;VALENCIENNES;87343004;1;Tarif Normal;14;20
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;ST MALO;87478107;2;Tarif Normal;20;102
TGV INOUI;MORLAIX;87474338;DOUAI;87345009;1;Tarif Normal;31;167
TGV INOUI;ARRAS;87342014;ST MICHEL VALLOIRE;87742361;2;Tarif Normal;51;143
TGV INOUI;ARRAS;87342014;LIBOURNE;87584052;2;Tarif Normal;25;130
TGV INOUI;BREST;87474007;ARRAS;87342014;1;Tarif Normal;31;167
TGV INOUI;CHERBOURG;87444877;EVREUX - NORMANDIE;87387001;2;Tarif Normal;20;44
TGV INOUI;ARRAS;87342014;SETE;87773200;2;Tarif Réglementé;126;159
TGV INOUI;VALOGNES;87447284;MANTES LA JOLIE;87381509;2;Tarif Normal;20;52
TGV INOUI;CAMBRAI;87345520;VALENCIENNES;87343004;1;Tarif Normal;7;25
TGV INOUI;DOUAI;87345009;VALENCIENNES;87343004;2;Tarif Normal;10;10
TGV INOUI;VERSAILLES CHANTIERS;87393009;BOURG ST MAURICE;87741793;1;Tarif Réglementé;127;127
TGV INOUI;LYON PERRACHE;87722025;ARRAS;87342014;1;Tarif Réglementé;123;123
TGV INOUI;EVREUX - NORMANDIE;87387001;BOURG ST MAURICE;87741793;1;Tarif Réglementé;134;134
TGV INOUI;ARRAS;87342014;ST GERVAIS LES BAINS LE FAYET;87746479;1;Tarif Normal;57;175
TGV INOUI;BOURG ST MAURICE;87741793;DOUAI;87345009;1;Tarif Réglementé;136;136
TGV INOUI;VERSAILLES CHANTIERS;87393009;ST JEAN DE MAURIENNE ARVAN;87742320;2;Tarif Normal;25;116
TGV INOUI;ARRAS;87342014;NARBONNE;87781104;1;Tarif Normal;36;213
TGV INOUI;VENDOME VILLIERS SUR LOIR;87571216;FUTUROSCOPE;87324095;2;Tarif Normal;14;34
TGV INOUI;POITIERS;87575001;ARRAS;87342014;2;Tarif Normal;25;111
TGV INOUI;AVIGNON TGV;87318964;PERPIGNAN;87784009;2;Tarif Normal;15;52
TGV INOUI;DOUAI;87345009;VALENCIENNES;87343004;1;Tarif Réglementé;13;13
TGV INOUI;MODANE;87742007;ARRAS;87342014;1;Tarif Réglementé;136;136
TGV INOUI;ARRAS;87342014;VALENCE VILLE;87761007;1;Tarif Normal;57;171
TGV INOUI;BEZIERS;87781005;DOUAI;87345009;2;Tarif Normal;30;143
TGV INOUI;MODANE;87742007;DOUAI;87345009;2;Tarif Réglementé;106;167
TGV INOUI;LAMBALLE;87473108;DOUAI;87345009;1;Tarif Normal;36;161
TGV INOUI;MODANE;87742007;ARRAS;87342014;2;Tarif Réglementé;106;167
TGV INOUI;MANTES LA JOLIE;87381509;ROUEN RIVE DROITE;87411017;1;Tarif Réglementé;33;33
TGV INOUI;BESANCON VIOTTE;87718007;AIX EN PROVENCE TGV;87319012;2;Tarif Normal;20;116
TGV INOUI;ARRAS;87342014;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Normal;30;142
TGV INOUI;LE MANS;87396002;MASSY PALAISEAU;87393579;2;Tarif Normal;15;66
TGV INOUI;LE HAVRE;87413013;CONFLANS FIN D'OISE;87381459;1;Tarif Normal;22;51
TGV INOUI;MANTES LA JOLIE;87381509;VALENCE VILLE;87761007;1;Tarif Normal;31;160
TGV INOUI;ROSPORDEN;87474155;DOUAI;87345009;1;Tarif Normal;31;167
TGV INOUI;ANGERS ST LAUD;87484006;AIX EN PROVENCE TGV;87319012;1;Tarif Normal;31;198
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;TOULOUSE MATABIAU;87611004;2;Tarif Réglementé;105;173
TGV INOUI;AIX EN PROVENCE TGV;87319012;ECOLE VALENTIN;87710731;2;Tarif Normal;45;111
TGV INOUI;ANCENIS;87481192;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Réglementé;84;84
TGV INOUI;DOUAI;87345009;REDON;87471300;1;Tarif Normal;31;152
TGV INOUI;LE MANS;87396002;DOUAI;87345009;2;Tarif Réglementé;78;115
TGV INOUI;LORIENT;87476002;DOUAI;87345009;1;Tarif Normal;31;158
TGV INOUI;NANTES;87481002;DOUAI;87345009;2;Tarif Réglementé;88;137
TGV INOUI;QUIMPERLE;87476317;DOUAI;87345009;2;Tarif Normal;25;125
TGV INOUI;LYON PART DIEU;87723197;ARRAS;87342014;1;Tarif Normal;36;176
TGV INOUI;MARSEILLE ST CHARLES;87751008;DOUAI;87345009;1;Tarif Réglementé;154;154
TGV INOUI;GUINGAMP;87473207;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;24;162
TGV INOUI;AIX EN PROVENCE TGV;87319012;BEAUNE;87713545;1;Tarif Normal;24;131
TGV INOUI;LE CROISIC;87481788;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;25;98
TGV INOUI;ST NAZAIRE;87481705;DOUAI;87345009;1;Tarif Normal;31;146
TGV INOUI;ANGERS ST LAUD;87484006;AIX EN PROVENCE TGV;87319012;2;Tarif Normal;25;139
TGV INOUI;ANGERS ST LAUD;87484006;DOUAI;87345009;1;Tarif Réglementé;109;109
TGV INOUI;LYON PERRACHE;87722025;DOUAI;87345009;2;Tarif Normal;25;128
TGV INOUI;BORDEAUX ST JEAN;87581009;DOUAI;87345009;1;Tarif Normal;31;199
TGV INOUI;DOUAI;87345009;ST MICHEL VALLOIRE;87742361;1;Tarif Normal;57;193
TGV INOUI;MARSEILLE ST CHARLES;87751008;DOUAI;87345009;2;Tarif Réglementé;121;159
